measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-03-01,-1.843,0.0,0.0,897.951,7941.0,7941.0
2021-04-01,-1.605,0.0,0.0,726.78,6428.0,6428.0
2021-05-01,-1.815,0.0,0.0,903.283,7989.0,7989.0
2021-06-01,-1.762,0.0,0.0,936.395,8281.0,8281.0
2021-07-01,-1.86,0.0,0.0,736.882,6517.0,6517.0
2021-08-01,-1.78,0.0,0.0,742.775,6569.0,6569.0
2021-09-01,-1.76,0.0,0.0,690.301,6105.0,6105.0
2021-10-01,-1.876,0.0,0.0,510.149,4512.0,4512.0
2021-11-01,-1.736,0.0,0.0,504.537,4462.0,4462.0
2021-12-01,-1.963,0.0,0.0,269.947,2387.0,2387.0
2022-01-01,-16.013,0.0,0.0,726.976,2480.0,2480.0
2022-02-01,-13.288,0.0,0.0,478.418,1632.0,1632.0
2022-03-01,-13.742,0.0,0.0,714.007,2436.0,2436.0
2022-04-01,-16.449,0.0,0.0,872.373,2977.0,2977.0
2022-05-01,-16.453,0.0,0.0,981.872,3350.0,3350.0
2022-06-01,-16.717,0.0,0.0,987.603,3370.0,3370.0
2022-07-01,-16.011,0.0,0.0,1090.165,3720.0,3720.0
2022-08-01,-15.687,0.0,0.0,961.662,3281.0,3281.0
2022-09-01,-15.989,0.0,0.0,797.262,2720.0,2720.0
2022-10-01,-16.491,0.0,0.0,631.958,2156.0,2156.0
2022-11-01,-15.905,0.0,0.0,521.252,1779.0,1779.0
2022-12-01,-16.255,0.0,0.0,338.452,1155.0,1155.0
2024-01-01,-2.0,0.0,0.0,244.0,833.0,833.0
2024-02-01,-11.0,0.0,0.0,698.0,2382.0,2382.0
2024-03-01,-5.0,0.0,0.0,749.0,2556.0,2556.0
2024-04-01,-10.0,0.0,0.0,810.0,2764.0,2764.0
2024-05-01,-9.0,0.0,0.0,950.0,3241.0,3241.0
2024-06-01,-7.0,0.0,0.0,1015.0,3463.0,3463.0
2024-07-01,-8.0,0.0,0.0,964.0,3289.0,3289.0
2024-08-01,-12.0,0.0,0.0,750.0,2559.0,2559.0
2024-09-01,-15.0,0.0,0.0,623.0,2126.0,2126.0
2024-10-01,-19.0,0.0,0.0,796.0,2716.0,2716.0
2024-11-01,-13.0,0.0,0.0,639.0,2180.0,2180.0
2024-12-01,-9.0,0.0,0.0,423.0,1443.0,1443.0
