measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,43285.0,683760.0,683760.0,0.0,0.0,0.0
2003-02-01,56661.0,802890.0,802890.0,9360.0,132629.0,132629.0
2003-03-01,77312.0,1157429.0,1157429.0,7357.0,110136.0,110136.0
2003-04-01,73938.0,1070920.0,1070920.0,0.0,0.0,0.0
2003-05-01,86595.0,1217784.0,1217784.0,0.0,0.0,0.0
2003-06-01,53670.0,808373.0,808373.0,0.0,0.0,0.0
2003-07-01,73342.0,1079375.0,1079375.0,1062.0,15627.0,15627.0
2003-08-01,83973.0,1190782.0,1190782.0,0.0,0.0,0.0
2003-09-01,18810.0,305690.0,305690.0,0.0,0.0,0.0
2003-10-01,27732.0,462833.0,462833.0,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,7350.0,142478.0,142478.0,0.0,0.0,0.0
2004-01-01,11971.0,216915.0,216915.0,0.0,0.0,0.0
2004-02-01,13758.0,65746.0,65746.0,0.0,0.0,0.0
2004-03-01,9533.0,163139.0,163139.0,0.0,0.0,0.0
2004-04-01,1768.0,52443.0,52443.0,0.0,0.0,0.0
2004-05-01,7844.0,144318.0,144318.0,0.0,0.0,0.0
2004-06-01,17745.0,298459.0,298459.0,0.0,0.0,0.0
2004-07-01,17881.0,275829.0,275829.0,0.0,0.0,0.0
2004-08-01,73589.0,967736.0,967736.0,0.0,0.0,0.0
2004-09-01,37709.0,529848.0,529848.0,0.0,0.0,0.0
2004-10-01,47655.0,646322.0,646322.0,0.0,0.0,0.0
2004-11-01,451.0,42668.0,42668.0,0.0,0.0,0.0
2004-12-01,24267.0,323172.0,323172.0,0.0,0.0,0.0
2005-01-01,5658.0,118401.15,118401.15,,,
2005-02-01,4226.0,78403.73,78403.73,,,
2005-03-01,0.0,0.0,0.0,,,
2005-04-01,14213.0,203503.18,203503.18,,,
2005-05-01,0.0,0.0,0.0,,,
2005-06-01,0.0,0.0,0.0,,,
2005-07-01,0.0,0.0,0.0,,,
2005-08-01,0.0,0.0,0.0,,,
2005-09-01,0.0,0.0,0.0,,,
2005-10-01,0.0,0.0,0.0,,,
2005-11-01,0.0,0.0,0.0,,,
2005-12-01,0.0,0.0,0.0,,,
