measured_on,"Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Generation","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Quantity Consumed For Electricity","Wood Waste Solids - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Wood and Wood-derived Fuels - Total Fuel Consumed"
2003-01-01,14802.0,425376.0,425376.0
2003-02-01,13936.0,412362.0,412362.0
2003-03-01,15421.0,445710.0,445710.0
2003-04-01,14400.0,429603.0,429603.0
2003-05-01,11068.0,290312.0,290312.0
2003-06-01,14854.0,343172.0,343172.0
2003-07-01,14970.0,382326.0,382326.0
2003-08-01,15303.0,350260.0,350260.0
2003-09-01,14701.0,346341.0,346341.0
2003-10-01,14418.0,339276.0,339276.0
2003-11-01,14758.0,360206.0,360206.0
2003-12-01,12428.0,328287.0,328287.0
2004-01-01,22444.644,271611.0,271611.0
2004-02-01,13610.092,164701.0,164701.0
2004-03-01,12747.543,154263.0,154263.0
2004-04-01,6145.567,74370.0,74370.0
2004-05-01,20193.716,244372.0,244372.0
2004-06-01,7598.576,91953.0,91953.0
2004-07-01,14109.589,170746.0,170746.0
2004-08-01,16926.241,204831.0,204831.0
2004-09-01,12785.045,154717.0,154717.0
2004-10-01,17097.793,206907.0,206907.0
2004-11-01,10439.963,126338.0,126338.0
2004-12-01,17696.232,214149.0,214149.0
2005-01-01,14309.786,180187.46,180187.46
2005-02-01,13280.314,167224.44,167224.44
2005-03-01,14358.155999999999,180796.54,180796.54
2005-04-01,12344.794,155444.47,155444.47
2005-05-01,13699.907,172507.92,172507.92
2005-06-01,13263.431,167011.86,167011.86
2005-07-01,14689.318,184966.5,184966.5
2005-08-01,15123.764,190436.98,190436.98
2005-09-01,14236.821,179268.69,179268.69
2005-10-01,13570.128,170873.75,170873.75
2005-11-01,13820.355,174024.59,174024.59
2005-12-01,14930.225,187999.96,187999.96
2006-01-01,16205.958,201826.0,201826.0
2006-02-01,14823.675,184612.0,184612.0
2006-03-01,14907.481,185655.0,185655.0
2006-04-01,9827.406,122389.0,122389.0
2006-05-01,13019.704,162145.0,162145.0
2006-06-01,13075.522,162840.0,162840.0
2006-07-01,14956.162,186262.0,186262.0
2006-08-01,16638.996,207219.0,207219.0
2006-09-01,14198.904,176831.0,176831.0
2006-10-01,15281.68,190316.0,190316.0
2006-11-01,14373.493,179005.0,179005.0
2006-12-01,15650.019,194903.0,194903.0
2007-01-01,14379.0,221138.0,221138.0
2007-02-01,13725.0,211114.0,211114.0
2007-03-01,15332.0,207150.0,207150.0
2007-04-01,14300.0,167142.0,167142.0
2007-05-01,10139.0,128386.0,128386.0
2007-06-01,13591.0,153374.0,153374.0
2007-07-01,15285.0,172539.0,172539.0
2007-08-01,15337.0,165921.0,165921.0
2007-09-01,14640.0,158362.0,158362.0
2007-10-01,14588.0,164545.0,164545.0
2007-11-01,14777.0,172383.0,172383.0
2007-12-01,15318.0,185954.0,185954.0
2008-01-01,15377.0,193775.0,193775.0
2008-02-01,14311.0,179699.0,179699.0
2008-03-01,15355.0,195672.0,195672.0
2008-04-01,14811.0,179689.0,179689.0
2008-05-01,7306.0,82110.0,82110.0
2008-06-01,13066.0,165699.0,165699.0
2008-07-01,14931.0,195798.0,195798.0
2008-08-01,13705.0,193698.0,193698.0
2008-09-01,14869.0,194973.0,194973.0
2008-10-01,11753.0,154292.0,154292.0
2008-11-01,14942.0,195381.0,195381.0
2008-12-01,15240.0,201240.0,201240.0
2009-01-01,15061.0,197133.0,197133.0
2009-02-01,13711.0,179042.0,179042.0
2009-03-01,15441.0,201482.0,201482.0
2009-04-01,14214.0,185954.0,185954.0
2009-05-01,11796.0,153636.0,153636.0
2009-06-01,14883.0,187371.0,187371.0
2009-07-01,15404.0,194070.0,194070.0
2009-08-01,15415.0,187371.0,187371.0
2009-09-01,14783.0,194234.0,194234.0
2009-10-01,14302.0,179803.0,179803.0
2009-11-01,14752.0,186011.0,186011.0
2009-12-01,15351.0,180295.0,180295.0
2010-01-01,15333.0,186677.0,186677.0
2010-02-01,13831.0,168130.0,168130.0
2010-03-01,15333.0,186235.0,186235.0
2010-04-01,13659.0,172542.0,172542.0
2010-05-01,11937.0,167629.0,167629.0
2010-06-01,14898.0,202011.0,202011.0
2010-07-01,15390.0,201688.0,201688.0
2010-08-01,15447.0,194982.0,194982.0
2010-09-01,14940.0,188641.0,188641.0
2010-10-01,14510.0,189355.0,189355.0
2010-11-01,14447.0,202368.0,202368.0
2010-12-01,15382.0,201042.0,201042.0
2011-01-01,15339.0,214957.0,214957.0
2011-02-01,13682.0,179206.0,179206.0
2011-03-01,15392.0,208259.0,208259.0
2011-04-01,14437.0,189117.0,189117.0
2011-05-01,11095.0,140157.0,140157.0
2011-06-01,14870.0,187944.0,187944.0
2011-07-01,15179.0,212866.0,212866.0
2011-08-01,15325.0,200728.0,200728.0
2011-09-01,14474.0,176307.0,176307.0
2011-10-01,1608.0,20944.0,20944.0
2011-11-01,3999.0,49453.0,49453.0
2011-12-01,10951.0,140386.0,140386.0
2012-01-01,13708.0,192857.0,192857.0
2012-02-01,14448.0,215773.0,215773.0
2012-03-01,13361.0,137012.0,137012.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,4594.0,58931.0,58931.0
2012-07-01,12909.0,164280.0,164280.0
2012-08-01,13747.0,181195.0,181195.0
2012-09-01,356.0,4624.0,4624.0
2012-10-01,193.0,2329.0,2329.0
2012-11-01,14402.0,188224.0,188224.0
2012-12-01,14661.0,191752.0,191752.0
2013-01-01,14956.0,203142.0,203142.0
2013-02-01,13536.0,183728.0,183728.0
2013-03-01,14928.0,203108.0,203108.0
2013-04-01,12770.0,172831.0,172831.0
2013-05-01,13793.0,175151.0,175151.0
2013-06-01,12659.0,161670.0,161670.0
2013-07-01,12414.0,165291.0,165291.0
2013-08-01,15014.0,197685.0,197685.0
2013-09-01,13354.0,132226.0,132226.0
2013-10-01,0.0,0.0,0.0
2013-11-01,9576.0,122477.0,122477.0
2013-12-01,13131.0,172627.0,172627.0
2014-01-01,13922.0,183048.0,183048.0
2014-02-01,13721.0,186516.0,186516.0
2014-03-01,15014.0,204170.0,204170.0
2014-04-01,14174.0,192814.0,192814.0
2014-05-01,940.0,11798.0,11798.0
2014-06-01,13197.0,180251.0,180251.0
2014-07-01,15179.0,206695.0,206695.0
2014-08-01,10529.0,145495.0,145495.0
2014-09-01,3811.0,47226.0,47226.0
2014-10-01,14494.0,200090.0,200090.0
2014-11-01,13443.0,185572.0,185572.0
2014-12-01,13428.0,173468.0,173468.0
2015-01-01,13244.0,171615.0,171615.0
2015-02-01,12893.0,166430.0,166430.0
2015-03-01,13512.0,174233.0,174233.0
2015-04-01,11537.0,148912.0,148912.0
2015-05-01,6837.0,99331.0,99331.0
2015-06-01,12589.0,181909.0,181909.0
2015-07-01,12317.0,183116.0,183116.0
2015-08-01,14540.0,200983.0,200983.0
2015-09-01,14445.0,192610.0,192610.0
2015-10-01,13666.0,188734.0,188734.0
2015-11-01,14328.0,198135.0,198135.0
2015-12-01,14726.0,217762.0,217762.0
2016-01-01,13797.0,204825.0,204825.0
2016-02-01,13728.0,196860.0,196860.0
2016-03-01,14739.0,204281.0,204281.0
2016-04-01,13940.0,200345.0,200345.0
2016-05-01,4681.0,60512.0,60512.0
2016-06-01,14395.0,199419.0,199419.0
2016-07-01,14563.0,187944.0,187944.0
2016-08-01,7821.0,108120.0,108120.0
2016-09-01,13168.0,163005.0,163005.0
2016-10-01,15019.0,192007.0,192007.0
2016-11-01,14445.0,185530.0,185530.0
2016-12-01,14486.0,193809.0,193809.0
2017-01-01,14647.0,197166.0,197166.0
2017-02-01,13142.0,188811.0,188811.0
2017-03-01,13035.0,180957.0,180957.0
2017-04-01,14285.0,197744.0,197744.0
2017-05-01,10165.0,131274.0,131274.0
2017-06-01,14251.0,197923.0,197923.0
2017-07-01,14098.0,209177.0,209177.0
2017-08-01,14905.0,199189.0,199189.0
2017-09-01,14382.0,185326.0,185326.0
2017-10-01,13761.0,177038.0,177038.0
2017-11-01,14513.0,186720.0,186720.0
2017-12-01,14761.0,197676.0,197676.0
2018-01-01,14728.0,204706.0,204706.0
2018-02-01,13321.0,191165.0,191165.0
2018-03-01,14641.0,210477.0,210477.0
2018-04-01,10139.0,145299.0,145299.0
2018-05-01,14865.0,191616.0,191616.0
2018-06-01,14381.0,198994.0,198994.0
2018-07-01,14353.0,191650.0,191650.0
2018-08-01,14676.0,189329.0,189329.0
2018-09-01,14417.0,185734.0,185734.0
2018-10-01,12856.0,165172.0,165172.0
2018-11-01,14154.0,188666.0,188666.0
2018-12-01,14371.0,198781.0,198781.0
2019-01-01,13290.0,190247.0,190247.0
2019-02-01,12712.0,182291.0,182291.0
2019-03-01,14965.0,213563.0,213563.0
2019-04-01,14139.0,202283.0,202283.0
2019-05-01,14533.0,187315.0,187315.0
2019-06-01,10876.0,136034.0,136034.0
2019-07-01,14744.0,210299.0,210299.0
2019-08-01,14041.0,200158.0,200158.0
2019-09-01,10495.0,144330.0,144330.0
2019-10-01,0.0,0.0,0.0
2019-11-01,0.0,0.0,0.0
2019-12-01,11069.0,105120.0,105120.0
2020-01-01,14928.0,198161.0,198161.0
2020-02-01,13833.0,190468.0,190468.0
2020-03-01,14708.0,209602.0,209602.0
2020-04-01,10294.0,156519.0,156519.0
2020-05-01,13945.0,205734.0,205734.0
2020-06-01,14148.0,201960.0,201960.0
2020-07-01,14287.0,136204.0,136204.0
2020-08-01,14509.0,193503.0,193503.0
2020-09-01,9946.0,118983.0,118983.0
2020-10-01,14729.0,195696.0,195696.0
2020-11-01,13990.0,186711.0,186711.0
2020-12-01,12202.0,163481.0,163481.0
2021-01-01,13584.0,198853.0,198853.0
2021-02-01,13152.0,209945.0,209945.0
2021-03-01,14426.0,214214.0,214214.0
2021-04-01,13963.0,184210.0,184210.0
2021-05-01,13946.0,225522.0,225522.0
2021-06-01,12092.0,189504.0,189504.0
2021-07-01,14540.0,228820.0,228820.0
2021-08-01,14409.0,222617.0,222617.0
2021-09-01,9520.0,145180.0,145180.0
2021-10-01,14475.0,187846.0,187846.0
2021-11-01,14319.0,208227.0,208227.0
2021-12-01,13123.0,198029.0,198029.0
2022-01-01,14483.0,211789.0,211789.0
2022-02-01,13156.0,203357.0,203357.0
2022-03-01,14533.0,212841.0,212841.0
2022-04-01,11790.0,191900.0,191900.0
2022-05-01,11634.0,159919.0,159919.0
2022-06-01,12426.0,195374.0,195374.0
2022-07-01,14139.0,219938.0,219938.0
2022-08-01,14182.0,220740.0,220740.0
2022-09-01,7411.0,112636.0,112636.0
2022-10-01,6347.0,99238.0,99238.0
2022-11-01,8622.0,118496.0,118496.0
2022-12-01,8460.0,125904.0,125904.0
2023-01-01,14469.0,206359.0,206359.0
2023-02-01,12086.0,189574.0,189574.0
2023-03-01,14615.0,229294.0,229294.0
2023-04-01,13925.0,201768.0,201768.0
2023-05-01,12771.0,192856.0,192856.0
2023-06-01,13887.0,248877.0,248877.0
2023-07-01,14145.0,202525.0,202525.0
2023-08-01,14255.0,221656.0,221656.0
2023-09-01,9421.0,145282.0,145282.0
2023-10-01,13746.0,200238.0,200238.0
2023-11-01,14291.0,218829.0,218829.0
2023-12-01,13149.0,197914.0,197914.0
2024-01-01,13152.0,208311.0,208311.0
2024-02-01,13701.0,217221.0,217221.0
2024-03-01,14496.0,257576.0,257576.0
2024-04-01,9744.0,132977.0,132977.0
2024-05-01,11449.0,178472.0,178472.0
2024-06-01,13988.0,224797.0,224797.0
2024-07-01,14263.0,214149.0,214149.0
2024-08-01,11073.0,176456.0,176456.0
2024-09-01,9548.0,157274.0,157274.0
2024-10-01,10655.0,173752.0,173752.0
2024-11-01,14294.0,226463.0,226463.0
2024-12-01,13555.0,226358.0,226358.0
