measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2024-01-01,-3.0,0.0,0.0
2024-02-01,-10.0,0.0,0.0
2024-03-01,-14.0,0.0,0.0
2024-04-01,-12.0,0.0,0.0
2024-05-01,-12.0,0.0,0.0
2024-06-01,-9.0,0.0,0.0
2024-07-01,-2.0,0.0,0.0
2024-08-01,-1.0,0.0,0.0
2024-09-01,-2.0,0.0,0.0
2024-10-01,-3.0,0.0,0.0
2024-11-01,-5.0,0.0,0.0
2024-12-01,-6.0,0.0,0.0
