measured_on,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Generation,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Quantity Consumed For Electricity,Hydroelectric-Hydroelectric Turbine (including turbines associated with delivery of water by pipeline) Total Fuel Consumed
2003-01-01,17977.0,184102.46,184102.46
2003-02-01,17657.0,180825.34,180825.34
2003-03-01,23862.0,244370.74,244370.74
2003-04-01,34134.0,349566.29,349566.29
2003-05-01,36933.0,378230.85,378230.85
2003-06-01,37854.0,387662.81,387662.81
2003-07-01,18481.0,189263.92,189263.92
2003-08-01,18693.0,191435.01,191435.01
2003-09-01,30368.0,310998.69,310998.69
2003-10-01,1522.0,15586.8,15586.8
2003-11-01,16947.0,173554.23,173554.23
2003-12-01,21066.0,215736.91,215736.91
2004-01-01,27804.0,278651.69,278651.69
2004-02-01,32423.0,324943.31,324943.31
2004-03-01,39054.0,391399.19,391399.19
2004-04-01,43482.0,435776.6,435776.6
2004-05-01,48245.0,483511.39,483511.39
2004-06-01,33133.0,332058.93,332058.93
2004-07-01,38866.0,389515.05,389515.05
2004-08-01,31957.0,320273.05,320273.05
2004-09-01,9013.0,90328.29,90328.29
2004-10-01,13293.0,133222.45,133222.45
2004-11-01,38845.0,389304.59,389304.59
2004-12-01,34146.0,342211.21,342211.21
2005-01-01,17940.0,179382.06,179382.06
2005-02-01,22726.0,227237.27,227237.27
2005-03-01,11557.0,115558.44,115558.44
2005-04-01,28128.0,281251.87,281251.87
2005-05-01,27474.0,274712.53,274712.53
2005-06-01,37845.0,378412.16,378412.16
2005-07-01,39244.0,392400.76,392400.76
2005-08-01,29880.0,298770.12,298770.12
2005-09-01,32148.0,321447.85,321447.85
2005-10-01,9303.0,93020.7,93020.7
2005-11-01,5970.0,59694.03,59694.03
2005-12-01,2775.0,27747.23,27747.23
2006-01-01,3518.0,34895.0,34895.0
2006-02-01,4675.0,46371.0,46371.0
2006-03-01,7748.0,76852.0,76852.0
2006-04-01,8549.0,84798.0,84798.0
2006-05-01,29516.0,292769.0,292769.0
2006-06-01,11525.0,114316.0,114316.0
2006-07-01,8684.0,86137.0,86137.0
2006-08-01,8020.0,79550.0,79550.0
2006-09-01,5344.0,53007.0,53007.0
2006-10-01,5692.0,56459.0,56459.0
2006-11-01,12547.0,124454.0,124454.0
2006-12-01,24926.0,247241.0,247241.0
2007-01-01,49626.0,490503.0,490503.0
2007-02-01,32593.0,322149.0,322149.0
2007-03-01,28156.0,278294.0,278294.0
2007-04-01,36181.0,357613.0,357613.0
2007-05-01,24314.0,240320.0,240320.0
2007-06-01,24709.0,244224.0,244224.0
2007-07-01,6628.0,65511.0,65511.0
2007-08-01,36917.0,364888.0,364888.0
2007-09-01,35341.0,349310.0,349310.0
2007-10-01,26189.0,258852.0,258852.0
2007-11-01,13732.0,135727.0,135727.0
2007-12-01,30855.0,304971.0,304971.0
2008-01-01,33341.0,328542.0,328542.0
2008-02-01,36951.0,364115.0,364115.0
2008-03-01,20724.0,204214.0,204214.0
2008-04-01,11180.0,110168.0,110168.0
2008-05-01,7346.0,72387.0,72387.0
2008-06-01,17512.0,172563.0,172563.0
2008-07-01,31090.0,306361.0,306361.0
2008-08-01,43698.0,430600.0,430600.0
2008-09-01,33878.0,333834.0,333834.0
2008-10-01,28445.0,280297.0,280297.0
2008-11-01,28022.0,276129.0,276129.0
2008-12-01,13190.0,129974.0,129974.0
2009-01-01,28198.0,275212.0,275212.0
2009-02-01,29022.0,283255.0,283255.0
2009-03-01,23899.0,233254.0,233254.0
2009-04-01,22449.0,219102.0,219102.0
2009-05-01,4360.0,42554.0,42554.0
2009-06-01,40486.0,395143.0,395143.0
2009-07-01,29441.0,287344.0,287344.0
2009-08-01,20134.0,196508.0,196508.0
2009-09-01,26509.0,258728.0,258728.0
2009-10-01,19376.0,189110.0,189110.0
2009-11-01,24432.0,238456.0,238456.0
2009-12-01,11291.0,110200.0,110200.0
2010-01-01,14826.0,144642.0,144642.0
2010-02-01,12617.0,123091.0,123091.0
2010-03-01,10131.0,98838.0,98838.0
2010-04-01,2177.0,21239.0,21239.0
2010-05-01,1364.0,13307.0,13307.0
2010-06-01,19006.0,185423.0,185423.0
2010-07-01,27628.0,269539.0,269539.0
2010-08-01,24984.0,243744.0,243744.0
2010-09-01,9354.0,91258.0,91258.0
2010-10-01,7702.0,75141.0,75141.0
2010-11-01,8194.0,79941.0,79941.0
2010-12-01,8982.0,87628.0,87628.0
