measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-01-01,0.061,0.0,0.0
2022-02-01,0.062,0.0,0.0
2022-03-01,0.092,0.0,0.0
2022-04-01,0.1,0.0,0.0
2022-05-01,0.109,0.0,0.0
2022-06-01,0.116,0.0,0.0
2022-07-01,0.103,0.0,0.0
2022-08-01,0.08,0.0,0.0
2022-09-01,0.097,0.0,0.0
2022-10-01,0.088,0.0,0.0
2022-11-01,0.055,0.0,0.0
2022-12-01,0.037,0.0,0.0
