measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2020-12-01,5.0,44.0,44.0
2021-01-01,128.963,1141.0,1141.0
2021-02-01,217.556,1924.0,1924.0
2021-03-01,417.739,3694.0,3694.0
2021-04-01,382.091,3379.0,3379.0
2021-05-01,477.497,4223.0,4223.0
2021-06-01,474.555,4197.0,4197.0
2021-07-01,493.528,4365.0,4365.0
2021-08-01,481.111,4255.0,4255.0
2021-09-01,391.487,3462.0,3462.0
2021-10-01,235.78,2085.0,2085.0
2021-11-01,174.422,1543.0,1543.0
2021-12-01,117.271,1037.0,1037.0
2022-01-01,145.294,496.0,496.0
2022-02-01,185.255,632.0,632.0
2022-03-01,301.742,1030.0,1030.0
2022-04-01,333.283,1137.0,1137.0
2022-05-01,438.228,1495.0,1495.0
2022-06-01,541.458,1847.0,1847.0
2022-07-01,514.234,1755.0,1755.0
2022-08-01,472.112,1611.0,1611.0
2022-09-01,354.995,1211.0,1211.0
2022-10-01,314.291,1072.0,1072.0
2022-11-01,194.216,663.0,663.0
2022-12-01,82.892,283.0,283.0
2023-01-01,78.0,266.0,266.0
2023-02-01,207.0,706.0,706.0
2023-03-01,320.0,1092.0,1092.0
2023-04-01,340.0,1160.0,1160.0
2023-05-01,506.0,1726.0,1726.0
2023-06-01,471.0,1607.0,1607.0
2023-07-01,486.0,1658.0,1658.0
2023-08-01,436.0,1488.0,1488.0
2023-09-01,309.0,1054.0,1054.0
2023-10-01,197.0,672.0,672.0
2023-11-01,167.0,570.0,570.0
2023-12-01,88.0,300.0,300.0
2024-01-01,55.0,188.0,188.0
2024-02-01,251.0,856.0,856.0
2024-03-01,291.0,993.0,993.0
2024-04-01,431.0,1471.0,1471.0
2024-05-01,519.0,1771.0,1771.0
2024-06-01,469.0,1600.0,1600.0
2024-07-01,505.0,1723.0,1723.0
2024-08-01,458.0,1563.0,1563.0
2024-09-01,411.0,1402.0,1402.0
2024-10-01,352.0,1201.0,1201.0
2024-11-01,121.0,413.0,413.0
2024-12-01,82.0,280.0,280.0
