measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2008-01-01,602.432,5936.0,5936.0
2008-02-01,488.932,4818.0,4818.0
2008-03-01,508.07,5007.0,5007.0
2008-04-01,666.11,6564.0,6564.0
2008-05-01,611.105,6022.0,6022.0
2008-06-01,386.309,3807.0,3807.0
2008-07-01,344.141,3391.0,3391.0
2008-08-01,378.95,3734.0,3734.0
2008-09-01,537.863,5300.0,5300.0
2008-10-01,610.366,6015.0,6015.0
2008-11-01,696.9970000000001,6868.0,6868.0
2008-12-01,903.725,8905.0,8905.0
2009-01-01,1311.584,12801.0,12801.0
2009-02-01,1323.943,12922.0,12922.0
2009-03-01,1443.665,14090.0,14090.0
2009-04-01,1452.23,14174.0,14174.0
2009-05-01,1278.9460000000001,12483.0,12483.0
2009-06-01,776.4680000000001,7578.0,7578.0
2009-07-01,697.8140000000001,6811.0,6811.0
2009-08-01,828.999,8091.0,8091.0
2009-09-01,677.4010000000001,6611.0,6611.0
2009-10-01,1085.614,10596.0,10596.0
2009-11-01,1065.941,10404.0,10404.0
2009-12-01,1191.395,11628.0,11628.0
2010-01-01,1183.498,11546.0,11546.0
2010-02-01,737.6020000000001,7196.0,7196.0
2010-03-01,1206.693,11772.0,11772.0
2010-04-01,1296.4370000000001,12648.0,12648.0
2010-05-01,1183.025,11542.0,11542.0
2010-06-01,790.302,7710.0,7710.0
2010-07-01,720.87,7033.0,7033.0
2010-08-01,883.813,8622.0,8622.0
2010-09-01,924.48,9019.0,9019.0
2010-10-01,1161.5130000000001,11332.0,11332.0
2010-11-01,1358.105,13250.0,13250.0
2010-12-01,1231.662,12016.0,12016.0
2011-01-01,1027.64,9985.0,9985.0
2011-02-01,1515.69,14726.0,14726.0
2011-03-01,1176.211,11428.0,11428.0
2011-04-01,1388.722,13493.0,13493.0
2011-05-01,1527.087,14837.0,14837.0
2011-06-01,1039.876,10103.0,10103.0
2011-07-01,638.495,6204.0,6204.0
2011-08-01,584.364,5678.0,5678.0
2011-09-01,769.891,7480.0,7480.0
2011-10-01,1564.662,15202.0,15202.0
2011-11-01,1723.193,16743.0,16743.0
2011-12-01,1565.169,15207.0,15207.0
2012-01-01,1696.658,16145.0,16145.0
2012-02-01,1233.569,11739.0,11739.0
2012-03-01,1455.204,13848.0,13848.0
2012-04-01,1592.538,15155.0,15155.0
2012-05-01,1551.552,14765.0,14765.0
2012-06-01,1209.96,11514.0,11514.0
2012-07-01,793.875,7555.0,7555.0
2012-08-01,844.374,8035.0,8035.0
2012-09-01,1037.71,9875.0,9875.0
2012-10-01,1660.274,15799.0,15799.0
2012-11-01,1547.116,14722.0,14722.0
2012-12-01,1288.17,12258.0,12258.0
2013-01-01,1608.132,15343.0,15343.0
2013-02-01,1230.128,11737.0,11737.0
2013-03-01,1313.591,12533.0,12533.0
2013-04-01,1425.303,13599.0,13599.0
2013-05-01,1395.921,13318.0,13318.0
2013-06-01,990.58,9451.0,9451.0
2013-07-01,906.666,8651.0,8651.0
2013-08-01,664.768,6343.0,6343.0
2013-09-01,1081.19,10316.0,10316.0
2013-10-01,1234.512,11778.0,11778.0
2013-11-01,1655.547,15796.0,15796.0
2013-12-01,1210.662,11551.0,11551.0
2014-01-01,1756.628,16706.0,16706.0
2014-02-01,1455.022,13837.0,13837.0
2014-03-01,1535.019,14598.0,14598.0
2014-04-01,1604.739,15261.0,15261.0
2014-05-01,1222.864,11629.0,11629.0
2014-06-01,992.229,9436.0,9436.0
2014-07-01,996.295,9475.0,9475.0
2014-08-01,474.944,4517.0,4517.0
2014-09-01,1026.566,9763.0,9763.0
2014-10-01,1371.952,13047.0,13047.0
2014-11-01,1718.757,16345.0,16345.0
2014-12-01,1350.985,12848.0,12848.0
2015-01-01,1510.335,14075.0,14075.0
2015-02-01,1377.355,12836.0,12836.0
2015-03-01,1505.656,14031.0,14031.0
2015-04-01,1562.625,14562.0,14562.0
2015-05-01,1434.874,13372.0,13372.0
2015-06-01,801.841,7472.0,7472.0
2015-07-01,710.754,6624.0,6624.0
2015-08-01,943.488,8792.0,8792.0
2015-09-01,1067.636,9949.0,9949.0
2015-10-01,1440.902,13428.0,13428.0
2015-11-01,1753.205,16338.0,16338.0
2015-12-01,1443.329,13450.0,13450.0
2016-01-01,1178.169,10877.0,10877.0
