measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-04-01,10.491,148.0,148.0
2021-05-01,12.009,169.0,169.0
2021-06-01,16.346,230.0,230.0
2021-07-01,18.008,253.0,253.0
2021-08-01,18.364,258.0,258.0
2021-09-01,15.518,218.0,218.0
2021-10-01,13.131,185.0,185.0
2021-11-01,10.8,152.0,152.0
2021-12-01,11.333,160.0,160.0
2022-01-01,17.019,239.0,239.0
2022-02-01,15.151,212.0,212.0
2022-03-01,12.065,169.0,169.0
2022-04-01,12.577,176.0,176.0
2022-05-01,18.58,262.0,262.0
2022-06-01,22.617,318.0,318.0
2022-07-01,26.652,374.0,374.0
2022-08-01,26.79,377.0,377.0
2022-09-01,22.583,317.0,317.0
2022-10-01,17.453,245.0,245.0
2022-11-01,16.359,230.0,230.0
2022-12-01,18.154,256.0,256.0
2023-01-01,19.518,275.0,275.0
2023-02-01,18.41,258.0,258.0
2023-03-01,18.169,256.0,256.0
2023-04-01,17.547,246.0,246.0
2023-05-01,25.052,352.0,352.0
2023-06-01,28.94,407.0,407.0
2023-07-01,31.738,445.0,445.0
2023-08-01,34.933,491.0,491.0
2023-09-01,29.429,413.0,413.0
2023-10-01,21.723,305.0,305.0
2023-11-01,20.14,283.0,283.0
2023-12-01,21.401,300.0,300.0
2024-01-01,15.207,181.0,181.0
2024-02-01,10.499,125.0,125.0
2024-03-01,11.915,142.0,142.0
2024-04-01,11.194,133.0,133.0
2024-05-01,14.956,178.0,178.0
2024-06-01,16.873,200.0,200.0
2024-07-01,18.239,217.0,217.0
2024-08-01,20.609,245.0,245.0
2024-09-01,17.1,204.0,204.0
2024-10-01,14.812,176.0,176.0
2024-11-01,11.866,142.0,142.0
2024-12-01,12.73,151.0,151.0
