measured_on,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Generation,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Combustion Turbine Part - Natural Gas - Total Fuel Consumed,Natural Gas - Combined Cycle Steam Part - Natural Gas - Generation,Natural Gas - Combined Cycle Steam Part - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combined Cycle Steam Part - Natural Gas - Total Fuel Consumed
2003-01-01,13581.98,110326.0,181400.0,1666.47,0.0,0.0
2003-02-01,12531.343,101792.0,167368.0,1537.56,0.0,0.0
2003-03-01,13814.294,112213.0,184503.0,1694.9740000000002,0.0,0.0
2003-04-01,13063.978,106118.0,174481.0,1602.912,0.0,0.0
2003-05-01,14958.030999999999,121504.0,199778.0,1835.307,0.0,0.0
2003-06-01,15584.773000000001,126595.0,208149.0,1912.207,0.0,0.0
2003-07-01,20009.433,162536.0,267244.0,2455.1,0.0,0.0
2003-08-01,18798.161,152697.0,251067.0,2306.48,0.0,0.0
2003-09-01,17177.957000000002,139536.0,229427.0,2107.686,0.0,0.0
2003-10-01,16165.972000000002,131316.0,215911.0,1983.518,0.0,0.0
2003-11-01,13684.493,111159.0,182769.0,1679.048,0.0,0.0
2003-12-01,14529.586,118024.0,194056.0,1782.738,0.0,0.0
2004-01-01,13616.511,78631.11,204592.76,1631.225,9419.82,199522.02
2004-02-01,13728.507,79277.86,206275.54,1549.665,8948.83,189546.04
2004-03-01,13439.544,77609.18,201933.77,1653.59,9548.97,202257.61
2004-04-01,13649.473,78821.46,205088.03,1687.517,9744.89,206407.4
2004-05-01,11826.521,68294.48,177697.54,1569.164,9061.43,191931.14
2004-06-01,12911.294,74558.7,193996.63,1521.976,8788.94,186159.36
2004-07-01,18240.189,105331.42,274065.11,2287.759,13211.09,279825.44
2004-08-01,18814.826,108649.76,282699.22,2357.953,13616.44,288411.2
2004-09-01,17427.46,100638.16,261853.58,2149.177,12410.83,262874.92
2004-10-01,16630.669,96036.94,249881.51,2069.355,11949.88,253111.55
2004-11-01,15682.780999999999,90563.18,235639.17,1907.9730000000002,11017.95,233372.27
2004-12-01,17100.325,98749.06,256938.25,2103.126,12144.9,257242.18
2005-01-01,13484.517,86439.34,172637.52,1484.141,0.0,0.0
2005-02-01,12171.183,78020.52,155823.37,1339.592,0.0,0.0
2005-03-01,13135.172,84199.95,168164.98,1445.692,0.0,0.0
2005-04-01,13198.256000000001,84604.34,168972.63,1452.635,0.0,0.0
2005-05-01,14495.723,92921.45,185583.64,1595.4370000000001,0.0,0.0
2005-06-01,18618.913,119352.18,238371.38,2049.246,0.0,0.0
2005-07-01,23841.864,152832.7,305238.99,2624.098,0.0,0.0
2005-08-01,24707.76,158383.32,316324.75,2719.4010000000003,0.0,0.0
2005-09-01,18634.926,119454.83,238576.39,2051.009,0.0,0.0
2005-10-01,14464.303,92720.03,185181.38,1591.979,0.0,0.0
2005-11-01,12905.611,82728.4,165225.99,1420.425,0.0,0.0
2005-12-01,14724.922,94390.67,188517.99,1620.664,0.0,0.0
2006-01-01,15279.637999999999,98164.93,195630.96,1724.1280000000002,26.53,26.53
2006-02-01,13471.67,86549.53,172482.85,1520.12,23.39,23.39
2006-03-01,14921.697,95865.32,191048.1,1683.739,25.9,25.9
2006-04-01,14217.421,91340.66,182030.98,1604.269,24.68,24.68
2006-05-01,16571.576,106465.07,212172.13,1869.9080000000001,28.77,28.77
2006-06-01,17565.072,112847.83,224892.22,1982.0130000000001,30.5,30.5
2006-07-01,19777.496,127061.68,253218.72,2231.659,34.34,34.34
2006-08-01,20431.357,131262.45,261590.36,2305.4390000000003,35.47,35.47
2006-09-01,16635.958,106878.69,212996.42,1877.173,28.88,28.88
2006-10-01,17439.263,112039.57,223281.44,1967.817,30.28,30.28
2006-11-01,14731.23,94641.65,188609.47,1662.247,25.57,25.57
2006-12-01,16519.462,106130.26,211504.89,1864.028,28.68,28.68
2007-01-01,14335.681,93701.0,186710.0,1932.342,0.0,0.0
2007-02-01,13039.891,85244.0,169833.0,1759.9840000000002,0.0,0.0
2007-03-01,12062.224,80051.0,157100.0,1841.928,0.0,0.0
2007-04-01,12006.408,79686.0,156373.0,1834.383,0.0,0.0
2007-05-01,13392.162,88189.0,174421.0,1922.1370000000002,0.0,0.0
2007-06-01,15834.046,103559.0,206225.0,2145.806,0.0,0.0
2007-07-01,21569.421,139518.0,280923.0,2646.118,0.0,0.0
2007-08-01,23911.891,153334.0,311432.0,2694.962,0.0,0.0
2007-09-01,18843.06,121638.0,245415.0,2267.9120000000003,0.0,0.0
2007-10-01,17857.642,114659.0,232580.0,2038.928,0.0,0.0
2007-11-01,16978.091,109237.0,221125.0,1978.826,0.0,0.0
2007-12-01,18919.483,120712.0,246410.0,2023.6760000000002,0.0,0.0
2008-01-01,17176.131,110733.0,219096.0,2033.7510000000002,0.0,0.0
2008-02-01,14391.992,92784.0,183583.0,1704.092,0.0,0.0
2008-03-01,13506.833,87077.0,172291.0,1599.284,0.0,0.0
2008-04-01,15365.179,99058.0,195996.0,1819.323,0.0,0.0
2008-05-01,12212.967,78736.0,155787.0,1446.083,0.0,0.0
2008-06-01,13367.173,86178.0,170510.0,1582.748,0.0,0.0
2008-07-01,17508.454,112876.0,223335.0,2073.099,0.0,0.0
2008-08-01,20483.007,132052.0,261279.0,2425.302,0.0,0.0
2008-09-01,18448.661,118937.0,235329.0,2184.424,0.0,0.0
2008-10-01,17199.035,110881.0,219389.0,2036.462,0.0,0.0
2008-11-01,14978.208999999999,96563.0,191060.0,1773.5040000000001,0.0,0.0
2008-12-01,16755.359,108021.0,213729.0,1983.928,0.0,0.0
2009-01-01,1567.0890000000002,0.0,0.0,16020.761,92834.0,192034.0
2009-02-01,1441.905,0.0,0.0,14740.968,85418.0,176696.0
2009-03-01,1341.6860000000001,0.0,0.0,13716.408,79481.0,164414.0
2009-04-01,1152.535,0.0,0.0,11782.66,68276.0,141235.0
2009-05-01,1170.945,0.0,0.0,11970.877,69367.0,143491.0
2009-06-01,1085.256,0.0,0.0,11094.852,64290.0,132990.0
2009-07-01,1985.805,0.0,0.0,20301.4,117639.0,243347.0
2009-08-01,2036.285,0.0,0.0,20817.47,120629.0,249532.0
2009-09-01,2133.871,0.0,0.0,21815.116,126410.0,261491.0
2009-10-01,1668.6560000000002,0.0,0.0,17059.102,98851.0,204482.0
2009-11-01,1523.842,0.0,0.0,15578.628,90272.0,186736.0
2009-12-01,1749.125,0.0,0.0,17881.758,103618.0,214343.0
2010-01-01,16600.594,105798.0,193016.0,1624.708,0.0,0.0
2010-02-01,15326.219000000001,97675.0,178197.0,1499.9840000000002,0.0,0.0
2010-03-01,16321.292000000001,104018.0,189766.0,1597.372,0.0,0.0
2010-04-01,13747.513,87615.0,159841.0,1345.476,0.0,0.0
2010-05-01,10013.194,63815.0,116423.0,979.9960000000001,0.0,0.0
2010-06-01,9346.981,59569.0,108677.0,914.793,0.0,0.0
2010-07-01,15430.684000000001,98341.0,179411.0,1510.208,0.0,0.0
2010-08-01,18213.939,116079.0,211773.0,1782.6070000000002,0.0,0.0
2010-09-01,16877.856,107565.0,196238.0,1651.844,0.0,0.0
2010-10-01,18948.004,120758.0,220307.0,1854.45,0.0,0.0
2010-11-01,15956.029,101689.0,185520.0,1561.624,0.0,0.0
