measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2004-01-01,0.0,0.0,0.0,13.932,104.08,264.31
2004-02-01,0.0,0.0,0.0,18.711000000000002,139.78,354.96
2004-03-01,0.0,0.0,0.0,13.98,104.44,265.21
2004-04-01,0.0,0.0,0.0,18.686,139.59,354.47
2004-05-01,0.0,0.0,0.0,48.685,363.68,923.58
2004-06-01,0.0,0.0,0.0,73.245,547.15,1389.5
2004-07-01,0.0,0.0,0.0,70.06,523.36,1329.09
2004-08-01,0.0,0.0,0.0,57.929,432.74,1098.95
2004-09-01,0.0,0.0,0.0,62.773,468.92,1190.84
2004-10-01,0.0,0.0,0.0,41.924,313.18,795.32
2004-11-01,0.0,0.0,0.0,23.287000000000003,173.96,441.77
2004-12-01,0.0,0.0,0.0,29.15,217.75,552.99
2005-01-01,0.0,0.0,0.0,6.662,49.77,752.6
2005-02-01,0.0,0.0,0.0,6.013,44.92,679.31
2005-03-01,0.0,0.0,0.0,6.49,48.48,733.1
2005-04-01,0.0,0.0,0.0,6.521,48.71,736.63
2005-05-01,0.0,0.0,0.0,7.162,53.5,809.04
2005-06-01,0.0,0.0,0.0,9.199,68.72,1039.17
2005-07-01,0.0,0.0,0.0,11.78,88.0,1330.67
2005-08-01,0.0,0.0,0.0,12.208,91.19,1378.99
2005-09-01,0.0,0.0,0.0,9.207,68.78,1040.06
2005-10-01,0.0,0.0,0.0,7.146,53.38,807.28
2005-11-01,0.0,0.0,0.0,6.376,47.63,720.29
2005-12-01,0.0,0.0,0.0,7.275,54.35,821.84
2006-01-01,0.0,0.0,0.0,4.396,32.84,87.7
2006-02-01,0.0,0.0,0.0,3.8760000000000003,28.95,77.33
2006-03-01,0.0,0.0,0.0,4.293,32.07,85.65
2006-04-01,0.0,0.0,0.0,4.09,30.56,81.61
2006-05-01,0.0,0.0,0.0,4.768,35.62,95.12
2006-06-01,0.0,0.0,0.0,5.054,37.75,100.83
2006-07-01,0.0,0.0,0.0,5.69,42.5,113.53
2006-08-01,0.0,0.0,0.0,5.878,43.91,117.28
2006-09-01,0.0,0.0,0.0,4.7860000000000005,35.75,95.49
2006-10-01,0.0,0.0,0.0,5.017,37.48,100.11
2006-11-01,0.0,0.0,0.0,4.238,31.66,84.56
2006-12-01,0.0,0.0,0.0,4.753,35.51,94.82
2008-01-01,0.0,0.0,0.0,13.419,8.0,8.0
2008-02-01,0.0,0.0,0.0,12.479000000000001,8.0,8.0
2008-03-01,0.0,0.0,0.0,14.812000000000001,9.0,9.0
2008-04-01,0.0,0.0,0.0,16.098000000000003,11.0,11.0
2008-05-01,0.0,0.0,0.0,18.315,12.0,12.0
2008-06-01,0.0,0.0,0.0,19.933,13.0,13.0
2008-07-01,0.0,0.0,0.0,19.568,13.0,13.0
2008-08-01,0.0,0.0,0.0,21.974,14.0,14.0
2008-09-01,0.0,0.0,0.0,19.882,13.0,13.0
2008-10-01,0.0,0.0,0.0,17.229,12.0,12.0
2008-11-01,0.0,0.0,0.0,13.763,8.0,8.0
2008-12-01,0.0,0.0,0.0,12.528,8.0,8.0
2009-01-01,0.0,0.0,0.0,8.803,64.0,132.0
2009-02-01,0.0,0.0,0.0,8.46,62.0,126.0
2009-03-01,0.0,0.0,0.0,9.804,72.0,146.0
2009-04-01,0.0,0.0,0.0,10.614,78.0,159.0
2009-05-01,0.0,0.0,0.0,12.509,92.0,186.0
2009-06-01,0.0,0.0,0.0,13.905,102.0,207.0
2009-07-01,0.0,0.0,0.0,14.243,104.0,212.0
2009-08-01,0.0,0.0,0.0,14.599,107.0,217.0
2009-09-01,0.0,0.0,0.0,14.671000000000001,107.0,218.0
2009-10-01,0.0,0.0,0.0,13.213000000000001,97.0,196.0
2009-11-01,0.0,0.0,0.0,10.857000000000001,79.0,162.0
2009-12-01,0.0,0.0,0.0,9.322000000000001,68.0,139.0
2010-01-01,0.0,0.0,0.0,5.01,37.0,165.0
2010-02-01,0.0,0.0,0.0,4.5280000000000005,33.0,149.0
2010-03-01,0.0,0.0,0.0,5.024,37.0,165.0
2010-04-01,0.0,0.0,0.0,5.199,38.0,170.0
2010-05-01,0.0,0.0,0.0,6.447,47.0,211.0
2010-06-01,0.0,0.0,0.0,7.17,52.0,235.0
2010-07-01,0.0,0.0,0.0,7.031000000000001,51.0,231.0
2010-08-01,0.0,0.0,0.0,7.212000000000001,53.0,236.0
2010-09-01,0.0,0.0,0.0,7.075,52.0,232.0
2010-10-01,0.0,0.0,0.0,5.968,44.0,196.0
2010-11-01,0.0,0.0,0.0,4.91,36.0,161.0
2010-12-01,0.0,0.0,0.0,5.426,40.0,179.0
2011-01-01,0.0,0.0,0.0,4.808,35.0,158.0
2011-02-01,0.0,0.0,0.0,4.338,32.0,143.0
2011-03-01,0.0,0.0,0.0,5.145,38.0,169.0
2011-04-01,0.0,0.0,0.0,5.946,44.0,195.0
2011-05-01,0.0,0.0,0.0,5.985,44.0,196.0
2011-06-01,0.0,0.0,0.0,6.568,48.0,215.0
2011-07-01,0.0,0.0,0.0,6.799,50.0,223.0
2011-08-01,0.0,0.0,0.0,7.245,53.0,237.0
2011-09-01,0.0,0.0,0.0,6.588,48.0,216.0
2011-10-01,0.0,0.0,0.0,5.536,41.0,182.0
2011-11-01,0.0,0.0,0.0,4.99,37.0,164.0
2011-12-01,0.0,0.0,0.0,5.052,37.0,166.0
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0
