measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed,Residual Fuel Oil Generation,Residual Fuel Oil Quantity Consumed For Electricity,Residual Fuel Oil Total Fuel Consumed
2001-01-01,0.0,0.0,0.0,2054.0,23379.0,23379.0,,,
2001-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2001-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2001-04-01,0.0,0.0,0.0,2352.0,26022.0,26022.0,,,
2001-05-01,654.0,8044.0,8044.0,7025.0,75700.0,75700.0,,,
2001-06-01,60.0,712.0,712.0,11308.0,123671.0,123671.0,,,
2001-07-01,294.0,3847.0,3847.0,8994.0,98932.0,98932.0,,,
2001-08-01,408.0,5447.0,5447.0,36070.0,391639.0,391639.0,,,
2001-09-01,336.0,5102.0,5102.0,4514.0,48807.0,48807.0,,,
2001-10-01,111.0,1710.0,1710.0,0.0,0.0,0.0,,,
2001-11-01,0.0,0.0,0.0,4722.0,50177.0,50177.0,,,
2001-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2002-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2002-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2002-03-01,0.0,0.0,0.0,2713.0,28391.0,28391.0,,,
2002-04-01,0.0,0.0,0.0,27125.0,283863.0,283863.0,,,
2002-05-01,2653.0,30699.0,30699.0,7558.0,79176.0,79176.0,,,
2002-06-01,8.0,116.0,116.0,30091.0,221863.0,221863.0,,,
2002-07-01,0.0,0.0,0.0,51909.0,554465.0,554465.0,,,
2002-08-01,21.0,400.0,400.0,52161.0,555229.0,555229.0,,,
2002-09-01,0.0,0.0,0.0,5700.0,60300.0,60300.0,,,
2002-10-01,0.0,0.0,0.0,10381.0,109956.0,109956.0,,,
2002-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2002-12-01,957.0,11026.0,11026.0,1910.0,19610.0,19610.0,,,
2003-01-01,16645.0,200257.0,200257.0,5648.0,63043.0,63043.0,,,
2003-02-01,2031.0,22765.0,22765.0,77.0,852.0,852.0,,,
2003-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-04-01,767.0,8474.0,8474.0,16179.0,142512.0,142512.0,,,
2003-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2003-06-01,406.0,4565.0,4565.0,19628.0,207660.0,207660.0,,,
2003-07-01,0.0,0.0,0.0,7311.0,77551.0,77551.0,,,
2003-08-01,0.0,0.0,0.0,10887.0,115084.0,115084.0,,,
2003-09-01,0.0,0.0,0.0,6321.0,66704.0,66704.0,,,
2003-10-01,0.0,0.0,0.0,105.0,1888.0,1888.0,,,
2003-11-01,1106.0,12841.0,12841.0,63.0,737.0,737.0,,,
2003-12-01,1123.0,13299.0,13299.0,68.0,806.0,806.0,,,
2004-01-01,10269.0,109405.0,109405.0,51.0,548.0,548.0,,,
2004-02-01,0.0,0.0,0.0,747.0,8220.0,8220.0,,,
2004-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,
2004-05-01,20.0,296.0,296.0,51756.0,543199.0,543199.0,,,
2004-06-01,0.0,0.0,0.0,6392.0,68252.0,68252.0,,,
2004-07-01,0.0,0.0,0.0,4881.0,51661.0,51661.0,,,
2004-08-01,0.0,0.0,0.0,22604.0,238836.0,238836.0,,,
2004-09-01,0.0,0.0,0.0,628.0,7049.0,7049.0,,,
2004-10-01,0.0,0.0,0.0,1293.0,15391.0,15391.0,,,
2004-11-01,314.0,4698.0,4698.0,46.0,697.0,697.0,,,
2004-12-01,6093.0,64044.0,64044.0,486.0,6067.0,6067.0,,,
2005-01-01,14541.0,154900.6,154900.6,1613.0,17024.82,17024.82,,,
