measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2014-08-01,831.526,5581.0,5581.0
2014-09-01,869.793,5838.0,5838.0
2014-10-01,858.041,5759.0,5759.0
2014-11-01,620.106,4162.0,4162.0
2014-12-01,674.534,4527.0,4527.0
2015-01-01,738.806,5205.0,5205.0
2015-02-01,547.064,3855.0,3855.0
2015-03-01,640.902,4516.0,4516.0
2015-04-01,615.021,4333.0,4333.0
2015-05-01,600.422,4231.0,4231.0
2015-06-01,844.298,5949.0,5949.0
2015-07-01,952.261,6710.0,6710.0
2015-08-01,1004.459,7077.0,7077.0
2015-09-01,997.52,7029.0,7029.0
2015-10-01,960.91,6771.0,6771.0
2015-11-01,708.501,4992.0,4992.0
2015-12-01,757.836,5340.0,5340.0
2016-01-01,753.406,5681.0,5681.0
2016-02-01,597.923,4510.0,4510.0
2016-03-01,465.024,3507.0,3507.0
2016-04-01,444.715,3354.0,3354.0
2016-05-01,480.046,3621.0,3621.0
2016-06-01,730.307,5508.0,5508.0
2016-07-01,861.409,6497.0,6497.0
2016-08-01,952.75,7186.0,7186.0
2016-09-01,788.728,5949.0,5949.0
2016-10-01,778.023,5868.0,5868.0
2016-11-01,598.233,4512.0,4512.0
2016-12-01,677.436,5109.0,5109.0
2017-01-01,690.524,713.0,713.0
2017-02-01,527.063,543.0,543.0
2017-03-01,436.48,449.0,449.0
2017-04-01,389.909,402.0,402.0
2017-05-01,483.718,499.0,499.0
2017-06-01,636.404,655.0,655.0
2017-07-01,867.847,894.0,894.0
2017-08-01,979.678,1009.0,1009.0
2017-09-01,806.092,830.0,830.0
2017-10-01,763.423,786.0,786.0
2017-11-01,663.474,683.0,683.0
2017-12-01,703.388,724.0,724.0
2018-01-01,579.767,4348.0,4348.0
2018-02-01,509.049,3817.0,3817.0
2018-03-01,529.43,3970.0,3970.0
2018-04-01,398.44,2988.0,2988.0
2018-05-01,363.72,2727.0,2727.0
2018-06-01,497.553,3730.0,3730.0
2018-07-01,868.227,6511.0,6511.0
2018-08-01,803.188,6022.0,6022.0
2018-09-01,646.407,4847.0,4847.0
2018-10-01,722.536,5418.0,5418.0
2018-11-01,645.919,4844.0,4844.0
2018-12-01,650.764,4879.0,4879.0
2019-01-01,650.642,5584.0,5584.0
2019-02-01,603.282,5178.0,5178.0
2019-03-01,526.091,4516.0,4516.0
2019-04-01,369.157,3168.0,3168.0
2019-05-01,318.108,2731.0,2731.0
2019-06-01,425.367,3651.0,3651.0
2019-07-01,670.551,5755.0,5755.0
2019-08-01,787.642,6760.0,6760.0
2019-09-01,693.066,5948.0,5948.0
2019-10-01,709.85,6092.0,6092.0
2019-11-01,696.177,5976.0,5976.0
2019-12-01,722.067,6197.0,6197.0
2020-01-01,536.528,4096.0,4096.0
2020-02-01,473.805,3617.0,3617.0
2020-03-01,525.955,4016.0,4016.0
2020-04-01,371.955,2840.0,2840.0
2020-05-01,349.739,2670.0,2670.0
2020-06-01,491.981,3756.0,3756.0
2020-07-01,688.23,5254.0,5254.0
2020-08-01,855.862,6534.0,6534.0
2020-09-01,745.322,5690.0,5690.0
2020-10-01,774.036,5909.0,5909.0
2020-11-01,618.272,4721.0,4721.0
2020-12-01,685.315,5232.0,5232.0
2021-01-01,553.586,4164.0,4164.0
2021-02-01,469.459,3531.0,3531.0
2021-03-01,504.759,3797.0,3797.0
2021-04-01,447.89,3369.0,3369.0
2021-05-01,468.102,3521.0,3521.0
2021-06-01,640.103,4815.0,4815.0
2021-07-01,883.331,6645.0,6645.0
2021-08-01,806.511,6067.0,6067.0
2021-09-01,686.245,5162.0,5162.0
2021-10-01,654.203,4922.0,4922.0
2021-11-01,601.245,4523.0,4523.0
2021-12-01,620.566,4669.0,4669.0
2022-01-01,551.166,4099.0,4099.0
2022-02-01,457.615,3404.0,3404.0
2022-03-01,423.415,3150.0,3150.0
2022-04-01,433.719,3226.0,3226.0
2022-05-01,398.01,2960.0,2960.0
2022-06-01,541.321,4026.0,4026.0
2022-07-01,723.15,5378.0,5378.0
2022-08-01,872.577,6490.0,6490.0
2022-09-01,799.714,5949.0,5949.0
2022-10-01,734.415,5462.0,5462.0
2022-11-01,674.434,5016.0,5016.0
2022-12-01,745.464,5545.0,5545.0
2023-01-01,595.984,44805.0,44805.0
2023-02-01,507.663,38165.0,38165.0
2023-03-01,487.93,36681.0,36681.0
2023-04-01,381.175,28656.0,28656.0
2023-05-01,246.885,18560.0,18560.0
2023-06-01,324.786,24417.0,24417.0
2023-07-01,751.817,56520.0,56520.0
2023-08-01,758.598,57030.0,57030.0
2023-09-01,536.957,40367.0,40367.0
2023-10-01,655.724,49296.0,49296.0
2023-11-01,615.979,46308.0,46308.0
2023-12-01,693.502,52136.0,52136.0
2024-01-01,608.0,5566.0,5566.0
2024-02-01,552.0,5033.0,5033.0
2024-03-01,560.0,4349.0,4349.0
2024-04-01,529.0,4093.0,4093.0
2024-05-01,540.0,4182.0,4182.0
2024-06-01,510.0,3978.0,3978.0
2024-07-01,486.0,3810.0,3810.0
2024-08-01,440.0,3487.0,3487.0
2024-09-01,422.0,3338.0,3338.0
2024-10-01,413.0,3291.0,3291.0
2024-11-01,369.0,2961.0,2961.0
2024-12-01,528.0,3931.0,3931.0
