measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2003-01-01,1833.798,19674.0,19674.0
2003-02-01,1618.297,17362.0,17362.0
2003-03-01,1665.173,17865.0,17865.0
2003-04-01,1495.4660000000001,16044.0,16044.0
2003-05-01,1526.1080000000002,16373.0,16373.0
2003-06-01,1618.4940000000001,17364.0,17364.0
2003-07-01,1871.8090000000002,20082.0,20082.0
2003-08-01,1984.565,21292.0,21292.0
2003-09-01,1663.018,17842.0,17842.0
2003-10-01,1559.959,16736.0,16736.0
2003-11-01,1554.748,16680.0,16680.0
2003-12-01,1725.565,18513.0,18513.0
2004-01-01,1995.583,23749.0,23749.0
2004-02-01,1995.583,23749.0,23749.0
2004-03-01,1995.583,23749.0,23749.0
2004-04-01,1995.583,23749.0,23749.0
2004-05-01,1995.583,23749.0,23749.0
2004-06-01,1995.583,23749.0,23749.0
2004-07-01,1995.583,23749.0,23749.0
2004-08-01,1995.583,23749.0,23749.0
2004-09-01,1995.583,23749.0,23749.0
2004-10-01,1995.583,23749.0,23749.0
2004-11-01,1995.583,23749.0,23749.0
2004-12-01,1995.583,23749.0,23749.0
2005-01-01,1824.786,20072.65,20072.65
2005-02-01,1627.852,17906.38,17906.38
2005-03-01,1859.2330000000002,20451.56,20451.56
2005-04-01,1855.3890000000001,20409.28,20409.28
2005-05-01,2039.731,22437.04,22437.04
2005-06-01,2020.784,22228.62,22228.62
2005-07-01,2092.413,23016.55,23016.55
2005-08-01,2082.956,22912.52,22912.52
2005-09-01,1962.131,21583.44,21583.44
2005-10-01,1980.6260000000002,21786.88,21786.88
2005-11-01,1994.825,21943.07,21943.07
2005-12-01,1999.2740000000001,21992.01,21992.01
2006-01-01,1640.6090000000002,18047.0,18047.0
2006-02-01,1516.172,16678.0,16678.0
2006-03-01,1672.439,18397.0,18397.0
