measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,20.003,282.0,282.0
2021-02-01,19.451,274.0,274.0
2021-03-01,15.159,212.0,212.0
2021-04-01,17.268,242.0,242.0
2021-05-01,19.765,277.0,277.0
2021-06-01,26.905,378.0,378.0
2021-07-01,29.639,416.0,416.0
2021-08-01,30.226,425.0,425.0
2021-09-01,25.541,359.0,359.0
2021-10-01,21.612,304.0,304.0
2021-11-01,17.777,250.0,250.0
2021-12-01,18.654,262.0,262.0
2022-01-01,19.277,300.0,300.0
2022-02-01,17.163,266.0,266.0
2022-03-01,13.667,212.0,212.0
2022-04-01,14.247,222.0,222.0
2022-05-01,21.046,328.0,328.0
2022-06-01,25.619,398.0,398.0
2022-07-01,30.19,469.0,469.0
2022-08-01,30.347,472.0,472.0
2022-09-01,25.58,398.0,398.0
2022-10-01,19.77,307.0,307.0
2022-11-01,18.53,288.0,288.0
2022-12-01,20.564,320.0,320.0
2023-01-01,17.342,269.0,269.0
2023-02-01,16.357,254.0,254.0
2023-03-01,16.143,251.0,251.0
2023-04-01,15.591,242.0,242.0
2023-05-01,22.259,346.0,346.0
2023-06-01,25.713,400.0,400.0
2023-07-01,28.199,438.0,438.0
2023-08-01,31.038,482.0,482.0
2023-09-01,26.147,407.0,407.0
2023-10-01,19.301,300.0,300.0
2023-11-01,17.895,278.0,278.0
2023-12-01,19.015,295.0,295.0
2024-01-01,15.293,245.0,245.0
2024-02-01,10.559,168.0,168.0
2024-03-01,11.982,191.0,191.0
2024-04-01,11.258,179.0,179.0
2024-05-01,15.041,240.0,240.0
2024-06-01,16.969,270.0,270.0
2024-07-01,18.343,292.0,292.0
2024-08-01,20.726,330.0,330.0
2024-09-01,17.197,274.0,274.0
2024-10-01,14.896,238.0,238.0
2024-11-01,11.934,190.0,190.0
2024-12-01,12.802,204.0,204.0
