measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,-53.0,0.0,0.0
2003-02-01,-52.0,0.0,0.0
2003-04-01,-52.0,0.0,0.0
2003-07-01,-36.0,0.0,0.0
2003-08-01,1277.0,18183.0,18183.0
2003-09-01,-10.0,0.0,0.0
2003-10-01,-68.0,0.0,0.0
2003-11-01,-25.0,0.0,0.0
2003-12-01,89.0,1572.0,1572.0
2004-01-01,866.768,15731.0,15731.0
2004-02-01,9.081000000000001,165.0,165.0
2004-03-01,61.215,1111.0,1111.0
2004-04-01,34.98,635.0,635.0
2004-05-01,51.798,940.0,940.0
2004-06-01,14.799000000000001,269.0,269.0
2004-07-01,3.588,65.0,65.0
2004-08-01,2.6910000000000003,49.0,49.0
2004-09-01,54.488,989.0,989.0
2004-10-01,3.9240000000000004,71.0,71.0
2004-11-01,52.919000000000004,960.0,960.0
2004-12-01,58.749,1066.0,1066.0
2005-01-01,25.423000000000002,1794.7,1794.7
2005-02-01,8.735,616.6,616.6
2005-03-01,9.681000000000001,683.43,683.43
2005-04-01,11.727,827.82,827.82
2005-05-01,10.891,768.84,768.84
2005-06-01,14.136000000000001,997.87,997.87
2005-07-01,14.388,1015.72,1015.72
2005-08-01,16.903000000000002,1193.22,1193.22
2005-09-01,11.065,781.09,781.09
2005-10-01,12.287,867.42,867.42
2005-11-01,9.878,697.33,697.33
2005-12-01,20.887,1474.48,1474.48
2006-01-01,39.253,664.0,664.0
2006-02-01,20.54,348.0,348.0
2006-03-01,17.254,292.0,292.0
2006-04-01,33.05,559.0,559.0
2006-05-01,30.894000000000002,523.0,523.0
2006-06-01,28.08,475.0,475.0
2006-07-01,40.675,688.0,688.0
2006-08-01,39.454,668.0,668.0
2006-09-01,18.126,307.0,307.0
2006-10-01,19.147000000000002,324.0,324.0
2006-11-01,22.546,382.0,382.0
2006-12-01,24.981,423.0,423.0
2007-01-01,-27.886000000000003,288.0,288.0
2007-02-01,-44.319,454.0,454.0
2007-03-01,-21.317,219.0,219.0
2007-04-01,-19.704,201.0,201.0
2007-05-01,-42.704,437.0,437.0
2007-06-01,-11.954,121.0,121.0
2007-07-01,-15.915,161.0,161.0
2007-08-01,-7.4670000000000005,75.0,75.0
2007-09-01,-20.674,213.0,213.0
2007-10-01,-24.583000000000002,253.0,253.0
2007-11-01,-25.307000000000002,259.0,259.0
2007-12-01,-35.17,362.0,362.0
2008-01-01,0.0,0.0,0.0
2008-02-01,-18.0,523.0,523.0
2008-03-01,-54.0,0.0,0.0
2008-04-01,2.0,558.0,558.0
2008-05-01,-42.0,0.0,0.0
2008-06-01,132.0,2122.0,2122.0
2008-07-01,-26.0,0.0,0.0
2008-08-01,-6.0,0.0,0.0
2008-09-01,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0
2008-11-01,-16.0,0.0,0.0
2008-12-01,40.0,1815.0,1815.0
2009-01-01,-65.0,0.0,0.0
2009-02-01,-41.0,0.0,0.0
2009-03-01,-49.0,0.0,0.0
2009-04-01,-40.0,0.0,0.0
2009-05-01,148.0,2273.0,2273.0
2009-06-01,-19.0,0.0,0.0
2009-07-01,-37.0,0.0,0.0
2009-08-01,136.0,1974.0,1974.0
2009-09-01,-27.0,0.0,0.0
2009-10-01,-27.0,0.0,0.0
2009-11-01,-36.0,0.0,0.0
2009-12-01,-65.0,0.0,0.0
2010-01-01,-67.0,0.0,0.0
2010-02-01,-60.0,0.0,0.0
2010-03-01,-50.0,0.0,0.0
2010-04-01,-35.0,0.0,0.0
2010-05-01,-32.0,0.0,0.0
2010-06-01,-32.0,0.0,0.0
2010-07-01,16.0,650.0,650.0
2010-08-01,37.0,1036.0,1036.0
2010-09-01,-28.0,0.0,0.0
2010-10-01,-34.0,0.0,0.0
2010-11-01,-65.0,0.0,0.0
2010-12-01,-63.0,0.0,0.0
2011-01-01,-67.0,0.0,0.0
2011-02-01,-47.0,0.0,0.0
2011-03-01,-35.0,0.0,0.0
2011-04-01,-33.0,0.0,0.0
2011-05-01,-28.0,0.0,0.0
2011-06-01,-27.0,0.0,0.0
2011-07-01,113.0,1795.0,1795.0
2011-08-01,92.0,1496.0,1496.0
2011-09-01,-2.0,0.0,0.0
2011-10-01,-43.0,0.0,0.0
2011-11-01,-50.0,0.0,0.0
2011-12-01,-55.0,0.0,0.0
2012-01-01,-51.0,0.0,0.0
2012-02-01,-49.0,0.0,0.0
2012-03-01,-48.0,0.0,0.0
2012-04-01,-41.0,0.0,0.0
2012-05-01,-45.0,0.0,0.0
2012-06-01,-36.0,0.0,0.0
2012-07-01,1068.0,13723.0,13723.0
2012-08-01,-28.0,0.0,0.0
2012-09-01,-35.0,0.0,0.0
2012-10-01,-39.0,0.0,0.0
2012-11-01,-48.0,0.0,0.0
2012-12-01,-54.0,0.0,0.0
2013-01-01,-56.0,0.0,0.0
2013-02-01,-50.0,0.0,0.0
2013-03-01,-54.0,0.0,0.0
