measured_on,Geothermal Generation,Geothermal Quantity Consumed For Electricity,Geothermal Total Fuel Consumed
2019-01-01,1260.174,11222.0,11222.0
2019-02-01,1173.826,10453.0,10453.0
2019-03-01,1293.165,11516.0,11516.0
2019-04-01,1143.462,10183.0,10183.0
2019-05-01,1231.582,10967.0,10967.0
2019-06-01,1195.689,10648.0,10648.0
2019-07-01,1236.708,11013.0,11013.0
2019-08-01,1248.702,11120.0,11120.0
2019-09-01,1224.422,10903.0,10903.0
2019-10-01,1044.703,9303.0,9303.0
2019-11-01,953.978,8495.0,8495.0
2019-12-01,1123.589,10006.0,10006.0
2020-01-01,1667.697,14621.0,14621.0
2020-02-01,1775.361,15565.0,15565.0
2020-03-01,1854.201,16256.0,16256.0
2020-04-01,1752.388,15363.0,15363.0
2020-05-01,1673.573,14672.0,14672.0
2020-06-01,1540.549,13506.0,13506.0
2020-07-01,1454.955,12756.0,12756.0
2020-08-01,1415.504,12410.0,12410.0
2020-09-01,1527.856,13395.0,13395.0
2020-10-01,1696.063,14869.0,14869.0
2020-11-01,1809.492,15864.0,15864.0
2020-12-01,1896.361,16625.0,16625.0
2021-01-01,1726.612,15270.0,15270.0
2021-02-01,1512.831,13379.0,13379.0
2021-03-01,1343.254,11880.0,11880.0
2021-04-01,1540.513,13624.0,13624.0
2021-05-01,1703.779,15068.0,15068.0
2021-06-01,1477.927,13071.0,13071.0
2021-07-01,1461.014,12921.0,12921.0
2021-08-01,1483.767,13122.0,13122.0
2021-09-01,1538.874,13610.0,13610.0
2021-10-01,1682.857,14883.0,14883.0
2021-11-01,1730.552,15305.0,15305.0
2021-12-01,1938.02,17140.0,17140.0
2022-01-01,1894.235,6463.0,6463.0
2022-02-01,1660.368,5665.0,5665.0
2022-03-01,1494.82,5100.0,5100.0
2022-04-01,1385.461,4727.0,4727.0
2022-05-01,1496.28,5105.0,5105.0
2022-06-01,1466.263,5003.0,5003.0
2022-07-01,1409.999,4811.0,4811.0
2022-08-01,1489.538,5082.0,5082.0
2022-09-01,1527.538,5212.0,5212.0
2022-10-01,1328.532,4533.0,4533.0
2022-11-01,1889.946,6448.0,6448.0
2022-12-01,1987.02,6780.0,6780.0
2023-01-01,1846.0,6299.0,6299.0
2023-02-01,1656.0,5650.0,5650.0
2023-03-01,1649.0,5626.0,5626.0
2023-04-01,1455.0,4964.0,4964.0
2023-05-01,1395.0,4760.0,4760.0
2023-06-01,1312.0,4477.0,4477.0
2023-07-01,1008.0,3439.0,3439.0
2023-08-01,1030.0,3514.0,3514.0
2023-09-01,1340.0,4572.0,4572.0
2023-10-01,1579.0,5388.0,5388.0
2023-11-01,1659.0,5661.0,5661.0
2023-12-01,1781.0,6077.0,6077.0
2024-01-01,1743.0,5947.0,5947.0
2024-02-01,1615.0,5510.0,5510.0
2024-03-01,1708.0,5828.0,5828.0
2024-04-01,1530.0,5220.0,5220.0
2024-05-01,1502.0,5125.0,5125.0
2024-06-01,1218.0,4156.0,4156.0
2024-07-01,1109.0,3784.0,3784.0
2024-08-01,1250.0,4265.0,4265.0
2024-09-01,1255.0,4282.0,4282.0
2024-10-01,1461.0,4985.0,4985.0
2024-11-01,1655.0,5647.0,5647.0
2024-12-01,1650.0,5630.0,5630.0
