measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2016-01-01,-103.751,0.0,0.0
2016-02-01,-71.218,0.0,0.0
2016-03-01,-94.066,0.0,0.0
2016-04-01,-116.501,0.0,0.0
2016-05-01,-132.505,0.0,0.0
2016-06-01,-128.209,0.0,0.0
2016-07-01,-121.842,0.0,0.0
2016-08-01,-119.909,0.0,0.0
2016-09-01,-110.338,0.0,0.0
2016-10-01,-111.352,0.0,0.0
2016-11-01,-119.291,0.0,0.0
2016-12-01,-103.018,0.0,0.0
2017-01-01,-207.402,0.0,0.0
2017-02-01,-199.944,0.0,0.0
2017-03-01,-220.83,0.0,0.0
2017-04-01,-220.839,0.0,0.0
2017-05-01,-232.298,0.0,0.0
2017-06-01,-217.437,0.0,0.0
2017-07-01,-233.898,0.0,0.0
2017-08-01,-231.538,0.0,0.0
2017-09-01,-191.671,0.0,0.0
2017-10-01,-211.781,0.0,0.0
2017-11-01,-224.146,0.0,0.0
2017-12-01,-247.216,0.0,0.0
2018-01-01,0.0,0.0,0.0
2018-02-01,0.0,0.0,0.0
2018-03-01,0.0,0.0,0.0
2018-04-01,0.0,0.0,0.0
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,-114.0,0.0,0.0
2019-01-01,-184.0,0.0,0.0
2019-02-01,-155.0,0.0,0.0
2019-03-01,-167.0,0.0,0.0
2019-04-01,-181.0,0.0,0.0
2019-05-01,-194.0,0.0,0.0
2019-06-01,-184.0,0.0,0.0
2019-07-01,-177.0,0.0,0.0
2019-08-01,-167.0,0.0,0.0
2019-09-01,-184.0,0.0,0.0
2019-10-01,-168.0,0.0,0.0
2019-11-01,-142.0,0.0,0.0
2019-12-01,-137.0,0.0,0.0
2020-01-01,-141.0,0.0,0.0
2020-02-01,-138.0,0.0,0.0
2020-03-01,-154.0,0.0,0.0
2020-04-01,-147.0,0.0,0.0
2020-05-01,-162.0,0.0,0.0
2020-06-01,-167.0,0.0,0.0
2020-07-01,-184.0,0.0,0.0
2020-08-01,-192.0,0.0,0.0
2020-09-01,-173.0,0.0,0.0
2020-10-01,-160.0,0.0,0.0
2020-11-01,-157.0,0.0,0.0
2020-12-01,-145.0,0.0,0.0
2021-01-01,-156.0,0.0,0.0
2021-02-01,-140.0,0.0,0.0
2021-03-01,-169.0,0.0,0.0
2021-04-01,-139.0,0.0,0.0
2021-05-01,-185.0,0.0,0.0
2021-06-01,-197.0,0.0,0.0
2021-07-01,-196.0,0.0,0.0
2021-08-01,-203.0,0.0,0.0
2021-09-01,-180.0,0.0,0.0
2021-10-01,-195.0,0.0,0.0
2021-11-01,-181.0,0.0,0.0
2021-12-01,-186.0,0.0,0.0
2022-01-01,-184.0,0.0,0.0
2022-02-01,-164.0,0.0,0.0
2022-03-01,-188.0,0.0,0.0
2022-04-01,-186.0,0.0,0.0
2022-05-01,-224.0,0.0,0.0
2022-06-01,-218.0,0.0,0.0
2022-07-01,-229.0,0.0,0.0
2022-08-01,-221.0,0.0,0.0
2022-09-01,-205.0,0.0,0.0
2022-10-01,-195.0,0.0,0.0
2022-11-01,-185.0,0.0,0.0
2022-12-01,-176.0,0.0,0.0
2023-01-01,-173.0,0.0,0.0
2023-02-01,-156.0,0.0,0.0
2023-03-01,-178.0,0.0,0.0
2023-04-01,-184.0,0.0,0.0
2023-05-01,-210.0,0.0,0.0
2023-06-01,-155.0,0.0,0.0
2023-07-01,-139.0,0.0,0.0
2023-08-01,-143.0,0.0,0.0
2023-09-01,-140.0,0.0,0.0
2023-10-01,-138.0,0.0,0.0
2023-11-01,-123.0,0.0,0.0
2023-12-01,-112.0,0.0,0.0
2024-01-01,-116.0,0.0,0.0
2024-02-01,-112.0,0.0,0.0
2024-03-01,-129.0,0.0,0.0
2024-04-01,-39.0,0.0,0.0
2024-05-01,-61.0,0.0,0.0
2024-06-01,-62.0,0.0,0.0
2024-07-01,-68.0,0.0,0.0
2024-08-01,-33.0,0.0,0.0
2024-09-01,-38.0,0.0,0.0
2024-10-01,-3.0,0.0,0.0
2024-11-01,0.0,0.0,0.0
