measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed",Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2023-10-01,0.0,0.0,0.0,1174.0,4006.0,4006.0
2023-11-01,0.0,0.0,0.0,1388.0,4736.0,4736.0
2023-12-01,0.0,0.0,0.0,1054.0,3596.0,3596.0
2024-01-01,-64.0,0.0,0.0,1452.0,4954.0,4954.0
2024-02-01,-57.0,0.0,0.0,1358.0,4633.0,4633.0
2024-03-01,-74.0,0.0,0.0,2099.0,7162.0,7162.0
2024-04-01,-58.0,0.0,0.0,1462.0,4988.0,4988.0
2024-05-01,-70.0,0.0,0.0,1846.0,6299.0,6299.0
2024-06-01,-68.0,0.0,0.0,2105.0,7182.0,7182.0
2024-07-01,-68.0,0.0,0.0,2249.0,7674.0,7674.0
2024-08-01,-72.0,0.0,0.0,2244.0,7657.0,7657.0
2024-09-01,-65.0,0.0,0.0,1682.0,5739.0,5739.0
2024-10-01,-63.0,0.0,0.0,1388.0,4736.0,4736.0
2024-11-01,-53.0,0.0,0.0,1153.0,3934.0,3934.0
2024-12-01,-55.0,0.0,0.0,856.0,2921.0,2921.0
