measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2024-01-01,-2.0,0.0,0.0,127.0,433.0,433.0
2024-02-01,-3.0,0.0,0.0,262.0,894.0,894.0
2024-03-01,-3.0,0.0,0.0,357.0,1218.0,1218.0
2024-04-01,-3.0,0.0,0.0,359.0,1225.0,1225.0
2024-05-01,-4.0,0.0,0.0,465.0,1587.0,1587.0
2024-06-01,-4.0,0.0,0.0,506.0,1726.0,1726.0
2024-07-01,-4.0,0.0,0.0,505.0,1723.0,1723.0
2024-08-01,-2.0,0.0,0.0,437.0,1491.0,1491.0
2024-09-01,-2.0,0.0,0.0,393.0,1341.0,1341.0
2024-10-01,0.0,0.0,0.0,361.0,1232.0,1232.0
2024-11-01,0.0,0.0,0.0,213.0,727.0,727.0
2024-12-01,0.0,0.0,0.0,131.0,447.0,447.0
