measured_on,Bituminous Coal Generation,Bituminous Coal Quantity Consumed For Electricity,Bituminous Coal Total Fuel Consumed,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed
2001-01-01,1441097.0,14457414.0,14457414.0,90.0,1047.0,1047.0
2001-02-01,1071247.0,10873580.0,10873580.0,3250.0,37733.0,37733.0
2001-03-01,999678.0,10375543.0,10375543.0,5635.0,53800.0,53800.0
2001-04-01,1570397.0,15775688.0,15775688.0,457.0,4222.0,4222.0
2001-05-01,1601027.0,16258037.0,16258037.0,2536.0,23690.0,23690.0
2001-06-01,1494014.0,15359319.0,15359319.0,1214.0,11479.0,11479.0
2001-07-01,1618237.0,16640653.0,16640653.0,830.0,7850.0,7850.0
2001-08-01,1629749.0,16727601.0,16727601.0,256.0,2413.0,2413.0
2001-09-01,1370743.0,14211450.0,14211450.0,1638.0,15625.0,15625.0
2001-10-01,1632064.0,16571967.0,16571967.0,316.0,2948.0,2948.0
2001-11-01,1456185.0,14746994.0,14746994.0,1504.0,14014.0,14014.0
2001-12-01,1481581.0,14995642.0,14995642.0,2228.0,20748.0,20748.0
2002-01-01,1552512.0,15498764.0,15498764.0,2460.0,22731.0,22731.0
2002-02-01,1084037.0,11168672.0,11168672.0,1987.0,18711.0,18711.0
2002-03-01,1633003.0,16645489.0,16645489.0,1057.0,9848.0,9848.0
2002-04-01,1404111.0,14376562.0,14376562.0,3384.0,31674.0,31674.0
2002-05-01,1538779.0,15910906.0,15910906.0,414.0,3892.0,3892.0
2002-06-01,1406423.0,14758673.0,14758673.0,1335.0,12806.0,12806.0
2002-07-01,1539897.0,16191252.0,16191252.0,548.0,5290.0,5290.0
2002-08-01,1507243.0,15687259.0,15687259.0,3299.0,39283.0,39283.0
2002-09-01,1470515.0,15013058.0,15013058.0,1311.0,15248.0,15248.0
2002-10-01,1512549.0,15280250.0,15280250.0,2209.0,25532.0,25532.0
2002-11-01,1570861.0,15901358.0,15901358.0,149.0,1694.0,1694.0
2002-12-01,1593090.0,15952581.0,15952581.0,966.0,11020.0,11020.0
2003-01-01,1377893.0,13899685.0,13899685.0,125.0,1456.0,1456.0
2003-02-01,1017180.0,10518164.0,10518164.0,2175.0,25978.0,25978.0
2003-03-01,946306.0,9578917.0,9578917.0,4485.0,52183.0,52183.0
2003-04-01,985903.0,10104189.0,10104189.0,794.0,9321.0,9321.0
2003-05-01,1355654.0,13957972.0,13957972.0,4317.0,51036.0,51036.0
2003-06-01,1464978.0,14991005.0,14991005.0,590.0,6897.0,6897.0
