measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2006-06-01,35.226,273.0,273.0,,,
2006-07-01,51.026,395.0,395.0,,,
2006-08-01,49.495,383.0,383.0,,,
2006-09-01,22.739,176.0,176.0,,,
2006-10-01,24.02,186.0,186.0,,,
2006-11-01,28.284000000000002,219.0,219.0,,,
2006-12-01,31.339000000000002,242.0,242.0,,,
2007-01-01,16.742,133.0,133.0,,,
2007-02-01,33.384,261.0,261.0,,,
2007-03-01,21.539,168.0,168.0,,,
2007-04-01,22.548000000000002,174.0,174.0,,,
2007-05-01,19.749000000000002,157.0,157.0,,,
2007-06-01,19.401,151.0,151.0,,,
2007-07-01,20.719,162.0,162.0,,,
2007-08-01,24.562,191.0,191.0,,,
2007-09-01,28.687,226.0,226.0,,,
2007-10-01,32.165,249.0,249.0,,,
2007-11-01,31.95,249.0,249.0,,,
2007-12-01,25.555,197.0,197.0,,,
2008-01-01,16.284000000000002,139.0,139.0,,,
2008-02-01,13.546000000000001,104.0,104.0,,,
2008-03-01,11.787,93.0,93.0,,,
2008-04-01,12.023000000000001,93.0,93.0,,,
2008-05-01,13.541,104.0,104.0,,,
2008-06-01,9.620000000000001,75.0,75.0,,,
2008-07-01,8.026,64.0,64.0,,,
2008-08-01,11.42,93.0,93.0,,,
2008-09-01,11.655000000000001,93.0,93.0,,,
2008-10-01,10.292,81.0,81.0,,,
2008-11-01,12.788,99.0,99.0,,,
2008-12-01,12.018,93.0,93.0,,,
2009-01-01,16.486,133.0,133.0,,,
2009-02-01,6.535,52.0,52.0,,,
2009-03-01,17.625,139.0,139.0,,,
2009-04-01,14.024000000000001,110.0,110.0,,,
2009-05-01,11.537,93.0,93.0,,,
2009-06-01,15.146,122.0,122.0,,,
2009-07-01,13.278,104.0,104.0,,,
2009-08-01,12.671000000000001,99.0,99.0,,,
2009-09-01,8.151,64.0,64.0,,,
2009-10-01,12.828000000000001,104.0,104.0,,,
2009-11-01,10.903,87.0,87.0,,,
2009-12-01,9.816,81.0,81.0,,,
2010-01-01,11.734,81.0,81.0,,,
2010-02-01,10.557,87.0,87.0,,,
2010-03-01,13.439,110.0,110.0,,,
2010-04-01,12.41,99.0,99.0,,,
2010-05-01,12.581000000000001,99.0,99.0,,,
2010-06-01,13.675,110.0,110.0,,,
2010-07-01,12.166,99.0,99.0,,,
2010-08-01,15.548,128.0,128.0,,,
2010-09-01,11.431000000000001,93.0,93.0,,,
2010-10-01,11.216000000000001,93.0,93.0,,,
2010-11-01,10.621,87.0,87.0,,,
2010-12-01,10.622,87.0,87.0,,,
2011-01-01,31.882,249.0,249.0,,,
2011-02-01,15.429,122.0,122.0,,,
2011-03-01,16.475,133.0,133.0,,,
2011-04-01,14.133,110.0,110.0,,,
2011-05-01,26.967,215.0,215.0,,,
2011-06-01,24.103,191.0,191.0,,,
2011-07-01,21.689,174.0,174.0,,,
2011-08-01,13.036,104.0,104.0,,,
2011-09-01,18.482,145.0,145.0,,,
2011-10-01,22.787,180.0,180.0,,,
2011-11-01,19.841,157.0,157.0,,,
2011-12-01,28.176,226.0,226.0,,,
2012-01-01,11.971,127.0,127.0,,,
2012-02-01,15.706,154.0,154.0,,,
2012-03-01,11.401,110.0,110.0,,,
2012-04-01,14.17,138.0,138.0,,,
2012-05-01,13.132,127.0,127.0,,,
2012-06-01,12.371,121.0,121.0,,,
2012-07-01,14.308,143.0,143.0,,,
2012-08-01,11.873,116.0,116.0,,,
2012-09-01,12.509,121.0,121.0,,,
2012-10-01,15.243,149.0,149.0,,,
2012-11-01,20.484,204.0,204.0,,,
2012-12-01,11.832,116.0,116.0,,,
2013-01-01,25.131,254.0,254.0,0.0,0.0,0.0
2013-02-01,11.109,110.0,110.0,0.0,0.0,0.0
2013-03-01,16.557,162.0,162.0,0.0,0.0,0.0
2013-04-01,16.827,167.0,167.0,0.0,0.0,0.0
2013-05-01,36.552,364.0,364.0,0.0,0.0,0.0
2013-06-01,21.731,214.0,214.0,0.0,0.0,0.0
2013-07-01,23.63,237.0,237.0,0.0,0.0,0.0
2013-08-01,19.47,191.0,191.0,0.0,0.0,0.0
2013-09-01,15.532,156.0,156.0,0.0,0.0,0.0
2013-10-01,17.637,173.0,173.0,0.0,0.0,0.0
2013-11-01,18.512,185.0,185.0,0.0,0.0,0.0
2013-12-01,13.312,133.0,133.0,0.0,0.0,0.0
2014-01-01,,,,24.891,247.0,247.0
2014-02-01,,,,28.921,282.0,282.0
2014-03-01,,,,31.705,311.0,311.0
2014-04-01,,,,20.13,196.0,196.0
2014-05-01,,,,26.635,265.0,265.0
2014-06-01,,,,19.477,190.0,190.0
2014-07-01,,,,19.075,190.0,190.0
2014-08-01,,,,23.733,236.0,236.0
2014-09-01,,,,22.524,224.0,224.0
2014-10-01,,,,15.31,150.0,150.0
2014-11-01,,,,22.316,219.0,219.0
2014-12-01,,,,21.283,207.0,207.0
2015-01-01,,,,18.814,179.0,179.0
2015-02-01,,,,20.136,202.0,202.0
2015-03-01,,,,17.834,179.0,179.0
2015-04-01,,,,19.487,196.0,196.0
2015-05-01,,,,20.312,202.0,202.0
2015-06-01,,,,24.549,248.0,248.0
2015-07-01,,,,17.226,173.0,173.0
2015-08-01,,,,20.914,208.0,208.0
2015-09-01,,,,28.665,289.0,289.0
2015-10-01,,,,16.548,167.0,167.0
2015-11-01,,,,24.725,248.0,248.0
2015-12-01,,,,29.79,300.0,300.0
2016-01-01,,,,72.371,748.0,748.0
2016-02-01,,,,74.524,771.0,771.0
2016-03-01,,,,53.461,552.0,552.0
2016-04-01,,,,55.528,575.0,575.0
2016-05-01,,,,63.43,656.0,656.0
2016-06-01,,,,38.274,397.0,397.0
2016-07-01,,,,35.057,362.0,362.0
2016-08-01,,,,42.139,437.0,437.0
2016-09-01,,,,26.653,276.0,276.0
2016-10-01,,,,31.738,328.0,328.0
2016-11-01,,,,37.533,391.0,391.0
2016-12-01,,,,52.292,541.0,541.0
2017-01-01,,,,84.193,851.0,851.0
2017-02-01,,,,54.168,552.0,552.0
2017-03-01,,,,59.681,610.0,610.0
2017-04-01,,,,64.672,656.0,656.0
2017-05-01,,,,94.737,966.0,966.0
2017-06-01,,,,48.525,495.0,495.0
2017-07-01,,,,44.362,454.0,454.0
2017-08-01,,,,47.916,489.0,489.0
2017-09-01,,,,47.728,483.0,483.0
2017-10-01,,,,55.112,564.0,564.0
2017-11-01,,,,38.396,391.0,391.0
2017-12-01,,,,65.51,667.0,667.0
2018-01-01,,,,45.975,541.0,541.0
2018-02-01,,,,32.152,380.0,380.0
2018-03-01,,,,41.417,489.0,489.0
2018-04-01,,,,54.178,638.0,638.0
2018-05-01,,,,45.342,535.0,535.0
2018-06-01,,,,34.394,403.0,403.0
2018-07-01,,,,37.405,443.0,443.0
2018-08-01,,,,43.831,518.0,518.0
2018-09-01,,,,38.194,449.0,449.0
2018-10-01,,,,66.574,782.0,782.0
2018-11-01,,,,67.617,799.0,799.0
2018-12-01,,,,56.921,673.0,673.0
2019-01-01,,,,20.23,196.0,196.0
2019-02-01,,,,35.384,357.0,357.0
2019-03-01,,,,35.389,357.0,357.0
2019-04-01,,,,31.867,322.0,322.0
2019-05-01,,,,33.59,339.0,339.0
2019-06-01,,,,41.474,414.0,414.0
2019-07-01,,,,33.264,334.0,334.0
2019-08-01,,,,27.29,276.0,276.0
2019-09-01,,,,28.439,288.0,288.0
2019-10-01,,,,39.466,397.0,397.0
2019-11-01,,,,31.355,316.0,316.0
2019-12-01,,,,32.252,322.0,322.0
2020-01-01,,,,31.775,345.0,345.0
2020-02-01,,,,50.884,564.0,564.0
2020-03-01,,,,30.985,345.0,345.0
2020-04-01,,,,22.536,253.0,253.0
2020-05-01,,,,32.806,362.0,362.0
2020-06-01,,,,57.156,633.0,633.0
2020-07-01,,,,58.956,656.0,656.0
2020-08-01,,,,37.64,420.0,420.0
2020-09-01,,,,42.871,477.0,477.0
2020-10-01,,,,46.46,518.0,518.0
2020-11-01,,,,41.268,460.0,460.0
2020-12-01,,,,51.663,575.0,575.0
2021-01-01,,,,54.422,535.0,535.0
2021-02-01,,,,129.691,1294.0,1294.0
2021-03-01,,,,53.68,535.0,535.0
2021-04-01,,,,48.251,483.0,483.0
2021-05-01,,,,40.652,408.0,408.0
2021-06-01,,,,31.538,316.0,316.0
2021-07-01,,,,50.971,506.0,506.0
2021-08-01,,,,43.786,437.0,437.0
2021-09-01,,,,67.531,673.0,673.0
2021-10-01,,,,36.752,368.0,368.0
2021-11-01,,,,88.484,886.0,886.0
2021-12-01,,,,75.242,753.0,753.0
2022-01-01,,,,73.802,759.0,759.0
2022-02-01,,,,25.466,265.0,265.0
2022-03-01,,,,59.78,615.0,615.0
2022-04-01,,,,32.564,334.0,334.0
2022-05-01,,,,39.86,408.0,408.0
2022-06-01,,,,41.87,431.0,431.0
2022-07-01,,,,17.05,178.0,178.0
2022-08-01,,,,34.783,357.0,357.0
2022-09-01,,,,26.741,276.0,276.0
2022-10-01,,,,30.861,316.0,316.0
2022-11-01,,,,41.505,426.0,426.0
2022-12-01,,,,97.718,1006.0,1006.0
2023-01-01,,,,66.567,667.0,667.0
2023-02-01,,,,74.718,748.0,748.0
2023-03-01,,,,63.634,638.0,638.0
2023-04-01,,,,35.996,362.0,362.0
2023-05-01,,,,25.465,253.0,253.0
2023-06-01,,,,25.69,259.0,259.0
2023-07-01,,,,34.517,345.0,345.0
2023-08-01,,,,26.267,265.0,265.0
2023-09-01,,,,52.517,529.0,529.0
2023-10-01,,,,42.77,431.0,431.0
2023-11-01,,,,68.428,684.0,684.0
2023-12-01,,,,44.431,449.0,449.0
2024-01-01,,,,24.017,236.0,236.0
2024-02-01,,,,50.687,506.0,506.0
2024-03-01,,,,45.081,454.0,454.0
2024-04-01,,,,50.41,506.0,506.0
2024-05-01,,,,77.402,776.0,776.0
2024-06-01,,,,30.247,305.0,305.0
2024-07-01,,,,63.693,638.0,638.0
2024-08-01,,,,38.469,385.0,385.0
2024-09-01,,,,64.511,650.0,650.0
2024-10-01,,,,35.834,362.0,362.0
2024-11-01,,,,61.368,615.0,615.0
2024-12-01,,,,73.281,736.0,736.0
