measured_on,"Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Generation","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Natural Gas - Total Fuel Consumed"
2003-01-01,1187.963,12356.0,14041.0
2003-02-01,1047.242,10892.0,12377.0
2003-03-01,1040.037,10817.0,12292.0
2003-04-01,1048.9070000000002,10910.0,12397.0
2003-05-01,1248.079,12981.0,14751.0
2003-06-01,1302.998,13553.0,15400.0
2003-07-01,1421.506,14785.0,16801.0
2003-08-01,1502.56,15628.0,17759.0
2003-09-01,1233.582,12831.0,14580.0
2003-10-01,1118.255,11631.0,13217.0
2003-11-01,1058.835,11013.0,12514.0
2003-12-01,1095.097,11390.0,12943.0
2004-01-01,1100.477,11514.63,11514.63
2004-02-01,1287.6670000000001,13473.25,13473.25
2004-03-01,1071.183,11208.11,11208.11
2004-04-01,559.634,5855.62,5855.62
2004-05-01,1169.4170000000001,12235.96,12235.96
2004-06-01,1347.935,14103.85,14103.85
2004-07-01,1268.2720000000002,13270.32,13270.32
2004-08-01,1172.43,12267.49,12267.49
2004-09-01,1350.2540000000001,14128.11,14128.11
2004-10-01,1366.95,14302.81,14302.81
2004-11-01,1289.038,13487.59,13487.59
2004-12-01,858.264,8980.27,8980.27
2005-01-01,441.25100000000003,4443.52,4443.52
2005-02-01,398.275,4010.74,4010.74
2005-03-01,429.82,4328.39,4328.39
2005-04-01,431.884,4349.18,4349.18
2005-05-01,474.341,4776.73,4776.73
2005-06-01,609.263,6135.44,6135.44
2005-07-01,780.173,7856.54,7856.54
2005-08-01,808.5070000000001,8141.87,8141.87
2005-09-01,609.787,6140.71,6140.71
2005-10-01,0.0,0.0,0.0
2005-11-01,0.0,0.0,0.0
2005-12-01,0.0,0.0,0.0
