measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-06-01,1291.079,11895.0,11895.0
2017-07-01,1263.419,11640.0,11640.0
2017-08-01,1262.839,11635.0,11635.0
2017-09-01,1077.156,9924.0,9924.0
2017-10-01,684.32,6305.0,6305.0
2017-11-01,710.045,6542.0,6542.0
2017-12-01,466.142,4295.0,4295.0
2018-01-01,740.59,6742.0,6742.0
2018-02-01,688.364,6267.0,6267.0
2018-03-01,1154.703,10512.0,10512.0
2018-04-01,1149.021,10461.0,10461.0
2018-05-01,1330.399,12112.0,12112.0
2018-06-01,1477.687,13453.0,13453.0
2018-07-01,1572.747,14318.0,14318.0
2018-08-01,1367.33,12448.0,12448.0
2018-09-01,906.455,8252.0,8252.0
2018-10-01,836.963,7620.0,7620.0
2018-11-01,650.995,5927.0,5927.0
2018-12-01,619.746,5642.0,5642.0
2019-01-01,752.159,6698.0,6698.0
2019-02-01,900.17,8016.0,8016.0
2019-03-01,1268.552,11296.0,11296.0
2019-04-01,1204.772,10728.0,10728.0
2019-05-01,1316.716,11725.0,11725.0
2019-06-01,1435.258,12781.0,12781.0
2019-07-01,1608.343,14322.0,14322.0
2019-08-01,1442.516,12846.0,12846.0
2019-09-01,1235.782,11005.0,11005.0
2019-10-01,886.095,7891.0,7891.0
2019-11-01,849.147,7562.0,7562.0
2019-12-01,528.49,4706.0,4706.0
2020-01-01,652.761,5723.0,5723.0
2020-02-01,733.382,6430.0,6430.0
2020-03-01,1050.371,9209.0,9209.0
2020-04-01,1092.271,9576.0,9576.0
2020-05-01,1429.488,12532.0,12532.0
2020-06-01,1500.572,13156.0,13156.0
2020-07-01,1413.306,12390.0,12390.0
2020-08-01,1221.147,10706.0,10706.0
2020-09-01,1122.034,9837.0,9837.0
2020-10-01,810.245,7103.0,7103.0
2020-11-01,743.495,6518.0,6518.0
2020-12-01,514.928,4514.0,4514.0
2021-01-01,706.716,6250.0,6250.0
2021-02-01,420.857,3722.0,3722.0
2021-03-01,1379.939,12204.0,12204.0
2021-04-01,1360.751,12034.0,12034.0
2021-05-01,1539.199,13613.0,13613.0
2021-06-01,1532.803,13556.0,13556.0
2021-07-01,1472.681,13024.0,13024.0
2021-08-01,1288.156,11392.0,11392.0
2021-09-01,1163.754,10292.0,10292.0
2021-10-01,932.538,8247.0,8247.0
2021-11-01,806.217,7130.0,7130.0
2021-12-01,723.389,6398.0,6398.0
2022-01-01,712.778,2432.0,2432.0
2022-02-01,870.121,2969.0,2969.0
2022-03-01,1165.464,3977.0,3977.0
2022-04-01,1379.269,4706.0,4706.0
2022-05-01,1415.022,4828.0,4828.0
2022-06-01,1466.395,5003.0,5003.0
2022-07-01,1491.831,5090.0,5090.0
2022-08-01,1528.803,5216.0,5216.0
2022-09-01,1278.672,4363.0,4363.0
2022-10-01,1059.278,3614.0,3614.0
2022-11-01,842.178,2874.0,2874.0
2022-12-01,638.189,2178.0,2178.0
2023-01-01,526.0,1795.0,1795.0
2023-02-01,894.0,3050.0,3050.0
2023-03-01,1205.0,4111.0,4111.0
2023-04-01,1380.0,4709.0,4709.0
2023-05-01,1441.0,4917.0,4917.0
2023-06-01,1322.0,4511.0,4511.0
2023-07-01,1465.0,4999.0,4999.0
2023-08-01,1322.0,4511.0,4511.0
2023-09-01,1090.0,3719.0,3719.0
2023-10-01,1056.0,3603.0,3603.0
2023-11-01,858.0,2927.0,2927.0
2023-12-01,514.0,1754.0,1754.0
2024-01-01,385.0,1314.0,1314.0
2024-02-01,1017.0,3470.0,3470.0
2024-03-01,1214.0,4142.0,4142.0
2024-04-01,1235.0,4214.0,4214.0
2024-05-01,1232.0,4204.0,4204.0
2024-06-01,1505.0,5135.0,5135.0
2024-07-01,1358.0,4633.0,4633.0
2024-08-01,1347.0,4596.0,4596.0
2024-09-01,1060.0,3617.0,3617.0
2024-10-01,1289.0,4398.0,4398.0
2024-11-01,861.0,2938.0,2938.0
2024-12-01,585.0,1996.0,1996.0
