measured_on,Municiapl Landfill Gas Generation,Municiapl Landfill Gas Quantity Consumed For Electricity,Municiapl Landfill Gas Total Fuel Consumed
2001-01-01,3419.442,43417.0,43417.0
2001-02-01,3283.038,41685.0,41685.0
2001-03-01,3370.683,42798.0,42798.0
2001-04-01,3159.443,40116.0,40116.0
2001-05-01,3043.853,38648.0,38648.0
2001-06-01,3758.25,47719.0,47719.0
2001-07-01,3840.583,48764.0,48764.0
2001-08-01,4408.433,55974.0,55974.0
2001-09-01,3488.385,44292.0,44292.0
2001-10-01,3454.692,43864.0,43864.0
2001-11-01,3496.502,44395.0,44395.0
2001-12-01,3939.697,50022.0,50022.0
2002-01-01,3135.1150000000002,52762.0,52762.0
2002-02-01,2752.994,46331.0,46331.0
2002-03-01,2882.578,48512.0,48512.0
2002-04-01,2764.063,46517.0,46517.0
2002-05-01,2944.45,49553.0,49553.0
2002-06-01,3248.262,54666.0,54666.0
2002-07-01,3727.326,62728.0,62728.0
2002-08-01,3821.873,64319.0,64319.0
2002-09-01,3336.802,56156.0,56156.0
2002-10-01,2976.914,50099.0,50099.0
2002-11-01,2637.201,44382.0,44382.0
2002-12-01,3101.4230000000002,52195.0,52195.0
2003-01-01,2655.601,41428.0,41428.0
2003-02-01,2398.284,37413.0,37413.0
2003-03-01,2460.609,38386.0,38386.0
2003-04-01,2220.8720000000003,34646.0,34646.0
2003-05-01,2246.822,35051.0,35051.0
2003-06-01,2492.132,38878.0,38878.0
2003-07-01,2897.199,45197.0,45197.0
2003-08-01,2941.19,45883.0,45883.0
2003-09-01,2479.542,38681.0,38681.0
2003-10-01,2376.058,37067.0,37067.0
2003-11-01,2333.79,36407.0,36407.0
2003-12-01,2633.9010000000003,41089.0,41089.0
2004-01-01,1887.333,29125.0,29125.0
2004-02-01,1887.333,29125.0,29125.0
2004-03-01,1887.333,29125.0,29125.0
2004-04-01,1887.333,29125.0,29125.0
2004-05-01,1887.333,29125.0,29125.0
2004-06-01,1887.333,29125.0,29125.0
2004-07-01,1887.333,29125.0,29125.0
2004-08-01,1887.333,29125.0,29125.0
2004-09-01,1887.333,29125.0,29125.0
2004-10-01,1887.333,29125.0,29125.0
2004-11-01,1887.333,29125.0,29125.0
2004-12-01,1887.333,29125.0,29125.0
2005-01-01,1082.1280000000002,22732.97,22732.97
2005-02-01,965.3430000000001,20279.6,20279.6
2005-03-01,1102.555,23162.1,23162.1
2005-04-01,1100.276,23114.22,23114.22
2005-05-01,1209.594,25410.73,25410.73
2005-06-01,1198.358,25174.69,25174.69
2005-07-01,1240.835,26067.04,26067.04
2005-08-01,1235.227,25949.23,25949.23
2005-09-01,1163.576,24444.0,24444.0
2005-10-01,1174.5430000000001,24674.4,24674.4
2005-11-01,1182.9640000000002,24851.3,24851.3
2005-12-01,1185.602,24906.72,24906.72
2006-01-01,829.307,16412.0,16412.0
2006-02-01,766.4060000000001,15167.0,15167.0
2006-03-01,845.397,16730.0,16730.0
2006-04-01,622.008,12309.0,12309.0
2006-05-01,760.457,15049.0,15049.0
2006-06-01,796.609,15765.0,15765.0
2006-07-01,826.748,16361.0,16361.0
2006-08-01,821.7760000000001,16263.0,16263.0
2006-09-01,786.048,15556.0,15556.0
2006-10-01,815.6610000000001,16142.0,16142.0
2006-11-01,823.808,16303.0,16303.0
2006-12-01,793.774,15709.0,15709.0
2007-01-01,200.96300000000002,4135.0,4135.0
2007-02-01,162.207,3337.0,3337.0
2007-03-01,204.25300000000001,4202.0,4202.0
2007-04-01,203.24900000000002,4181.0,4181.0
2007-05-01,213.716,4397.0,4397.0
2007-06-01,203.354,4184.0,4184.0
2007-07-01,222.015,4568.0,4568.0
2007-08-01,218.907,4504.0,4504.0
2007-09-01,206.726,4253.0,4253.0
2007-10-01,186.37800000000001,3834.0,3834.0
2007-11-01,207.419,4267.0,4267.0
2007-12-01,205.81300000000002,4234.0,4234.0
2008-01-01,272.721,4100.0,4100.0
2008-02-01,258.148,3882.0,3882.0
2008-03-01,290.35200000000003,4366.0,4366.0
2008-04-01,282.68,4251.0,4251.0
2008-05-01,303.035,4557.0,4557.0
2008-06-01,297.75800000000004,4477.0,4477.0
2008-07-01,309.86,4659.0,4659.0
2008-08-01,316.957,4766.0,4766.0
