measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed",Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2021-04-01,-5.364,0.0,0.0,541.49,4789.0,4789.0
2021-05-01,-6.066,0.0,0.0,672.994,5952.0,5952.0
2021-06-01,-5.89,0.0,0.0,697.664,6170.0,6170.0
2021-07-01,-6.216,0.0,0.0,549.016,4855.0,4855.0
2021-08-01,-5.95,0.0,0.0,553.406,4894.0,4894.0
2021-09-01,-5.881,0.0,0.0,514.31,4549.0,4549.0
2021-10-01,-6.271,0.0,0.0,380.088,3361.0,3361.0
2021-11-01,-5.801,0.0,0.0,375.907,3325.0,3325.0
2021-12-01,-6.561,0.0,0.0,201.125,1779.0,1779.0
2022-01-01,-8.811,0.0,0.0,846.782,2889.0,2889.0
2022-02-01,-7.312,0.0,0.0,557.26,1901.0,1901.0
2022-03-01,-7.562,0.0,0.0,831.674,2838.0,2838.0
2022-04-01,-9.052,0.0,0.0,1016.139,3467.0,3467.0
2022-05-01,-9.053,0.0,0.0,1143.684,3902.0,3902.0
2022-06-01,-9.199,0.0,0.0,1150.36,3925.0,3925.0
2022-07-01,-8.81,0.0,0.0,1269.823,4333.0,4333.0
2022-08-01,-8.632,0.0,0.0,1120.142,3822.0,3822.0
2022-09-01,-8.798,0.0,0.0,928.65,3169.0,3169.0
2022-10-01,-9.075,0.0,0.0,736.104,2512.0,2512.0
2022-11-01,-8.752,0.0,0.0,607.154,2072.0,2072.0
2022-12-01,-8.944,0.0,0.0,394.228,1345.0,1345.0
2023-01-01,11.0,0.0,0.0,355.0,1211.0,1211.0
2023-02-01,3.0,0.0,0.0,778.0,2655.0,2655.0
2023-03-01,-11.0,0.0,0.0,1010.0,3446.0,3446.0
2023-04-01,-5.0,0.0,0.0,1110.0,3787.0,3787.0
2023-05-01,-18.0,0.0,0.0,1303.0,4446.0,4446.0
2023-06-01,92.0,0.0,0.0,965.0,3293.0,3293.0
2023-07-01,-14.0,0.0,0.0,745.0,2542.0,2542.0
2023-08-01,-20.0,0.0,0.0,1008.0,3439.0,3439.0
2023-09-01,6.0,0.0,0.0,962.0,3282.0,3282.0
2023-10-01,-6.0,0.0,0.0,905.0,3088.0,3088.0
2023-11-01,-5.0,0.0,0.0,843.0,2876.0,2876.0
2023-12-01,-2.0,0.0,0.0,480.0,1638.0,1638.0
2024-01-01,-3.0,0.0,0.0,304.0,1037.0,1037.0
2024-02-01,-5.0,0.0,0.0,743.0,2535.0,2535.0
2024-03-01,-3.0,0.0,0.0,754.0,2573.0,2573.0
2024-04-01,-1.0,0.0,0.0,1059.0,3613.0,3613.0
2024-05-01,-9.0,0.0,0.0,1177.0,4016.0,4016.0
2024-06-01,-5.0,0.0,0.0,1075.0,3668.0,3668.0
2024-07-01,-39.0,0.0,0.0,1129.0,3852.0,3852.0
2024-08-01,-8.0,0.0,0.0,1065.0,3634.0,3634.0
2024-09-01,-3.0,0.0,0.0,1185.0,4043.0,4043.0
2024-10-01,-11.0,0.0,0.0,1130.0,3856.0,3856.0
2024-11-01,-23.0,0.0,0.0,777.0,2651.0,2651.0
2024-12-01,-5.0,0.0,0.0,549.0,1873.0,1873.0
