measured_on,Natural Gas - Fuel Cell - Natural Gas - Generation,Natural Gas - Fuel Cell - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Fuel Cell - Natural Gas - Total Fuel Consumed
2015-11-01,572.101,3557.0,3557.0
2015-12-01,611.939,3804.0,3804.0
2016-01-01,811.525,5024.0,5024.0
2016-02-01,644.048,3989.0,3989.0
2016-03-01,500.896,3102.0,3102.0
2016-04-01,479.02,2966.0,2966.0
2016-05-01,517.077,3202.0,3202.0
2016-06-01,786.644,4871.0,4871.0
2016-07-01,927.858,5746.0,5746.0
2016-08-01,1026.245,6355.0,6355.0
2016-09-01,849.572,5261.0,5261.0
2016-10-01,838.04,5190.0,5190.0
2016-11-01,644.381,3991.0,3991.0
2016-12-01,729.694,4519.0,4519.0
2017-01-01,726.059,4779.0,4779.0
2017-02-01,554.186,3647.0,3647.0
2017-03-01,458.941,3021.0,3021.0
2017-04-01,409.973,2699.0,2699.0
2017-05-01,508.61,3348.0,3348.0
2017-06-01,669.153,4404.0,4404.0
2017-07-01,912.505,6006.0,6006.0
2017-08-01,1030.091,6780.0,6780.0
2017-09-01,847.573,5578.0,5578.0
2017-10-01,802.709,5283.0,5283.0
2017-11-01,697.616,4592.0,4592.0
2017-12-01,739.584,4868.0,4868.0
2018-01-01,632.563,4412.0,4412.0
2018-02-01,555.403,3874.0,3874.0
2018-03-01,577.64,4029.0,4029.0
2018-04-01,434.722,3032.0,3032.0
2018-05-01,396.84,2768.0,2768.0
2018-06-01,542.86,3787.0,3787.0
2018-07-01,947.289,6608.0,6608.0
2018-08-01,876.326,6112.0,6112.0
2018-09-01,705.269,4919.0,4919.0
2018-10-01,788.33,5499.0,5499.0
2018-11-01,704.736,4916.0,4916.0
2018-12-01,710.022,4953.0,4953.0
2019-01-01,667.513,5579.0,5579.0
2019-02-01,618.928,5173.0,5173.0
2019-03-01,539.735,4511.0,4511.0
2019-04-01,378.731,3166.0,3166.0
2019-05-01,326.358,2728.0,2728.0
2019-06-01,436.399,3647.0,3647.0
2019-07-01,687.941,5750.0,5750.0
2019-08-01,808.069,6754.0,6754.0
2019-09-01,711.041,5942.0,5942.0
2019-10-01,728.259,6086.0,6086.0
2019-11-01,714.232,5970.0,5970.0
2019-12-01,740.794,6191.0,6191.0
2020-01-01,563.892,4034.0,4034.0
2020-02-01,497.971,3562.0,3562.0
2020-03-01,552.781,3955.0,3955.0
2020-04-01,390.927,2797.0,2797.0
2020-05-01,367.577,2630.0,2630.0
2020-06-01,517.075,3699.0,3699.0
2020-07-01,723.333,5174.0,5174.0
2020-08-01,899.515,6435.0,6435.0
2020-09-01,783.337,5604.0,5604.0
2020-10-01,813.515,5819.0,5819.0
2020-11-01,649.807,4648.0,4648.0
2020-12-01,720.27,5153.0,5153.0
2021-01-01,502.123,3794.0,3794.0
2021-02-01,425.815,3217.0,3217.0
2021-03-01,457.833,3459.0,3459.0
2021-04-01,406.251,3069.0,3069.0
2021-05-01,424.585,3208.0,3208.0
2021-06-01,580.595,4387.0,4387.0
2021-07-01,801.211,6054.0,6054.0
2021-08-01,731.532,5527.0,5527.0
2021-09-01,622.448,4703.0,4703.0
2021-10-01,593.384,4483.0,4483.0
2021-11-01,545.349,4121.0,4121.0
2021-12-01,562.874,4252.0,4252.0
2022-01-01,505.905,3667.0,3667.0
2022-02-01,420.035,3046.0,3046.0
2022-03-01,388.644,2817.0,2817.0
2022-04-01,398.101,2887.0,2887.0
2022-05-01,365.325,2649.0,2649.0
2022-06-01,496.867,3603.0,3603.0
2022-07-01,663.764,4812.0,4812.0
2022-08-01,800.92,5807.0,5807.0
2022-09-01,734.041,5321.0,5321.0
2022-10-01,674.104,4887.0,4887.0
2022-11-01,619.048,4488.0,4488.0
2022-12-01,684.246,4961.0,4961.0
2023-01-01,694.785,4424.0,4424.0
2023-02-01,591.822,3768.0,3768.0
2023-03-01,568.817,3622.0,3622.0
2023-04-01,444.365,2829.0,2829.0
2023-05-01,287.813,1832.0,1832.0
2023-06-01,378.628,2411.0,2411.0
2023-07-01,876.451,5580.0,5580.0
2023-08-01,884.356,5631.0,5631.0
2023-09-01,625.972,3986.0,3986.0
2023-10-01,764.428,4867.0,4867.0
2023-11-01,718.094,4572.0,4572.0
2023-12-01,808.469,5147.0,5147.0
2024-01-01,1440.0,9683.0,9683.0
2024-02-01,1246.0,8457.0,8457.0
2024-03-01,1432.0,9644.0,9644.0
2024-04-01,1383.0,9329.0,9329.0
2024-05-01,1408.0,9513.0,9513.0
2024-06-01,1338.0,9073.0,9073.0
2024-07-01,1361.0,9166.0,9166.0
2024-08-01,1387.0,9360.0,9360.0
2024-09-01,1333.0,9069.0,9069.0
2024-10-01,1386.0,9417.0,9417.0
2024-11-01,1325.0,9046.0,9046.0
2024-12-01,1367.0,9298.0,9298.0
