measured_on,"Electricity used for energy storage-Energy Storage, Battery Generation","Electricity used for energy storage-Energy Storage, Battery Quantity Consumed For Electricity","Electricity used for energy storage-Energy Storage, Battery Total Fuel Consumed"
2024-01-01,-62.0,0.0,0.0
2024-02-01,-66.0,0.0,0.0
2024-03-01,-66.0,0.0,0.0
2024-04-01,-68.0,0.0,0.0
2024-05-01,-64.0,0.0,0.0
2024-06-01,-35.0,0.0,0.0
2024-07-01,-66.0,0.0,0.0
2024-08-01,-75.0,0.0,0.0
2024-09-01,-64.0,0.0,0.0
2024-10-01,-78.0,0.0,0.0
2024-11-01,-59.0,0.0,0.0
2024-12-01,-73.0,0.0,0.0
