measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed"
2003-01-01,0.182,3.0,3.0
2003-02-01,0.161,2.0,2.0
2003-03-01,0.166,2.0,2.0
2003-04-01,0.149,2.0,2.0
2003-05-01,0.152,2.0,2.0
2003-06-01,0.161,2.0,2.0
2003-07-01,0.186,3.0,3.0
2003-08-01,0.197,3.0,3.0
2003-09-01,0.165,2.0,2.0
2003-10-01,0.155,2.0,2.0
2003-11-01,0.155,2.0,2.0
2003-12-01,0.17200000000000001,2.0,2.0
2004-01-01,0.18,4.0,4.0
2004-02-01,0.047,1.0,1.0
2004-03-01,0.006,0.0,0.0
2004-04-01,0.046,1.0,1.0
2004-05-01,0.049,1.0,1.0
2004-06-01,0.065,2.0,2.0
2004-07-01,0.093,2.0,2.0
2004-08-01,0.10400000000000001,2.0,2.0
2004-09-01,0.082,2.0,2.0
2004-10-01,0.117,3.0,3.0
2004-11-01,0.1,2.0,2.0
2004-12-01,0.109,3.0,3.0
2005-01-01,0.153,2.66,2.66
2005-02-01,0.053000000000000005,0.92,0.92
2005-03-01,0.058,1.02,1.02
2005-04-01,0.07100000000000001,1.23,1.23
2005-05-01,0.066,1.14,1.14
2005-06-01,0.085,1.48,1.48
2005-07-01,0.08700000000000001,1.51,1.51
2005-08-01,0.10200000000000001,1.77,1.77
2005-09-01,0.067,1.16,1.16
2005-10-01,0.07400000000000001,1.29,1.29
2005-11-01,0.06,1.04,1.04
2005-12-01,0.126,2.19,2.19
2006-01-01,3.5260000000000002,29.0,29.0
2006-02-01,1.845,15.0,15.0
2006-03-01,1.55,13.0,13.0
2006-04-01,2.9690000000000003,25.0,25.0
2006-05-01,2.775,23.0,23.0
2006-06-01,2.5220000000000002,21.0,21.0
2006-07-01,3.653,30.0,30.0
2006-08-01,3.544,29.0,29.0
2006-09-01,1.6280000000000001,14.0,14.0
2006-10-01,1.72,14.0,14.0
2006-11-01,2.025,17.0,17.0
2006-12-01,2.244,19.0,19.0
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0
2007-08-01,0.0,0.0,0.0
2007-09-01,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0
2008-01-01,0.0,0.0,0.0
2008-02-01,0.0,0.0,0.0
2008-03-01,0.0,0.0,0.0
2008-04-01,0.0,0.0,0.0
2008-05-01,0.0,0.0,0.0
2008-06-01,0.0,0.0,0.0
2008-07-01,0.0,0.0,0.0
2008-08-01,0.0,0.0,0.0
2008-09-01,0.0,0.0,0.0
2008-10-01,0.0,0.0,0.0
2008-11-01,0.0,0.0,0.0
2008-12-01,-185.0,6.0,6.0
2009-01-01,0.0,0.0,0.0
2009-02-01,0.0,0.0,0.0
2009-03-01,0.0,0.0,0.0
2009-04-01,0.0,0.0,0.0
2009-05-01,0.0,0.0,0.0
2009-06-01,0.0,0.0,0.0
2009-07-01,0.0,0.0,0.0
2009-08-01,0.0,0.0,0.0
2009-09-01,0.0,0.0,0.0
2009-10-01,0.0,0.0,0.0
2009-11-01,0.0,0.0,0.0
2009-12-01,-135.0,29.0,29.0
2010-01-01,0.0,0.0,0.0
2010-02-01,0.0,0.0,0.0
2010-03-01,0.0,0.0,0.0
2010-04-01,0.0,0.0,0.0
2010-05-01,0.0,0.0,0.0
2010-06-01,0.0,0.0,0.0
2010-07-01,0.0,0.0,0.0
2010-08-01,0.0,0.0,0.0
2010-09-01,0.0,0.0,0.0
2010-10-01,0.0,0.0,0.0
2010-11-01,0.0,0.0,0.0
2010-12-01,-145.0,75.0,75.0
2011-01-01,-17.896,19.0,19.0
2011-02-01,-8.66,12.0,12.0
2011-03-01,-9.247,12.0,12.0
2011-04-01,-7.932,12.0,12.0
2011-05-01,-15.135,19.0,19.0
2011-06-01,-13.528,19.0,19.0
2011-07-01,-12.173,19.0,19.0
2011-08-01,-7.316,12.0,12.0
2011-09-01,-10.373,12.0,12.0
2011-10-01,-12.79,19.0,19.0
2011-11-01,-11.136,19.0,19.0
2011-12-01,-15.814,25.0,25.0
2012-01-01,-9.794,6.0,6.0
2012-02-01,-12.85,6.0,6.0
2012-03-01,-9.328,6.0,6.0
2012-04-01,-11.593,6.0,6.0
2012-05-01,-10.745,6.0,6.0
2012-06-01,-10.122,6.0,6.0
2012-07-01,-11.707,6.0,6.0
2012-08-01,-9.714,6.0,6.0
2012-09-01,-10.235,6.0,6.0
2012-10-01,-12.471,6.0,6.0
2012-11-01,-16.76,6.0,6.0
2012-12-01,-9.681,6.0,6.0
2013-01-01,-15.439,6.0,6.0
2013-02-01,-6.826,0.0,0.0
2013-03-01,-10.173,0.0,0.0
2013-04-01,-10.339,0.0,0.0
2013-05-01,-22.458,6.0,6.0
2013-06-01,-13.351,6.0,6.0
2013-07-01,-14.519,6.0,6.0
2013-08-01,-11.963,6.0,6.0
2013-09-01,-9.543,0.0,0.0
2013-10-01,-10.836,6.0,6.0
2013-11-01,-11.374,6.0,6.0
2013-12-01,-8.179,0.0,0.0
2014-01-01,0.0,0.0,0.0
2014-02-01,0.0,0.0,0.0
