measured_on,"Wind - Wind Turbine, Onshore - Wind - Generation","Wind - Wind Turbine, Onshore - Wind - Quantity Consumed For Electricity","Wind - Wind Turbine, Onshore - Wind - Total Fuel Consumed"
2016-01-01,568.705,5250.0,5250.0
2016-02-01,620.028,5724.0,5724.0
2016-03-01,607.48,5608.0,5608.0
2016-04-01,765.558,7068.0,7068.0
2016-05-01,437.066,4035.0,4035.0
2016-06-01,427.981,3951.0,3951.0
2016-07-01,323.286,2985.0,2985.0
2016-08-01,260.16,2402.0,2402.0
2016-09-01,508.932,4698.0,4698.0
2016-10-01,587.4,5423.0,5423.0
2016-11-01,670.97,6194.0,6194.0
2016-12-01,791.434,7307.0,7307.0
2017-01-01,518.444,4776.0,4776.0
2017-02-01,651.035,5998.0,5998.0
2017-03-01,726.466,6693.0,6693.0
2017-04-01,625.075,5759.0,5759.0
2017-05-01,560.409,5163.0,5163.0
2017-06-01,464.804,4282.0,4282.0
2017-07-01,260.236,2398.0,2398.0
2017-08-01,243.749,2246.0,2246.0
2017-09-01,429.083,3953.0,3953.0
2017-10-01,667.171,6147.0,6147.0
2017-11-01,622.39,5734.0,5734.0
2017-12-01,614.138,5658.0,5658.0
2018-01-01,681.515,6205.0,6205.0
2018-02-01,470.196,4281.0,4281.0
2018-03-01,591.256,5383.0,5383.0
2018-04-01,582.307,5301.0,5301.0
2018-05-01,418.039,3806.0,3806.0
2018-06-01,470.585,4284.0,4284.0
2018-07-01,280.801,2556.0,2556.0
2018-08-01,337.822,3076.0,3076.0
2018-09-01,462.719,4213.0,4213.0
2018-10-01,463.391,4219.0,4219.0
2018-11-01,523.349,4765.0,4765.0
2018-12-01,544.02,4953.0,4953.0
2019-01-01,477.657,4254.0,4254.0
2019-02-01,375.307,3342.0,3342.0
2019-03-01,545.967,4862.0,4862.0
2019-04-01,577.878,5146.0,5146.0
2019-05-01,415.645,3701.0,3701.0
2019-06-01,330.402,2942.0,2942.0
2019-07-01,328.412,2925.0,2925.0
2019-08-01,235.594,2098.0,2098.0
2019-09-01,449.621,4004.0,4004.0
2019-10-01,537.777,4789.0,4789.0
2019-11-01,556.32,4954.0,4954.0
2019-12-01,542.42,4830.0,4830.0
2020-01-01,372.622,3267.0,3267.0
2020-02-01,449.543,3941.0,3941.0
2020-03-01,448.606,3933.0,3933.0
2020-04-01,446.448,3914.0,3914.0
2020-05-01,394.893,3462.0,3462.0
2020-06-01,463.209,4061.0,4061.0
2020-07-01,253.753,2225.0,2225.0
2020-08-01,342.93,3006.0,3006.0
2020-09-01,441.768,3873.0,3873.0
2020-10-01,493.31,4325.0,4325.0
2020-11-01,564.434,4948.0,4948.0
2020-12-01,435.484,3818.0,3818.0
2021-01-01,395.902,3501.0,3501.0
2021-02-01,337.346,2983.0,2983.0
2021-03-01,483.008,4272.0,4272.0
2021-04-01,464.392,4107.0,4107.0
2021-05-01,417.498,3692.0,3692.0
2021-06-01,284.348,2515.0,2515.0
2021-07-01,198.423,1755.0,1755.0
2021-08-01,274.165,2425.0,2425.0
2021-09-01,344.756,3049.0,3049.0
2021-10-01,386.8,3421.0,3421.0
2021-11-01,516.437,4567.0,4567.0
2021-12-01,480.925,4253.0,4253.0
2022-01-01,573.318,1956.0,1956.0
2022-02-01,537.295,1833.0,1833.0
2022-03-01,589.026,2010.0,2010.0
2022-04-01,615.844,2101.0,2101.0
2022-05-01,492.821,1682.0,1682.0
2022-06-01,382.05,1304.0,1304.0
2022-07-01,278.528,950.0,950.0
2022-08-01,263.33,898.0,898.0
2022-09-01,385.54,1315.0,1315.0
2022-10-01,454.762,1552.0,1552.0
2022-11-01,625.72,2135.0,2135.0
2022-12-01,537.766,1835.0,1835.0
2023-01-01,367.0,1252.0,1252.0
2023-02-01,570.0,1945.0,1945.0
2023-03-01,573.0,1955.0,1955.0
2023-04-01,702.0,2395.0,2395.0
2023-05-01,338.0,1153.0,1153.0
2023-06-01,199.0,679.0,679.0
2023-07-01,165.0,563.0,563.0
2023-08-01,28.0,96.0,96.0
2023-09-01,318.0,1085.0,1085.0
2023-10-01,516.0,1761.0,1761.0
2023-11-01,553.0,1887.0,1887.0
2023-12-01,449.0,1532.0,1532.0
2024-01-01,471.0,1607.0,1607.0
2024-02-01,497.0,1696.0,1696.0
2024-03-01,637.0,2173.0,2173.0
2024-04-01,702.0,2395.0,2395.0
2024-05-01,383.0,1307.0,1307.0
2024-06-01,398.0,1358.0,1358.0
2024-07-01,183.0,624.0,624.0
2024-08-01,257.0,877.0,877.0
2024-09-01,291.0,993.0,993.0
2024-10-01,569.0,1941.0,1941.0
2024-11-01,355.0,1211.0,1211.0
2024-12-01,384.0,1310.0,1310.0
