measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2011-02-01,5007.373,24378.0,232384.0,0.0,0.0,0.0,372.627,1814.0,17293.0
2011-03-01,4260.583,20743.0,201532.0,0.0,0.0,0.0,44.417,216.0,2101.0
2011-04-01,3872.651,18854.0,180716.0,0.0,0.0,0.0,624.349,3040.0,29135.0
2011-05-01,1638.053,7975.0,110616.0,0.0,0.0,0.0,1168.947,5691.0,78938.0
2011-06-01,2655.873,12930.0,159901.0,0.0,0.0,0.0,573.127,2790.0,34506.0
2011-07-01,3318.565,16156.0,169143.0,0.0,0.0,0.0,387.435,1886.0,19747.0
2011-08-01,4880.932,23763.0,214068.0,0.0,0.0,0.0,0.068,0.0,3.0
2011-09-01,4427.739,21557.0,203249.0,0.0,0.0,0.0,0.261,1.0,12.0
2011-10-01,2501.897,12181.0,208481.0,0.0,0.0,0.0,65.103,317.0,5425.0
2011-11-01,4953.44,24116.0,218311.0,0.0,0.0,0.0,101.56,494.0,4476.0
2011-12-01,5077.432,24720.0,209713.0,0.0,0.0,0.0,464.568,2262.0,19188.0
2012-01-01,5273.355,25673.0,229622.0,0.0,0.0,0.0,44.645,217.0,1944.0
2012-02-01,2589.659,12608.0,118508.0,0.0,0.0,0.0,1965.341,9568.0,89938.0
2012-03-01,4069.68,19813.0,183588.0,0.0,0.0,0.0,221.32,1077.0,9984.0
2012-04-01,3633.851,17691.0,176316.0,0.0,0.0,0.0,234.149,1140.0,11361.0
2012-05-01,2271.679,11060.0,126656.0,0.0,0.0,0.0,931.321,4534.0,51925.0
2012-06-01,3667.393,17855.0,173747.0,0.0,0.0,0.0,6.607,32.0,313.0
2012-07-01,3858.106,18783.0,180097.0,0.0,0.0,0.0,118.894,579.0,5550.0
2012-08-01,3499.509,17037.0,172156.0,0.0,0.0,0.0,164.491,801.0,8092.0
2012-09-01,3294.37,16039.0,171585.0,0.0,0.0,0.0,2.63,13.0,137.0
2012-10-01,4603.183,22411.0,204132.0,0.0,0.0,0.0,89.817,437.0,3983.0
2012-11-01,2816.195,13711.0,146203.0,0.0,0.0,0.0,903.805,4400.0,46921.0
2012-12-01,3969.732,19327.0,199528.0,0.0,0.0,0.0,2.268,11.0,114.0
2013-01-01,4824.672,23489.0,215862.0,0.0,0.0,0.0,18.328,89.0,820.0
2013-02-01,4441.611,21624.0,197239.0,0.0,0.0,0.0,19.389,94.0,861.0
2013-03-01,4811.816,23426.0,216868.0,0.0,0.0,0.0,168.184,819.0,7580.0
2013-04-01,3692.045,17975.0,184061.0,0.0,0.0,0.0,11.955,58.0,596.0
2013-05-01,992.932,4834.0,99130.0,0.0,0.0,0.0,443.068,2157.0,44234.0
2013-06-01,2447.763,11917.0,163495.0,0.0,0.0,0.0,9.237,45.0,617.0
2013-07-01,2660.624,12953.0,162308.0,0.0,0.0,0.0,18.376,89.0,1121.0
2013-08-01,2447.92,11918.0,154066.0,0.0,0.0,0.0,128.08,624.0,8061.0
2013-09-01,2505.434,12198.0,159337.0,0.0,0.0,0.0,5.566,27.0,354.0
2013-10-01,2218.351,13236.0,150909.0,0.0,0.0,0.0,175.649,1048.0,11949.0
2013-11-01,2227.283,10844.0,142097.0,0.0,0.0,0.0,743.717,3621.0,47448.0
2013-12-01,4400.756,21425.0,202815.0,0.0,0.0,0.0,90.244,439.0,4159.0
2014-01-01,5894.0,28695.0,246659.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-02-01,4445.0,21641.0,213697.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-01,3168.0,15423.0,219563.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,3704.0,18033.0,168032.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,435.0,2118.0,59905.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,2188.0,10652.0,135862.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-07-01,1443.0,7025.0,138994.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-08-01,1687.0,8213.0,121058.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-09-01,1923.0,9362.0,141319.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-10-01,2264.0,11022.0,141435.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-11-01,2830.0,13778.0,171677.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-12-01,3049.0,14844.0,146878.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-01-01,3687.484,17953.0,189503.0,0.0,0.0,0.0,14.516,71.0,746.0
2015-02-01,3390.157,16505.0,189200.0,0.0,0.0,0.0,16.843,82.0,940.0
2015-03-01,2691.977,13106.0,184445.0,0.0,0.0,0.0,24.023,117.0,1646.0
2015-04-01,2650.483,12904.0,155032.0,0.0,0.0,0.0,28.517,139.0,1668.0
2015-05-01,387.424,1886.0,49981.0,0.0,0.0,0.0,471.576,2296.0,60837.0
2015-06-01,1954.496,9515.0,135161.0,0.0,0.0,0.0,53.504,260.0,3700.0
2015-07-01,2169.281,10561.0,146063.0,0.0,0.0,0.0,47.719,232.0,3213.0
2015-08-01,2072.239,10089.0,142328.0,0.0,0.0,0.0,45.761,223.0,3143.0
2015-09-01,1780.972,8671.0,131034.0,0.0,0.0,0.0,120.028,584.0,8831.0
2015-10-01,1837.762,8947.0,129466.0,0.0,0.0,0.0,90.238,439.0,6357.0
2015-11-01,2298.18,11189.0,145089.0,0.0,0.0,0.0,304.82,1484.0,19244.0
2015-12-01,1840.146,8959.0,112974.0,0.0,0.0,0.0,960.854,4678.0,58991.0
2016-01-01,237.438,1066.0,11733.0,0.0,0.0,0.0,3449.562,15487.0,170466.0
2016-02-01,172.388,774.0,8614.0,0.0,0.0,0.0,2952.612,13256.0,147538.0
2016-03-01,744.215,3341.0,44212.0,0.0,0.0,0.0,1661.785,7461.0,98723.0
2016-04-01,35.085,158.0,3833.0,0.0,0.0,0.0,1214.915,5454.0,132726.0
2016-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1578.0,7084.0,118149.0
2016-06-01,0.0,0.0,0.0,0.0,0.0,0.0,1428.0,6411.0,115321.0
2016-07-01,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,6828.0,123114.0
2016-08-01,0.0,0.0,0.0,0.0,0.0,0.0,1018.0,4570.0,97903.0
2016-09-01,0.0,0.0,0.0,0.0,0.0,0.0,896.0,4023.0,98555.0
2016-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1441.0,6469.0,124857.0
2016-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123215.0
2016-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1691.0,7592.0,141600.0
2017-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1488.0,11857.0,158928.0
2017-02-01,0.0,0.0,0.0,0.0,0.0,0.0,441.0,8018.0,130706.0
2017-03-01,0.0,0.0,0.0,0.0,0.0,0.0,297.0,8014.0,142324.0
2017-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-95.0,6254.0,118016.0
2017-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-306.0,3152.0,105114.0
2017-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-203.0,5553.0,118700.0
2017-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-270.0,5468.0,118282.0
2017-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,5733.0,123142.0
2017-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-95.0,6038.0,116699.0
2017-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-40.0,6501.0,122388.0
2017-11-01,0.0,0.0,0.0,0.0,0.0,0.0,675.0,9495.0,146743.0
2017-12-01,0.0,0.0,0.0,0.0,0.0,0.0,807.0,10303.0,154416.0
2018-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1146.0,14357.0,178084.0
2018-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1270.0,11210.0,147752.0
2018-03-01,0.0,0.0,0.0,0.0,0.0,0.0,678.0,8332.0,146616.0
2018-04-01,0.0,0.0,0.0,0.0,0.0,0.0,755.0,8454.0,140492.0
2018-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-140.0,4108.0,110096.0
2018-06-01,0.0,0.0,0.0,0.0,0.0,0.0,198.0,5975.0,122071.0
2018-07-01,0.0,0.0,0.0,0.0,0.0,0.0,153.0,5886.0,121642.0
2018-08-01,0.0,0.0,0.0,0.0,0.0,0.0,349.0,6860.0,126698.0
2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,350.0,6501.0,119423.0
2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-1107.0,251.0,133583.0
2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-67.0,5114.0,158694.0
2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1516.0,12328.0,166844.0
2019-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1799.0,13329.0,170781.0
2019-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1730.0,12382.0,160524.0
2019-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1371.0,11049.0,161865.0
2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1094.0,9374.0,142961.0
2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,716.0,7933.0,137349.0
2019-06-01,0.0,0.0,0.0,0.0,0.0,0.0,41.0,4332.0,118299.0
2019-07-01,0.0,0.0,0.0,0.0,0.0,0.0,631.0,7390.0,132887.0
2019-08-01,0.0,0.0,0.0,0.0,0.0,0.0,655.0,7632.0,134371.0
2019-09-01,0.0,0.0,0.0,0.0,0.0,0.0,464.0,6505.0,120823.0
2019-10-01,0.0,0.0,0.0,0.0,0.0,0.0,982.0,8934.0,141515.0
2019-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1791.0,12782.0,167645.0
2019-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1649.0,12175.0,146424.0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2024.0,14681.0,188004.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,15085.0,189068.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1772.0,13230.0,175396.0
2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,1048.0,9738.0,152897.0
2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,1429.0,11749.0,170736.0
2020-06-01,0.0,0.0,0.0,0.0,0.0,0.0,981.0,9598.0,109315.0
2020-07-01,0.0,0.0,0.0,0.0,0.0,0.0,451.0,6887.0,132908.0
2020-08-01,0.0,0.0,0.0,0.0,0.0,0.0,791.0,8790.0,159647.0
2020-09-01,0.0,0.0,0.0,0.0,0.0,0.0,798.0,8570.0,142836.0
2020-10-01,0.0,0.0,0.0,0.0,0.0,0.0,1338.0,11304.0,166885.0
2020-11-01,0.0,0.0,0.0,0.0,0.0,0.0,1561.0,12315.0,129707.0
2020-12-01,0.0,0.0,0.0,0.0,0.0,0.0,1537.0,12535.0,179040.0
2021-01-01,0.0,0.0,0.0,0.0,0.0,0.0,2075.0,15996.0,200966.0
2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,2449.0,17029.0,200411.0
2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1618.0,13944.0,189966.0
2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,367.0,8112.0,141179.0
2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,561.0,9199.0,161885.0
2021-06-01,0.0,0.0,0.0,0.0,0.0,0.0,97.0,6900.0,149747.0
2021-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,6622.0,143891.0
2021-08-01,0.0,0.0,0.0,0.0,0.0,0.0,249.0,7583.0,149718.0
2021-09-01,0.0,0.0,0.0,0.0,0.0,0.0,96.0,6896.0,137565.0
2021-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-611.0,3937.0,135861.0
2021-11-01,0.0,0.0,0.0,0.0,0.0,0.0,390.0,8216.0,152394.0
2021-12-01,0.0,0.0,0.0,0.0,0.0,0.0,242.0,7767.0,149398.0
2022-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1478.0,13316.0,185807.0
2022-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1330.0,12005.0,164965.0
2022-03-01,0.0,0.0,0.0,0.0,0.0,0.0,800.0,10272.0,167061.0
2022-04-01,0.0,0.0,0.0,0.0,0.0,0.0,319.0,7897.0,146482.0
2022-05-01,0.0,0.0,0.0,0.0,0.0,0.0,29.0,6811.0,145769.0
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,-480.0,4310.0,114504.0
2022-07-01,0.0,0.0,0.0,0.0,0.0,0.0,-305.0,5311.0,134371.0
2022-08-01,0.0,0.0,0.0,0.0,0.0,0.0,-185.0,5850.0,139420.0
2022-09-01,0.0,0.0,0.0,0.0,0.0,0.0,-342.0,4929.0,125725.0
2022-10-01,0.0,0.0,0.0,0.0,0.0,0.0,-406.0,4858.0,142573.0
2022-11-01,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,6424.0,152460.0
2022-12-01,0.0,0.0,0.0,0.0,0.0,0.0,-69.0,6371.0,151448.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,1600.82,7484.0,165497.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,1253.192,5859.0,144711.0
2023-03-01,0.0,0.0,0.0,0.0,0.0,0.0,1346.341,6294.0,156704.0
2023-04-01,0.0,0.0,0.0,0.0,0.0,0.0,846.985,3960.0,120910.0
2023-05-01,0.0,0.0,0.0,0.0,0.0,0.0,830.66,3883.0,122424.0
2023-06-01,0.0,0.0,0.0,0.0,0.0,0.0,997.752,4665.0,125281.0
2023-07-01,0.0,0.0,0.0,0.0,0.0,0.0,831.62,3888.0,129206.0
2023-08-01,0.0,0.0,0.0,0.0,0.0,0.0,209.345,979.0,114549.0
2023-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117645.0
2023-10-01,0.0,0.0,0.0,0.0,0.0,0.0,516.641,2415.0,118936.0
2023-11-01,0.0,0.0,0.0,0.0,0.0,0.0,39.372,184.0,127018.0
2023-12-01,0.0,0.0,0.0,0.0,0.0,0.0,902.682,4220.0,133121.0
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4427.0,137405.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4911.0,129599.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6290.0,111780.0
2024-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98049.0
2024-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70296.0
2024-06-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80802.0
2024-07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83364.0
2024-08-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81647.0
2024-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82477.0
2024-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82428.0
2024-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91812.0
2024-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100659.0
