measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed
2003-01-01,-7.0,0.0,0.0
2003-03-01,-15.0,0.0,0.0
2003-05-01,-6.0,0.0,0.0
2003-06-01,909.0,17417.0,17417.0
2003-07-01,790.0,17394.0,17394.0
2003-08-01,1188.0,23931.0,23931.0
2003-10-01,-9.0,0.0,0.0
2003-11-01,29.0,783.0,783.0
2004-01-01,196.0,3863.0,3863.0
2004-02-01,-14.0,209.0,209.0
2004-03-01,-15.0,0.0,0.0
2004-04-01,0.0,0.0,0.0
2004-05-01,111.0,2610.0,2610.0
2004-06-01,141.0,2690.0,2690.0
2004-07-01,448.0,8897.0,8897.0
2004-08-01,162.0,1752.0,1752.0
2004-09-01,-8.0,162.0,162.0
2004-10-01,-3.0,209.0,209.0
2004-12-01,-16.0,0.0,0.0
2005-01-01,-17.0,0.0,0.0
2005-02-01,-18.0,0.0,0.0
2005-03-01,-18.0,0.0,0.0
2005-04-01,-12.0,0.0,0.0
2005-05-01,-11.0,121.8,121.8
2005-06-01,8.0,361.71,361.71
2005-07-01,338.0,7218.04,7218.04
2005-08-01,740.0,15195.53,15195.53
2005-09-01,-6.0,269.01,269.01
2005-10-01,-9.0,0.0,0.0
2005-11-01,-11.0,0.0,0.0
2005-12-01,-16.0,0.0,0.0
2006-01-01,-16.0,318.0,318.0
2006-02-01,-18.0,0.0,0.0
2006-03-01,19.0,807.0,807.0
2006-04-01,-10.0,0.0,0.0
2006-05-01,-9.0,0.0,0.0
2006-06-01,40.0,918.0,918.0
2006-07-01,226.0,5119.0,5119.0
2006-08-01,407.0,8947.0,8947.0
2006-09-01,76.0,1607.0,1607.0
2006-10-01,43.0,1130.0,1130.0
2006-11-01,-11.0,0.0,0.0
2006-12-01,-12.0,0.0,0.0
2007-01-01,-18.0,0.0,0.0
2007-02-01,-15.0,0.0,0.0
2007-03-01,-10.0,0.0,0.0
2007-04-01,27.0,1030.0,1030.0
2007-05-01,62.0,1274.0,1274.0
2007-06-01,86.0,2007.0,2007.0
2007-07-01,1347.0,26282.0,26282.0
2007-08-01,1118.0,22279.0,22279.0
2007-09-01,178.0,4020.0,4020.0
2007-10-01,-3.0,0.0,0.0
2007-11-01,-3.0,0.0,0.0
2007-12-01,-3.0,0.0,0.0
2008-01-01,4.218,290.0,290.0
2008-02-01,2.6950000000000003,183.0,183.0
2008-03-01,0.8380000000000001,59.0,59.0
2008-04-01,0.35600000000000004,24.0,24.0
2008-05-01,0.503,35.0,35.0
2008-06-01,3.572,248.0,248.0
2008-07-01,4.344,302.0,302.0
2008-08-01,1.6420000000000001,112.0,112.0
2008-09-01,1.1280000000000001,77.0,77.0
2008-10-01,0.41600000000000004,30.0,30.0
2008-11-01,2.9610000000000003,201.0,201.0
2008-12-01,8.327,573.0,573.0
2009-01-01,1067.99,21824.0,21824.0
2009-02-01,171.669,3505.0,3505.0
2009-03-01,109.531,2235.0,2235.0
2009-04-01,31.846,653.0,653.0
2009-05-01,26.231,535.0,535.0
2009-06-01,80.68900000000001,1647.0,1647.0
