measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2013-06-01,480.104,3258.0,3258.0
2013-07-01,949.425,6442.0,6442.0
2013-08-01,332.74,2258.0,2258.0
2013-09-01,553.224,3754.0,3754.0
2013-10-01,419.681,2848.0,2848.0
2013-11-01,105.525,716.0,716.0
2013-12-01,432.241,2933.0,2933.0
2014-01-01,532.708,3616.0,3616.0
2014-02-01,446.025,3029.0,3029.0
2014-03-01,809.887,5499.0,5499.0
2014-04-01,544.411,3696.0,3696.0
2014-05-01,968.57,6577.0,6577.0
2014-06-01,1314.857,8928.0,8928.0
2014-07-01,1708.831,11603.0,11603.0
2014-08-01,1742.326,11830.0,11830.0
2014-09-01,1080.741,7339.0,7339.0
2014-10-01,942.559,6400.0,6400.0
2014-11-01,586.224,3981.0,3981.0
2014-12-01,704.861,4786.0,4786.0
2015-01-01,217.332,1488.0,1488.0
2015-02-01,296.659,2030.0,2030.0
2015-03-01,353.847,2421.0,2421.0
2015-04-01,628.469,4300.0,4300.0
2015-05-01,973.132,6658.0,6658.0
2015-06-01,1017.061,6959.0,6959.0
2015-07-01,1492.477,10211.0,10211.0
2015-08-01,1113.204,7616.0,7616.0
2015-09-01,932.623,6380.0,6380.0
2015-10-01,680.612,4656.0,4656.0
2015-11-01,748.023,5118.0,5118.0
2015-12-01,581.561,3979.0,3979.0
2016-01-01,242.794,1707.0,1707.0
2016-02-01,439.275,3086.0,3086.0
2016-03-01,748.353,5257.0,5257.0
2016-04-01,641.941,4510.0,4510.0
2016-05-01,713.398,5011.0,5011.0
2016-06-01,662.197,4652.0,4652.0
2016-07-01,1656.094,11635.0,11635.0
2016-08-01,1775.011,12469.0,12469.0
2016-09-01,940.937,6610.0,6610.0
