measured_on,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed,"Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Generation","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Quantity Consumed For Electricity","Natural Gas - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Natural Gas - Total Fuel Consumed"
2008-07-01,17385.211,82309.0,82309.0,9538.0,46512.0,671810.0
2008-08-01,15993.365000000002,75719.0,75719.0,9511.0,46380.0,575386.0
2008-09-01,12266.858,58076.0,58076.0,6920.0,33745.0,611374.0
2008-10-01,12423.594000000001,58818.0,58818.0,7228.0,35247.0,714485.0
2008-11-01,10523.207,49821.0,49821.0,4200.0,20481.0,613117.0
2008-12-01,11339.445,53685.0,53685.0,9225.0,44985.0,623388.0
2009-01-01,12062.853,69736.0,204090.0,9248.0,45098.0,579810.0
2009-02-01,10016.742,57907.0,169473.0,6299.0,30717.0,371871.0
2009-03-01,10758.223,62194.0,182018.0,6207.0,30268.0,365583.0
2009-04-01,10411.725,60191.0,176155.0,5099.0,24865.0,320727.0
2009-05-01,12198.592,70521.0,206387.0,4661.0,22729.0,253060.0
2009-06-01,14867.155999999999,85948.0,251537.0,5101.0,24875.0,264906.0
2009-07-01,16411.617,94877.0,277667.0,5222.0,25465.0,382588.0
2009-08-01,16310.856,94294.0,275962.0,6337.0,30902.0,395447.0
2009-09-01,14329.681,82841.0,242443.0,7482.0,36486.0,446753.0
2009-10-01,12780.47,73885.0,216232.0,6690.0,32624.0,473653.0
2009-11-01,11080.419,64057.0,187469.0,8417.0,41045.0,575925.0
2009-12-01,12603.666000000001,72863.0,213241.0,8393.0,40928.0,611639.0
2010-01-01,11160.928,64522.0,261653.0,8058.0,39295.0,610625.0
2010-02-01,8366.654,48368.0,196145.0,7688.0,37490.0,679287.0
2010-03-01,9009.132,52082.0,211207.0,8675.0,42303.0,678218.0
2010-04-01,9947.671,57508.0,233210.0,9943.0,48487.0,599261.0
2010-05-01,12187.669,70458.0,285724.0,13116.0,63960.0,661488.0
2010-06-01,14119.706,81627.0,331017.0,12673.0,61800.0,615706.0
2010-07-01,15492.241,89562.0,363195.0,10699.0,52173.0,654224.0
2010-08-01,17578.403,101622.0,412103.0,11375.0,55470.0,678761.0
2010-09-01,13850.433,80070.0,324705.0,9972.0,48628.0,609616.0
2010-10-01,10472.26,60541.0,245509.0,10558.0,51486.0,589492.0
2010-11-01,8848.549,51154.0,207442.0,9627.0,46946.0,628213.0
2010-12-01,11436.354,66114.0,268110.0,9464.0,46151.0,632882.0
2011-01-01,12332.227,71293.0,348324.0,9224.0,44981.0,680179.0
2011-02-01,11907.822,68840.0,336337.0,8157.0,39777.0,601725.0
2011-03-01,10996.455,63571.0,310595.0,9982.0,48677.0,762807.0
2011-04-01,13389.161,77404.0,378177.0,10566.0,51525.0,752814.0
2011-05-01,13844.989,80039.0,391052.0,11464.0,55904.0,738843.0
2011-06-01,13896.724,80338.0,392513.0,10660.0,51983.0,612136.0
2011-07-01,15218.782,87981.0,429854.0,8865.0,43230.0,590576.0
2011-08-01,16382.025,94705.0,462711.0,11654.0,56830.0,671170.0
2011-09-01,11885.305,68710.0,335700.0,10565.0,51520.0,624606.0
2011-10-01,10842.488,62681.0,306246.0,10406.0,50745.0,655789.0
2011-11-01,11174.044,64598.0,315611.0,9563.0,46634.0,609256.0
2011-12-01,11015.978,63684.0,311146.0,9250.0,45107.0,618641.0
2012-01-01,8775.628,50732.0,469226.0,12210.0,59542.0,679256.0
2012-02-01,8663.281,50083.0,463221.0,8542.0,41655.0,597683.0
2012-03-01,10019.467,57923.0,535735.0,11017.0,53724.0,710080.0
2012-04-01,10671.729,61694.0,570612.0,10159.0,49540.0,643429.0
2012-05-01,13172.53,76151.0,704328.0,10252.0,49994.0,641308.0
2012-06-01,13845.682,80043.0,740321.0,13080.0,63784.0,653100.0
2012-07-01,14216.851,82188.0,760167.0,11531.0,56231.0,648883.0
2012-08-01,13749.548,79487.0,735181.0,10280.0,50130.0,594127.0
2012-09-01,11938.295,69016.0,638334.0,9224.0,44981.0,568359.0
2012-10-01,10607.34,61322.0,567169.0,10036.0,48940.0,598786.0
2012-11-01,8575.057,49573.0,458504.0,9149.0,44615.0,593281.0
2012-12-01,10620.592,61398.0,567877.0,13089.0,63828.0,653913.0
2013-01-01,11793.126,68177.0,626387.0,9776.0,47672.0,615383.0
2013-02-01,9194.53,53154.0,488362.0,10282.0,50140.0,625721.0
2013-03-01,10265.295,59344.0,545236.0,10929.0,53295.0,725485.0
2013-04-01,11344.005,65580.0,602531.0,10527.0,51335.0,646879.0
2013-05-01,10991.524,63543.0,583810.0,10111.0,49306.0,687291.0
2013-06-01,13366.667,77273.0,709964.0,10188.0,49682.0,741410.0
2013-07-01,14507.502,83869.0,770559.0,10311.0,50281.0,689676.0
2013-08-01,14568.558,84222.0,773802.0,10870.0,53007.0,777276.0
2013-09-01,12385.833,71603.0,657868.0,9410.0,45888.0,740510.0
2013-10-01,11014.599,63676.0,585035.0,8362.0,40777.0,635900.0
2013-11-01,11722.636,67769.0,622642.0,8640.0,42133.0,675351.0
2013-12-01,13245.725,76574.0,703540.0,9984.0,48687.0,686274.0
2014-01-01,9718.844,56185.0,719783.0,9612.0,46873.0,695878.0
2014-02-01,8029.763,46421.0,594689.0,10267.0,50067.0,661829.0
2014-03-01,7502.612,43373.0,555648.0,10513.0,51266.0,693258.0
2014-04-01,8383.993,48468.0,620924.0,8834.0,43079.0,690730.0
2014-05-01,9934.025,57429.0,735720.0,10029.0,48906.0,669070.0
2014-06-01,9655.231,55817.0,715073.0,13212.0,64428.0,865258.0
2014-07-01,9986.101,57730.0,739577.0,14374.0,70094.0,889412.0
2014-08-01,11185.279,64663.0,828389.0,10721.0,52281.0,792242.0
2014-09-01,9089.875,52549.0,673202.0,10170.0,49594.0,784578.0
2014-10-01,8951.013,51746.0,662917.0,11324.0,55221.0,752377.0
2014-11-01,8705.354,50326.0,644724.0,10620.0,51788.0,740314.0
2014-12-01,8477.91,49011.0,627879.0,12863.0,62726.0,715058.0
2015-01-01,10381.862,60018.0,182968.0,8349.0,40714.0,705027.0
2015-02-01,9717.413,56177.0,171258.0,7946.0,38748.0,658303.0
2015-03-01,9473.595,54767.0,166961.0,8620.0,42035.0,669473.0
2015-04-01,9838.009,56874.0,173384.0,8773.0,42781.0,780034.0
2015-05-01,10958.419,63351.0,193129.0,9715.0,47375.0,776702.0
2015-06-01,12934.394,74774.0,227953.0,7833.0,38197.0,669243.0
2015-07-01,14017.211,81034.0,247036.0,7196.0,35091.0,647920.0
2015-08-01,13008.359,75202.0,229257.0,7981.0,38919.0,665863.0
2015-09-01,10835.182,62639.0,190958.0,8075.0,39378.0,631175.0
2015-10-01,11972.774,69215.0,211006.0,8632.0,42094.0,761430.0
2015-11-01,12161.711,70308.0,214336.0,7687.0,37485.0,617085.0
2015-12-01,12614.071,72923.0,222308.0,9155.0,44644.0,693027.0
2016-01-01,11545.204,101006.0,212450.0,9423.0,82439.0,720720.0
2016-02-01,10459.241,91505.0,192467.0,8185.0,71608.0,637898.0
2016-03-01,10691.033,93533.0,196732.0,8792.0,76919.0,704047.0
2016-04-01,10202.384,89258.0,187740.0,8668.0,75834.0,673025.0
2016-05-01,11583.286,101339.0,213151.0,9206.0,80541.0,701117.0
2016-06-01,12203.277,106763.0,224560.0,8488.0,74259.0,642092.0
2016-07-01,12499.39,109354.0,230008.0,7956.0,69605.0,655836.0
2016-08-01,12069.514,105593.0,222098.0,8361.0,73148.0,759316.0
2016-09-01,11143.595,97492.0,205060.0,7503.0,65642.0,672892.0
2016-10-01,9524.2,83325.0,175261.0,6056.0,52982.0,615755.0
2016-11-01,9339.324,81707.0,171858.0,7109.0,62195.0,635277.0
2016-12-01,9021.552,78927.0,166011.0,8773.0,76753.0,750822.0
2017-01-01,10748.253,94033.0,205300.0,9009.0,78817.0,772640.0
2017-02-01,10219.664,89409.0,195202.0,7782.0,68083.0,715991.0
2017-03-01,11508.745,100687.0,219824.0,6715.0,58748.0,807174.0
2017-04-01,12198.079,106718.0,232990.0,8557.0,74863.0,747374.0
2017-05-01,12885.368,112730.0,246118.0,8739.0,76455.0,783257.0
2017-06-01,13253.513,115951.0,253150.0,8416.0,73629.0,774885.0
2017-07-01,14382.208,125826.0,274709.0,8148.0,71285.0,763202.0
2017-08-01,13584.222,118845.0,259466.0,6610.0,57829.0,699561.0
2017-09-01,12623.397,110439.0,241115.0,6474.0,56639.0,678674.0
2017-10-01,12339.32,107953.0,235688.0,5634.0,49290.0,690861.0
2017-11-01,10097.998,88345.0,192877.0,6066.0,53070.0,693599.0
2017-12-01,12241.233,107095.0,233815.0,9071.0,79360.0,765448.0
2018-01-01,11731.424,102635.0,185702.0,6551.0,57313.0,623764.0
2018-02-01,9592.512,83922.0,151843.0,6672.0,58371.0,615614.0
2018-03-01,9147.736,80031.0,144802.0,12322.0,107802.0,882946.0
2018-04-01,9928.961,86866.0,157169.0,10960.0,95886.0,874646.0
2018-05-01,11283.755,98718.0,178615.0,10091.0,88283.0,845166.0
2018-06-01,12262.839,107284.0,194113.0,10531.0,92133.0,810628.0
2018-07-01,13685.546,119731.0,216633.0,11284.0,98721.0,821773.0
2018-08-01,12921.257,113044.0,204535.0,10590.0,92649.0,822179.0
2018-09-01,12113.994,105982.0,191756.0,10778.0,94294.0,796992.0
2018-10-01,11879.62,103931.0,188047.0,10785.0,94355.0,812628.0
2018-11-01,8959.889,78388.0,141829.0,10847.0,94897.0,829633.0
2018-12-01,9164.467,80177.0,145068.0,10520.0,92037.0,850398.0
2019-01-01,13710.044,119945.0,219362.0,11179.0,97802.0,869054.0
2019-02-01,11024.912,96454.0,176401.0,9109.0,79692.0,736918.0
2019-03-01,12506.901,109419.0,200114.0,10513.0,91975.0,813000.0
2019-04-01,14480.143,126683.0,231686.0,10440.0,91337.0,850720.0
2019-05-01,15695.678,137317.0,251134.0,10682.0,93454.0,854175.0
2019-06-01,16710.041,146191.0,267364.0,8793.0,76927.0,850609.0
2019-07-01,17612.985,154091.0,281812.0,10427.0,91223.0,822454.0
2019-08-01,17736.036,155168.0,283781.0,8163.0,71416.0,710466.0
2019-09-01,15534.18,135904.0,248551.0,8389.0,73393.0,762384.0
2019-10-01,13362.114,116901.0,213797.0,8811.0,77085.0,802918.0
2019-11-01,12080.256,105687.0,193287.0,4639.0,40585.0,785860.0
2019-12-01,12273.71,107379.0,196382.0,10067.0,88073.0,819875.0
2020-01-01,14869.191,130086.0,274028.0,9478.84,85492.0,829886.0
2020-02-01,14791.222,129404.0,272589.0,8837.67,79710.0,766289.0
2020-03-01,15529.737,135865.0,286200.0,9997.79,90173.0,815601.0
2020-04-01,14279.666,124929.0,263163.0,9344.01,84276.0,800079.0
2020-05-01,14975.379,131015.0,275984.0,8532.12,76954.0,805988.0
2020-06-01,16533.983,144651.0,304708.0,9357.59,84399.0,804820.0
2020-07-01,19283.085,168702.0,355371.0,10803.86,97443.0,875932.0
2020-08-01,17484.116,152964.0,322217.0,10042.41,90575.0,853233.0
2020-09-01,14689.571,128515.0,270716.0,9386.69,84661.0,796623.0
2020-10-01,15846.894,138640.0,292044.0,9275.14,83655.0,812395.0
2020-11-01,14809.648,129565.0,272929.0,8776.56,79158.0,801407.0
2020-12-01,15540.508,135960.0,286398.0,8589.35,77470.0,836285.0
2021-01-01,12275.092,109583.0,237007.0,10897.0,95335.0,884116.0
2021-02-01,11244.247,100380.0,217103.0,8306.0,72667.0,671170.0
2021-03-01,11172.027,99736.0,215708.0,10456.0,91477.0,835717.0
2021-04-01,11097.22,99068.0,214264.0,9165.0,80182.0,781176.0
2021-05-01,12320.174,109985.0,237877.0,10496.0,91827.0,831325.0
2021-06-01,14419.553,128727.0,278411.0,9610.0,84075.0,812502.0
2021-07-01,15920.016,142122.0,307382.0,10809.0,94565.0,823645.0
2021-08-01,15177.037,135489.0,293037.0,8993.0,78677.0,756344.0
2021-09-01,10130.875,90441.0,195606.0,9062.0,79281.0,687234.0
2021-10-01,13347.841,119160.0,257719.0,9767.0,85449.0,829779.0
2021-11-01,11530.682,102937.0,222634.0,9246.0,80891.0,782956.0
2021-12-01,11350.316,101327.0,219151.0,9671.0,84609.0,798716.0
2022-01-01,12516.193,111735.0,205853.0,10783.49,97259.0,843027.0
2022-02-01,10444.753,93243.0,171784.0,9475.93,85466.0,716132.0
2022-03-01,9991.631,89198.0,164332.0,10568.15,95317.0,785353.0
2022-04-01,11223.35,100194.0,184590.0,10522.56,94906.0,807986.0
2022-05-01,12906.578,115220.0,212274.0,10222.83,92203.0,780530.0
2022-06-01,13964.049,124661.0,229666.0,8113.08,73174.0,711339.0
2022-07-01,15630.66,139539.0,257077.0,8108.23,73131.0,669113.0
2022-08-01,14195.364,126726.0,233471.0,8062.64,72719.0,686542.0
2022-09-01,11455.378,102265.0,188406.0,8366.25,75458.0,664172.0
2022-10-01,10751.534,95982.0,176830.0,8938.55,80619.0,748843.0
2022-11-01,10343.334,92338.0,170117.0,9391.54,84705.0,822051.0
2022-12-01,11594.636,103508.0,190696.0,9261.56,83533.0,770179.0
2023-01-01,8578.78,76585.0,196325.0,9908.55,89368.0,787487.0
2023-02-01,10238.431,91401.0,234304.0,7955.94,71757.0,692461.0
2023-03-01,10479.208,93551.0,239814.0,9402.21,84801.0,755555.0
2023-04-01,9315.701,83164.0,213188.0,9482.72,85527.0,770270.0
2023-05-01,11277.174,100674.0,258075.0,9587.48,86472.0,778641.0
2023-06-01,12382.622,110543.0,283373.0,8328.42,75116.0,693821.0
2023-07-01,12929.039,115421.0,295878.0,6374.84,57497.0,490271.0
2023-08-01,13158.719,117471.0,301134.0,9399.3,84775.0,809586.0
2023-09-01,11675.911,104234.0,267200.0,6045.04,54522.0,719180.0
2023-10-01,11091.677,99018.0,253831.0,5001.32,45108.0,738438.0
2023-11-01,12157.178,108530.0,278214.0,7512.65,67759.0,750541.0
2023-12-01,11290.14,100790.0,258372.0,7539.81,68004.0,779601.0
2024-01-01,10615.486,94767.0,265426.0,8107.26,73122.0,790597.0
2024-02-01,7938.91,70873.0,198500.0,8017.05,72308.0,708611.0
2024-03-01,8518.445,76046.0,212991.0,9905.64,89342.0,817522.0
2024-04-01,9269.17,82748.0,231762.0,8890.05,80182.0,751026.0
2024-05-01,10064.486,89848.0,251647.0,7627.11,68791.0,698255.0
2024-06-01,10737.174,95854.0,268467.0,7576.67,68336.0,730781.0
2024-07-01,12104.008,108056.0,302643.0,7589.28,68450.0,674959.0
2024-08-01,11065.554,98785.0,276678.0,7239.11,65292.0,701059.0
2024-09-01,9816.578,87635.0,245449.0,5113.84,46123.0,608210.0
2024-10-01,9374.052,83685.0,234384.0,6272.02,56569.0,674389.0
2024-11-01,9104.502,81278.0,227644.0,6427.22,57969.0,654194.0
2024-12-01,9077.875,81041.0,226979.0,7653.3,69027.0,648108.0
