measured_on,Distillate Fuel Oil Generation,Distillate Fuel Oil Quantity Consumed For Electricity,Distillate Fuel Oil Total Fuel Consumed,Natural Gas Generation,Natural Gas Quantity Consumed For Electricity,Natural Gas Total Fuel Consumed
2022-01-01,8.742,710.0,710.0,7.384,596.0,596.0
2022-02-01,0.987,83.0,83.0,6.785,548.0,548.0
2022-03-01,0.07,6.0,6.0,7.432,601.0,601.0
2022-04-01,0.044,6.0,6.0,8.137,659.0,659.0
2022-05-01,0.128,11.0,11.0,9.541,772.0,772.0
2022-06-01,0.015,0.0,0.0,9.997,809.0,809.0
2022-07-01,0.021,0.0,0.0,13.494,1092.0,1092.0
2022-08-01,0.014,0.0,0.0,13.441,1087.0,1087.0
2022-09-01,0.023,0.0,0.0,9.119,737.0,737.0
2022-10-01,0.053,6.0,6.0,8.573,694.0,694.0
2022-11-01,0.162,11.0,11.0,7.927,641.0,641.0
2022-12-01,5.45,440.0,440.0,8.461,685.0,685.0
2023-01-01,1.328,17.0,17.0,0.0,0.0,0.0
2023-02-01,29.927,616.0,616.0,0.0,0.0,0.0
2023-03-01,1.042,22.0,22.0,0.0,0.0,0.0
2023-04-01,0.49,11.0,11.0,0.0,0.0,0.0
2023-05-01,0.948,22.0,22.0,0.0,0.0,0.0
2023-06-01,0.148,6.0,6.0,0.0,0.0,0.0
2023-07-01,0.19,6.0,6.0,0.0,0.0,0.0
2023-08-01,0.221,6.0,6.0,0.0,0.0,0.0
2023-09-01,0.421,11.0,11.0,0.0,0.0,0.0
2023-10-01,0.74,17.0,17.0,0.0,0.0,0.0
2023-11-01,0.354,6.0,6.0,0.0,0.0,0.0
2023-12-01,0.191,6.0,6.0,0.0,0.0,0.0
2024-01-01,21.924,429.0,429.0,0.0,0.0,0.0
2024-02-01,1.035,18.0,18.0,0.0,0.0,0.0
2024-03-01,6.535,129.0,129.0,0.0,0.0,0.0
2024-04-01,1.577,29.0,29.0,0.0,0.0,0.0
2024-05-01,0.794,18.0,18.0,0.0,0.0,0.0
2024-06-01,0.643,12.0,12.0,0.0,0.0,0.0
2024-07-01,1.282,24.0,24.0,0.0,0.0,0.0
2024-08-01,0.847,18.0,18.0,0.0,0.0,0.0
2024-09-01,0.794,18.0,18.0,0.0,0.0,0.0
2024-10-01,1.436,29.0,29.0,0.0,0.0,0.0
2024-11-01,2.014,41.0,41.0,0.0,0.0,0.0
2024-12-01,15.119,300.0,300.0,0.0,0.0,0.0
