measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2005-07-01,235514.0,2584618.2,2584618.2,1163.0,12765.8,12765.8
2005-08-01,190241.0,2238666.0,2238666.0,692.0,8149.0,8149.0
2005-09-01,5619.0,99684.0,99684.0,140.0,2482.4,2482.4
2005-10-01,16817.0,243412.0,243412.0,445.0,6443.8,6443.8
2005-11-01,10590.0,151550.0,151550.0,551.0,7888.0,7888.0
2005-12-01,18505.0,307892.0,307892.0,719.0,11971.2,11971.2
2006-01-01,124898.0,1483592.0,1483592.0,2091.0,24838.0,24838.0
2006-02-01,43776.0,503760.0,503760.0,735.0,8462.0,8462.0
2006-03-01,68295.0,736805.0,736805.0,693.0,7476.0,7476.0
2006-04-01,61976.0,741157.0,741157.0,221.0,2640.0,2640.0
2006-05-01,69057.0,772465.0,772465.0,631.0,7053.0,7053.0
2006-06-01,84522.0,1026998.0,1026998.0,1075.0,13062.0,13062.0
2006-07-01,125917.0,1514727.0,1514727.0,826.0,9941.0,9941.0
2006-08-01,135579.0,1664696.0,1664696.0,1641.0,20149.0,20149.0
2006-09-01,24678.0,455566.0,455566.0,365.0,6734.0,6734.0
2006-10-01,77737.0,946894.0,946894.0,1596.0,19436.0,19436.0
2006-11-01,104915.0,1324384.0,1324384.0,1634.0,20631.0,20631.0
2006-12-01,148639.0,1686992.0,1686992.0,619.0,7024.0,7024.0
2007-01-01,75122.719,840077.0,840077.0,1328.2810000000002,14854.0,14854.0
2007-02-01,145341.809,1695219.0,1695219.0,967.191,11281.0,11281.0
2007-03-01,108878.507,1344060.0,1344060.0,1059.493,13079.0,13079.0
2007-04-01,141890.573,1589185.0,1589185.0,447.42600000000004,5011.0,5011.0
2007-05-01,195388.953,2323495.0,2323495.0,1430.047,17006.0,17006.0
2007-06-01,182257.639,2007175.0,2007175.0,1202.36,13241.0,13241.0
2007-07-01,90894.86,1195756.0,1195756.0,767.139,10092.0,10092.0
2007-08-01,88008.966,1143284.0,1143284.0,1105.034,14355.0,14355.0
2007-09-01,81448.852,1003284.0,1003284.0,1290.1480000000001,15892.0,15892.0
2007-10-01,93903.547,1067712.0,1067712.0,1083.453,12319.0,12319.0
2007-11-01,103595.893,1097334.0,1097334.0,335.107,3550.0,3550.0
2007-12-01,101494.781,1186656.0,1186656.0,312.219,3650.0,3650.0
2008-01-01,102145.304,1053392.0,1053392.0,464.696,4792.0,4792.0
2008-02-01,78655.703,778459.0,778459.0,842.297,8336.0,8336.0
2008-03-01,102012.516,1089330.0,1089330.0,320.48400000000004,3422.0,3422.0
2008-04-01,93823.629,1023590.0,1023590.0,849.3710000000001,9266.0,9266.0
2008-05-01,83020.487,941333.0,941333.0,1408.5130000000001,15971.0,15971.0
2008-06-01,89902.796,1071067.0,1071067.0,1221.204,14549.0,14549.0
2008-07-01,88915.135,1076528.0,1076528.0,791.865,9587.0,9587.0
2008-08-01,37440.044,438582.0,438582.0,562.956,6595.0,6595.0
2008-09-01,66755.431,735559.0,735559.0,782.5690000000001,8623.0,8623.0
2008-10-01,7738.072,133923.0,133923.0,235.928,4083.0,4083.0
2008-11-01,14256.732,189773.0,189773.0,585.268,7791.0,7791.0
2008-12-01,43577.876000000004,578920.0,578920.0,896.124,11905.0,11905.0
2009-01-01,103729.328,1208343.0,1208343.0,1024.672,11936.0,11936.0
2009-02-01,59426.256,728904.0,728904.0,1694.7440000000001,20787.0,20787.0
2009-03-01,42114.682,556058.0,556058.0,880.3180000000001,11623.0,11623.0
2009-04-01,69704.081,827225.0,827225.0,1021.9190000000001,12128.0,12128.0
2009-05-01,28839.573,397159.0,397159.0,617.427,8503.0,8503.0
2009-06-01,21431.521,323545.0,323545.0,890.479,13443.0,13443.0
2009-07-01,63679.557,862755.0,862755.0,1143.443,15492.0,15492.0
2009-08-01,60456.284,733196.0,733196.0,1197.7160000000001,14526.0,14526.0
2009-09-01,1809.074,55982.0,55982.0,97.926,3030.0,3030.0
2009-10-01,35722.951,452882.0,452882.0,879.0490000000001,11144.0,11144.0
2009-11-01,33743.203,479171.0,479171.0,154.797,2198.0,2198.0
2009-12-01,90858.82,1117122.0,1117122.0,1215.18,14941.0,14941.0
2010-01-01,129125.561,1503477.0,1503477.0,1230.439,14327.0,14327.0
2010-02-01,113025.266,1315738.0,1315738.0,741.734,8635.0,8635.0
2010-03-01,17487.303,264461.0,264461.0,296.697,4487.0,4487.0
2010-04-01,6481.936000000001,123085.0,123085.0,422.064,8015.0,8015.0
2010-05-01,35239.314,406728.0,406728.0,901.686,10407.0,10407.0
2010-06-01,142147.268,1723545.0,1723545.0,1204.732,14607.0,14607.0
2010-07-01,134340.394,1649570.0,1649570.0,1149.606,14116.0,14116.0
2010-08-01,79913.87299999999,995302.0,995302.0,1649.1270000000002,20539.0,20539.0
2010-09-01,61114.929000000004,714223.0,714223.0,765.071,8941.0,8941.0
2010-10-01,-2040.5980000000002,0.0,0.0,-36.402,0.0,0.0
2010-11-01,930.368,91074.0,91074.0,30.632,2999.0,2999.0
2010-12-01,110699.437,1410236.0,1410236.0,1192.563,15192.0,15192.0
2011-01-01,91474.036,1056562.0,1056562.0,1043.964,12058.0,12058.0
2011-02-01,34234.75,399075.0,399075.0,661.25,7708.0,7708.0
2011-03-01,6707.36,82761.0,82761.0,374.64,4623.0,4623.0
2011-04-01,7144.769,117982.0,117982.0,235.231,3884.0,3884.0
2011-05-01,30931.386,398022.0,398022.0,419.614,5400.0,5400.0
2011-06-01,32324.184,458320.0,458320.0,498.816,7073.0,7073.0
2011-07-01,74593.442,926304.0,926304.0,1188.558,14760.0,14760.0
2011-08-01,16514.492,236787.0,236787.0,627.508,8997.0,8997.0
2011-09-01,-1946.644,53158.0,53158.0,-5.356,146.0,146.0
2011-10-01,0.0,0.0,0.0,-1930.0,170.0,170.0
2011-11-01,-1908.482,0.0,0.0,-22.518,0.0,0.0
2011-12-01,0.0,0.0,0.0,-2055.0,29.0,29.0
2012-01-01,33603.113,411000.0,411000.0,905.887,11080.0,11080.0
2012-02-01,36691.929,503637.0,503637.0,346.071,4750.0,4750.0
2012-03-01,39666.35,479470.0,479470.0,342.65,4142.0,4142.0
2012-04-01,59303.919,687662.0,687662.0,9.081,105.0,105.0
2012-05-01,66548.718,838919.0,838919.0,377.282,4756.0,4756.0
2012-06-01,17315.608,245780.0,245780.0,556.392,7898.0,7898.0
2012-07-01,41138.517,651195.0,651195.0,783.483,12402.0,12402.0
2012-08-01,6889.778,90290.0,90290.0,406.222,5324.0,5324.0
2012-09-01,183.398,14546.0,14546.0,23.602,1872.0,1872.0
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0
