measured_on,"Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Bituminous Coal-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2003-01-01,248657.0,2740782.0,2740782.0,607.0,6693.0,6693.0
2003-02-01,215245.0,2432329.0,2432329.0,1907.0,21553.0,21553.0
2003-03-01,248546.0,2742538.0,2742538.0,886.0,9775.0,9775.0
2003-04-01,159807.0,1785454.0,1785454.0,677.0,7563.0,7563.0
2003-05-01,120138.0,1403919.0,1403919.0,1373.0,16043.0,16043.0
2003-06-01,126581.0,1413074.0,1413074.0,2549.0,28455.0,28455.0
2003-07-01,221931.0,2596132.0,2596132.0,1826.0,21361.0,21361.0
2003-08-01,237846.0,2735490.0,2735490.0,870.0,10005.0,10005.0
2003-09-01,173895.0,1976659.0,1976659.0,1174.0,13346.0,13346.0
2003-10-01,193796.0,2063022.0,2063022.0,906.0,9640.0,9640.0
2003-11-01,199087.0,2203551.0,2203551.0,1002.0,11095.0,11095.0
2003-12-01,240142.0,2614855.0,2614855.0,1051.0,11441.0,11441.0
2004-01-01,251731.0,2664521.0,2664521.0,1328.0,13462.0,13462.0
2004-02-01,220116.0,2427065.0,2427065.0,551.0,5944.0,5944.0
2004-03-01,223712.0,2464055.0,2464055.0,750.0,8266.0,8266.0
2004-04-01,238291.0,2698202.0,2698202.0,564.0,6114.0,6114.0
2004-05-01,136785.0,1532192.0,1532192.0,888.0,9945.0,9945.0
2004-06-01,141758.0,1675177.0,1675177.0,1423.0,16820.0,16820.0
2004-07-01,207870.0,2191710.0,2191710.0,1767.0,18635.0,18635.0
2004-08-01,127627.0,1505120.0,1505120.0,1201.0,14169.0,14169.0
2004-09-01,133173.0,1511699.0,1511699.0,841.0,9541.0,9541.0
2004-10-01,120560.0,1296140.0,1296140.0,306.0,3294.0,3294.0
2004-11-01,129034.0,1424102.0,1424102.0,223.0,2457.0,2457.0
2004-12-01,146231.0,1546189.0,1546189.0,1591.0,16820.0,16820.0
2005-01-01,175766.0,1984252.2,1984252.2,1064.0,12011.8,12011.8
2005-02-01,129412.0,1425536.0,1425536.0,976.0,10747.4,10747.4
2005-03-01,146065.0,1753036.8,1753036.8,874.0,10492.2,10492.2
2005-04-01,104192.0,1253401.6,1253401.6,1651.0,19859.2,19859.2
2005-05-01,100500.0,1232230.4,1232230.4,936.0,11083.8,11083.8
2005-06-01,165968.0,1871462.4,1871462.4,1177.0,13270.4,13270.4
