measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-02-01,-65.0,0.0,0.0
2003-03-01,-46.0,0.0,0.0
2003-04-01,-38.0,0.0,0.0
2003-05-01,-1.0,0.0,0.0
2003-06-01,-28.0,0.0,0.0
2003-07-01,-27.0,0.0,0.0
2003-08-01,419.0,10109.0,10109.0
2003-09-01,-34.0,0.0,0.0
2003-11-01,-5.0,0.0,0.0
2003-12-01,-72.0,0.0,0.0
2004-01-01,-49.345,2652.0,2652.0
2004-02-01,-34.862,1874.0,1874.0
2004-03-01,-13.144,707.0,707.0
2004-04-01,-3.0020000000000002,161.0,161.0
2004-05-01,-7.494000000000001,403.0,403.0
2004-06-01,-29.837,1604.0,1604.0
2004-07-01,-7.371,396.0,396.0
2004-08-01,-4.782,257.0,257.0
2004-09-01,-4.881,262.0,262.0
2004-10-01,-3.081,166.0,166.0
2004-11-01,-7.737,416.0,416.0
2004-12-01,-11.463000000000001,616.0,616.0
2005-01-01,177.196,9713.01,9713.01
2005-02-01,60.879000000000005,3337.08,3337.08
2005-03-01,67.476,3698.74,3698.74
2005-04-01,81.733,4480.22,4480.22
2005-05-01,75.909,4160.99,4160.99
2005-06-01,98.52300000000001,5400.56,5400.56
2005-07-01,100.284,5497.1,5497.1
2005-08-01,117.81,6457.76,6457.76
2005-09-01,77.119,4227.31,4227.31
2005-10-01,85.64200000000001,4694.5,4694.5
2005-11-01,68.849,3773.97,3773.97
2005-12-01,145.579,7979.95,7979.95
2006-01-01,11.87,3510.0,3510.0
2006-02-01,6.211,1836.0,1836.0
2006-03-01,5.2170000000000005,1543.0,1543.0
2006-04-01,9.994,2955.0,2955.0
2006-05-01,9.342,2762.0,2762.0
2006-06-01,8.491,2511.0,2511.0
2006-07-01,12.3,3637.0,3637.0
2006-08-01,11.931000000000001,3528.0,3528.0
2006-09-01,5.481,1621.0,1621.0
2006-10-01,5.79,1712.0,1712.0
2006-11-01,6.8180000000000005,2016.0,2016.0
2006-12-01,7.554,2234.0,2234.0
2007-01-01,54.829,2095.0,2095.0
2007-02-01,62.436,2385.0,2385.0
2007-03-01,52.036,1985.0,1985.0
2007-04-01,55.205,2107.0,2107.0
2007-05-01,56.851000000000006,2171.0,2171.0
2007-06-01,66.822,2553.0,2553.0
2007-07-01,52.249,1997.0,1997.0
2007-08-01,41.808,1597.0,1597.0
2007-09-01,39.603,1511.0,1511.0
2007-10-01,56.893,2171.0,2171.0
2007-11-01,46.716,1783.0,1783.0
2007-12-01,82.551,3149.0,3149.0
2008-01-01,-41.674,544.0,544.0
2008-02-01,-25.151,330.0,330.0
2008-03-01,-40.275,526.0,526.0
2008-04-01,-29.899,393.0,393.0
2008-05-01,-28.2,370.0,370.0
2008-06-01,-48.208000000000006,630.0,630.0
2008-07-01,-39.22,515.0,515.0
2008-08-01,-40.709,532.0,532.0
2008-09-01,-33.155,434.0,434.0
2008-10-01,-36.165,474.0,474.0
2008-11-01,-31.221,411.0,411.0
2008-12-01,-48.123000000000005,630.0,630.0
2009-01-01,-60.845,0.0,0.0
2009-02-01,-53.857,0.0,0.0
2009-03-01,-49.622,0.0,0.0
2009-04-01,-40.283,0.0,0.0
2009-05-01,-86.34,0.0,0.0
2009-06-01,-66.202,0.0,0.0
2009-07-01,-43.001000000000005,0.0,0.0
2009-08-01,-47.787,0.0,0.0
2009-09-01,-45.448,0.0,0.0
2009-10-01,-43.604,0.0,0.0
2009-11-01,-45.107,0.0,0.0
2009-12-01,-59.904,0.0,0.0
2010-01-01,-3.746,904.0,904.0
2010-02-01,-2.412,582.0,582.0
2010-03-01,-3.099,749.0,749.0
2010-04-01,-2.3280000000000003,565.0,565.0
2010-05-01,-4.918,1187.0,1187.0
2010-06-01,-4.063000000000001,979.0,979.0
2010-07-01,-3.4240000000000004,830.0,830.0
2010-08-01,-3.5300000000000002,853.0,853.0
2010-09-01,-2.882,697.0,697.0
2010-10-01,-1.7870000000000001,432.0,432.0
2010-11-01,-2.37,570.0,570.0
2010-12-01,-3.4410000000000003,830.0,830.0
2011-01-01,0.0,0.0,0.0
2011-02-01,0.0,0.0,0.0
2011-03-01,0.0,0.0,0.0
2011-04-01,0.0,0.0,0.0
2011-05-01,0.0,0.0,0.0
2011-06-01,0.0,0.0,0.0
2011-07-01,0.0,0.0,0.0
2011-08-01,0.0,0.0,0.0
2011-09-01,0.0,0.0,0.0
2011-10-01,0.0,0.0,0.0
2011-11-01,0.0,0.0,0.0
2011-12-01,0.0,0.0,0.0
2012-01-01,0.0,0.0,0.0
2012-02-01,0.0,0.0,0.0
2012-03-01,0.0,0.0,0.0
2012-04-01,0.0,0.0,0.0
2012-05-01,0.0,0.0,0.0
2012-06-01,0.0,0.0,0.0
2012-07-01,0.0,0.0,0.0
2012-08-01,0.0,0.0,0.0
2012-09-01,0.0,0.0,0.0
2012-10-01,0.0,0.0,0.0
2012-11-01,0.0,0.0,0.0
2012-12-01,0.0,0.0,0.0
2013-01-01,0.0,0.0,0.0
2013-02-01,0.0,0.0,0.0
2013-03-01,0.0,0.0,0.0
2013-04-01,0.0,0.0,0.0
2013-05-01,0.0,0.0,0.0
2013-06-01,0.0,0.0,0.0
