measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-10-01,79.25,1174.0,1174.0,0.0,0.0,0.0,,,,2.923,910.0,910.0
2004-11-01,79.25,1174.0,1174.0,0.0,0.0,0.0,,,,6.498,2023.0,2023.0
2004-12-01,79.25,1174.0,1174.0,0.0,0.0,0.0,,,,5.6370000000000005,1755.0,1755.0
2005-01-01,125.715,1821.79,1821.79,0.0,0.0,0.0,,,,404.94800000000004,8521.6,8521.6
2005-02-01,63.804,924.6,924.6,0.0,0.0,0.0,,,,336.165,7074.14,7074.14
2005-03-01,77.221,1119.04,1119.04,0.0,0.0,0.0,,,,416.31300000000005,8760.75,8760.75
2005-04-01,80.465,1166.06,1166.06,0.0,0.0,0.0,,,,410.197,8632.05,8632.05
2005-05-01,94.815,1374.0,1374.0,0.0,0.0,0.0,,,,483.55600000000004,10175.79,10175.79
2005-06-01,85.84400000000001,1244.0,1244.0,0.0,0.0,0.0,,,,610.2610000000001,12842.12,12842.12
2005-07-01,137.459,1991.97,1991.97,0.0,0.0,0.0,,,,764.839,16095.02,16095.02
2005-08-01,152.119,2204.41,2204.41,0.0,0.0,0.0,,,,792.29,16672.69,16672.69
2005-09-01,151.06300000000002,2189.11,2189.11,0.0,0.0,0.0,,,,602.884,12686.88,12686.88
2005-10-01,90.13900000000001,1306.24,1306.24,0.0,0.0,0.0,,,,481.63,10135.27,10135.27
2005-11-01,71.84700000000001,1041.17,1041.17,0.0,0.0,0.0,,,,410.91,8647.06,8647.06
2005-12-01,156.508,2268.01,2268.01,0.0,0.0,0.0,,,,401.00600000000003,8438.64,8438.64
2006-01-01,34.43,494.0,494.0,0.0,0.0,0.0,,,,652.503,12207.0,12207.0
2006-02-01,34.071000000000005,489.0,489.0,0.0,0.0,0.0,,,,774.135,14483.0,14483.0
2006-03-01,29.873,429.0,429.0,0.0,0.0,0.0,,,,882.9720000000001,16519.0,16519.0
2006-04-01,39.408,566.0,566.0,0.0,0.0,0.0,,,,987.624,18477.0,18477.0
2006-05-01,35.615,511.0,511.0,0.0,0.0,0.0,,,,1143.915,21400.0,21400.0
2006-06-01,42.594,611.0,611.0,0.0,0.0,0.0,,,,1457.659,27270.0,27270.0
2006-07-01,41.319,593.0,593.0,0.0,0.0,0.0,,,,1832.595,34284.0,34284.0
2006-08-01,44.468,638.0,638.0,0.0,0.0,0.0,,,,1855.707,34717.0,34717.0
2006-09-01,31.59,453.0,453.0,0.0,0.0,0.0,,,,1262.627,23621.0,23621.0
2006-10-01,40.66,584.0,584.0,0.0,0.0,0.0,,,,1143.1970000000001,21387.0,21387.0
2006-11-01,35.49,509.0,509.0,0.0,0.0,0.0,,,,849.0020000000001,15883.0,15883.0
2006-12-01,39.483000000000004,567.0,567.0,0.0,0.0,0.0,,,,885.063,16558.0,16558.0
2007-01-01,58.364000000000004,638.0,638.0,,,,,,,-138.0,0.0,0.0
2007-02-01,47.476,521.0,521.0,,,,,,,-118.0,0.0,0.0
2007-03-01,24.275,269.0,269.0,,,,,,,-129.0,0.0,0.0
2007-04-01,222.75300000000001,2447.0,2447.0,,,,,,,-102.0,0.0,0.0
2007-05-01,472.90900000000005,5191.0,5191.0,,,,,,,-57.0,0.0,0.0
2007-06-01,84.144,924.0,924.0,,,,,,,1919.0,26681.0,26681.0
2007-07-01,50.186,549.0,549.0,,,,,,,8780.0,118201.0,118201.0
2007-08-01,80.013,879.0,879.0,,,,,,,5789.0,81534.0,81534.0
2007-09-01,63.465,694.0,694.0,,,,,,,1690.0,21715.0,21715.0
2007-10-01,54.88,605.0,605.0,,,,,,,3943.0,51867.0,51867.0
2007-11-01,43.215,476.0,476.0,,,,,,,-73.0,0.0,0.0
2007-12-01,64.319,706.0,706.0,,,,,,,-133.0,0.0,0.0
2008-01-01,-3.551,435.0,435.0,,,,,,,-134.0,0.0,0.0
2008-02-01,-2.2,270.0,270.0,,,,,,,-127.0,0.0,0.0
2008-03-01,-1.572,193.0,193.0,,,,,,,-133.0,0.0,0.0
2008-04-01,-2.619,319.0,319.0,,,,,,,962.0,15012.0,15012.0
2008-05-01,-6.054,743.0,743.0,,,,,,,-45.0,0.0,0.0
2008-06-01,-0.684,83.0,83.0,,,,,,,-43.0,0.0,0.0
2008-07-01,-0.56,66.0,66.0,,,,,,,-45.0,0.0,0.0
2008-08-01,-1.1500000000000001,143.0,143.0,,,,,,,-42.0,0.0,0.0
2008-09-01,-2.869,352.0,352.0,,,,,,,6.0,1145.0,1145.0
2008-10-01,-0.898,110.0,110.0,,,,,,,0.0,0.0,0.0
2008-11-01,-2.4810000000000003,303.0,303.0,,,,,,,0.0,0.0,0.0
2008-12-01,-2.362,286.0,286.0,,,,,,,0.0,0.0,0.0
2009-01-01,-18.406000000000002,105.0,105.0,,,,,,,-129.0,0.0,0.0
2009-02-01,-2.8560000000000003,17.0,17.0,,,,,,,-112.0,0.0,0.0
2009-03-01,-9.233,55.0,55.0,,,,,,,-74.0,0.0,0.0
2009-04-01,-12.89,77.0,77.0,,,,,,,-65.0,0.0,0.0
2009-05-01,-22.135,127.0,127.0,,,,,,,-56.0,0.0,0.0
2009-06-01,-15.292000000000002,88.0,88.0,,,,,,,-41.0,0.0,0.0
2009-07-01,-14.975,88.0,88.0,,,,,,,400.0,9363.0,9363.0
2009-08-01,-20.323,116.0,116.0,,,,,,,1653.0,25058.0,25058.0
2009-09-01,-11.588000000000001,66.0,66.0,,,,,,,-42.0,0.0,0.0
2009-10-01,-41.88,242.0,242.0,,,,,,,451.0,8745.0,8745.0
2009-11-01,-11.746,66.0,66.0,,,,,,,-121.0,0.0,0.0
2009-12-01,-18.676000000000002,110.0,110.0,,,,,,,-136.0,0.0,0.0
2010-01-01,-34.266,270.0,270.0,,,,,,,-131.0,0.0,0.0
2010-02-01,-9.927,77.0,77.0,,,,,,,-118.0,0.0,0.0
2010-03-01,-18.178,143.0,143.0,,,,,,,-122.0,0.0,0.0
2010-04-01,-16.648,132.0,132.0,,,,,,,-41.0,0.0,0.0
2010-05-01,-18.126,143.0,143.0,,,,,,,-44.0,0.0,0.0
2010-06-01,-18.836000000000002,149.0,149.0,,,,,,,-42.0,0.0,0.0
2010-07-01,-3.282,28.0,28.0,,,,,,,-46.0,0.0,0.0
2010-08-01,-9.114,72.0,72.0,,,,,,,1380.0,5152.0,5152.0
2010-09-01,-6.378,50.0,50.0,,,,,,,-47.0,0.0,0.0
2010-10-01,-11.985000000000001,94.0,94.0,,,,,,,-60.0,0.0,0.0
2010-11-01,-5.809,44.0,44.0,,,,,,,-127.0,0.0,0.0
2010-12-01,-46.451,369.0,369.0,,,,,,,-134.0,0.0,0.0
2011-01-01,-7.242,83.0,83.0,,,,,,,-137.0,0.0,0.0
2011-02-01,-5.872,72.0,72.0,,,,,,,-125.0,0.0,0.0
2011-03-01,-7.899,94.0,94.0,,,,,,,-118.0,0.0,0.0
2011-04-01,-48.987,589.0,589.0,,,,,,,-103.0,0.0,0.0
2011-05-01,-3.534,44.0,44.0,,,,,,,-78.0,0.0,0.0
2011-06-01,-22.826,275.0,275.0,,,,,,,-49.0,0.0,0.0
2011-07-01,-8.304,99.0,99.0,,,,,,,2740.0,226.0,226.0
2011-08-01,-15.221,182.0,182.0,,,,,,,2882.0,382.0,382.0
2011-09-01,-6.45,77.0,77.0,,,,,,,-42.0,0.0,0.0
2011-10-01,-10.416,127.0,127.0,,,,,,,-47.0,0.0,0.0
2011-11-01,-7.326,88.0,88.0,,,,,,,-104.0,0.0,0.0
2011-12-01,-20.923,253.0,253.0,,,,,,,-109.0,0.0,0.0
2012-01-01,-17.472,33.0,33.0,,,,,,,-112.0,0.0,0.0
2012-02-01,-17.6,33.0,33.0,,,,,,,-116.0,0.0,0.0
2012-03-01,-28.026,55.0,55.0,,,,,,,-123.0,0.0,0.0
2012-04-01,-36.232,66.0,66.0,,,,,,,-103.0,0.0,0.0
2012-05-01,-19.619,39.0,39.0,,,,,,,-50.0,0.0,0.0
2012-06-01,-17.112,33.0,33.0,,,,,,,-42.0,0.0,0.0
2012-07-01,-2.942,6.0,6.0,,,,,,,-45.0,0.0,0.0
2012-08-01,-1.678,6.0,6.0,,,,,,,-45.0,0.0,0.0
2012-09-01,-17.165,33.0,33.0,,,,,,,-45.0,0.0,0.0
2012-10-01,-38.903,72.0,72.0,,,,,,,-96.0,0.0,0.0
2012-11-01,-29.193,55.0,55.0,,,,,,,-111.0,0.0,0.0
2012-12-01,-39.058,72.0,72.0,,,,,,,-113.0,0.0,0.0
2013-01-01,-35.834,134.0,134.0,,,,,,,0.0,0.0,0.0
2013-02-01,-10.945,39.0,39.0,,,,,,,0.0,0.0,0.0
2013-03-01,-28.927,112.0,112.0,,,,,,,0.0,0.0,0.0
2013-04-01,-13.314,50.0,50.0,,,,,,,0.0,0.0,0.0
2013-05-01,-1.882,6.0,6.0,,,,,,,0.0,0.0,0.0
2013-06-01,-20.399,78.0,78.0,,,,,,,0.0,0.0,0.0
2013-07-01,-23.385,89.0,89.0,,,,,,,0.0,0.0,0.0
2013-08-01,-13.107,50.0,50.0,,,,,,,0.0,0.0,0.0
2013-09-01,-12.481,50.0,50.0,,,,,,,0.0,0.0,0.0
2013-10-01,-21.623,84.0,84.0,,,,,,,0.0,0.0,0.0
2013-11-01,-39.439,151.0,151.0,,,,,,,0.0,0.0,0.0
2013-12-01,-28.664,112.0,112.0,,,,,,,0.0,0.0,0.0
2014-01-01,-18.012,34.0,34.0,,,,,,,0.0,0.0,0.0
2014-02-01,-15.132,29.0,29.0,,,,,,,0.0,0.0,0.0
2014-03-01,-17.108,34.0,34.0,,,,,,,0.0,0.0,0.0
2014-04-01,-16.387,29.0,29.0,,,,,,,0.0,0.0,0.0
2014-05-01,-40.801,74.0,74.0,,,,,,,0.0,0.0,0.0
2014-06-01,-20.495,40.0,40.0,,,,,,,0.0,0.0,0.0
2014-07-01,-2.923,6.0,6.0,,,,,,,0.0,0.0,0.0
2014-08-01,-16.715,34.0,34.0,,,,,,,0.0,0.0,0.0
2014-09-01,-18.339,34.0,34.0,,,,,,,0.0,0.0,0.0
2014-10-01,-79.849,149.0,149.0,,,,,,,0.0,0.0,0.0
2014-11-01,-8.129,17.0,17.0,,,,,,,0.0,0.0,0.0
2014-12-01,-62.11,114.0,114.0,,,,,,,0.0,0.0,0.0
2015-01-01,-3.694,45.0,45.0,,,,0.0,0.0,0.0,,,
2015-02-01,-5.94,62.0,62.0,,,,0.0,0.0,0.0,,,
2015-03-01,-2.53,28.0,28.0,,,,0.0,0.0,0.0,,,
2015-04-01,-1.684,17.0,17.0,,,,0.0,0.0,0.0,,,
2015-05-01,-3.703,39.0,39.0,,,,0.0,0.0,0.0,,,
2015-06-01,-5.4,56.0,56.0,,,,0.0,0.0,0.0,,,
2015-07-01,-3.651,39.0,39.0,,,,0.0,0.0,0.0,,,
2015-08-01,-1.641,17.0,17.0,,,,0.0,0.0,0.0,,,
2015-09-01,-2.585,28.0,28.0,,,,0.0,0.0,0.0,,,
2015-10-01,-1.125,11.0,11.0,,,,0.0,0.0,0.0,,,
2015-11-01,-4.089,45.0,45.0,,,,0.0,0.0,0.0,,,
2015-12-01,-5.958,62.0,62.0,,,,0.0,0.0,0.0,,,
2016-01-01,-1.028,29.0,29.0,,,,0.0,0.0,0.0,,,
2016-02-01,-8.325,237.0,237.0,,,,0.0,0.0,0.0,,,
2016-03-01,-1.668,46.0,46.0,,,,0.0,0.0,0.0,,,
2016-04-01,-0.174,6.0,6.0,,,,0.0,0.0,0.0,,,
2016-05-01,-3.062,87.0,87.0,,,,0.0,0.0,0.0,,,
2016-06-01,-1.748,52.0,52.0,,,,0.0,0.0,0.0,,,
2016-07-01,-2.139,64.0,64.0,,,,0.0,0.0,0.0,,,
2016-08-01,-1.249,35.0,35.0,,,,0.0,0.0,0.0,,,
2016-09-01,-1.992,58.0,58.0,,,,0.0,0.0,0.0,,,
2016-10-01,-2.519,69.0,69.0,,,,0.0,0.0,0.0,,,
2016-11-01,-6.024,174.0,174.0,,,,0.0,0.0,0.0,,,
2016-12-01,-3.072,87.0,87.0,,,,0.0,0.0,0.0,,,
2017-01-01,-17.006,68.0,68.0,,,,0.0,0.0,0.0,,,
2017-02-01,-14.593,57.0,57.0,,,,0.0,0.0,0.0,,,
2017-03-01,-10.582,40.0,40.0,,,,0.0,0.0,0.0,,,
2017-04-01,-12.855,51.0,51.0,,,,0.0,0.0,0.0,,,
2017-05-01,-14.693,57.0,57.0,,,,0.0,0.0,0.0,,,
2017-06-01,-12.62,51.0,51.0,,,,0.0,0.0,0.0,,,
2017-07-01,-10.225,40.0,40.0,,,,0.0,0.0,0.0,,,
2017-08-01,-8.533,34.0,34.0,,,,0.0,0.0,0.0,,,
2017-09-01,-8.656,34.0,34.0,,,,0.0,0.0,0.0,,,
2017-10-01,-10.315,40.0,40.0,,,,0.0,0.0,0.0,,,
2017-11-01,-10.776,40.0,40.0,,,,0.0,0.0,0.0,,,
2017-12-01,-14.146,57.0,57.0,,,,0.0,0.0,0.0,,,
2018-01-01,-10.771,46.0,46.0,,,,0.0,0.0,0.0,,,
2018-02-01,-9.818,40.0,40.0,,,,0.0,0.0,0.0,,,
2018-03-01,-8.995,34.0,34.0,,,,0.0,0.0,0.0,,,
2018-04-01,-11.018,40.0,40.0,,,,0.0,0.0,0.0,,,
2018-05-01,-9.055,34.0,34.0,,,,0.0,0.0,0.0,,,
2018-06-01,-11.941,46.0,46.0,,,,0.0,0.0,0.0,,,
2018-07-01,-7.886,29.0,29.0,,,,0.0,0.0,0.0,,,
2018-08-01,-8.743,34.0,34.0,,,,0.0,0.0,0.0,,,
2018-09-01,-7.709,29.0,29.0,,,,0.0,0.0,0.0,,,
2018-10-01,-17.043,68.0,68.0,,,,0.0,0.0,0.0,,,
2018-11-01,-10.392,40.0,40.0,,,,0.0,0.0,0.0,,,
2018-12-01,-6.629,23.0,23.0,,,,0.0,0.0,0.0,,,
2019-01-01,-10.14,50.0,50.0,,,,0.0,0.0,0.0,,,
2019-02-01,-9.821,50.0,50.0,,,,0.0,0.0,0.0,,,
2019-03-01,-8.883,45.0,45.0,,,,0.0,0.0,0.0,,,
2019-04-01,-8.397,39.0,39.0,,,,0.0,0.0,0.0,,,
2019-05-01,-12.392,62.0,62.0,,,,0.0,0.0,0.0,,,
2019-06-01,-8.757,45.0,45.0,,,,0.0,0.0,0.0,,,
2019-07-01,-9.604,45.0,45.0,,,,0.0,0.0,0.0,,,
2019-08-01,-7.94,39.0,39.0,,,,0.0,0.0,0.0,,,
2019-09-01,-9.605,45.0,45.0,,,,0.0,0.0,0.0,,,
2019-10-01,-7.446,39.0,39.0,,,,0.0,0.0,0.0,,,
2019-11-01,-9.086,45.0,45.0,,,,0.0,0.0,0.0,,,
2019-12-01,-16.929,84.0,84.0,,,,0.0,0.0,0.0,,,
2020-01-01,-11.487,17.0,17.0,,,,0.0,0.0,0.0,,,
2020-02-01,-9.162,11.0,11.0,,,,0.0,0.0,0.0,,,
2020-03-01,-8.453,11.0,11.0,,,,0.0,0.0,0.0,,,
2020-04-01,-11.316,17.0,17.0,,,,0.0,0.0,0.0,,,
2020-05-01,-7.721,11.0,11.0,,,,0.0,0.0,0.0,,,
2020-06-01,-9.773,11.0,11.0,,,,0.0,0.0,0.0,,,
2020-07-01,-9.208,11.0,11.0,,,,0.0,0.0,0.0,,,
2020-08-01,-10.217,17.0,17.0,,,,0.0,0.0,0.0,,,
2020-09-01,-12.269,17.0,17.0,,,,0.0,0.0,0.0,,,
2020-10-01,-10.431,17.0,17.0,,,,0.0,0.0,0.0,,,
2020-11-01,-13.56,17.0,17.0,,,,0.0,0.0,0.0,,,
2020-12-01,-12.403,17.0,17.0,,,,0.0,0.0,0.0,,,
2021-01-01,-10.791,28.0,28.0,,,,0.0,0.0,0.0,,,
2021-02-01,-12.407,39.0,39.0,,,,0.0,0.0,0.0,,,
2021-03-01,-11.42,34.0,34.0,,,,0.0,0.0,0.0,,,
2021-04-01,-14.437,45.0,45.0,,,,0.0,0.0,0.0,,,
2021-05-01,-15.148,45.0,45.0,,,,0.0,0.0,0.0,,,
2021-06-01,-9.034,28.0,28.0,,,,0.0,0.0,0.0,,,
2021-07-01,-12.198,34.0,34.0,,,,0.0,0.0,0.0,,,
2021-08-01,-8.597,28.0,28.0,,,,0.0,0.0,0.0,,,
2021-09-01,-11.956,34.0,34.0,,,,0.0,0.0,0.0,,,
2021-10-01,-11.51,34.0,34.0,,,,0.0,0.0,0.0,,,
2021-11-01,-10.583,34.0,34.0,,,,0.0,0.0,0.0,,,
2021-12-01,-11.919,34.0,34.0,,,,0.0,0.0,0.0,,,
2022-01-01,-12.326,17.0,17.0,,,,0.0,0.0,0.0,,,
2022-02-01,-16.136,11.0,11.0,,,,0.0,0.0,0.0,,,
2022-03-01,-15.529,11.0,11.0,,,,0.0,0.0,0.0,,,
2022-04-01,-13.884,11.0,11.0,,,,0.0,0.0,0.0,,,
2022-05-01,-9.178,6.0,6.0,,,,0.0,0.0,0.0,,,
2022-06-01,-17.265,11.0,11.0,,,,0.0,0.0,0.0,,,
2022-07-01,-25.98,22.0,22.0,,,,0.0,0.0,0.0,,,
2022-08-01,-10.347,6.0,6.0,,,,0.0,0.0,0.0,,,
2022-09-01,-12.639,11.0,11.0,,,,0.0,0.0,0.0,,,
2022-10-01,-12.908,11.0,11.0,,,,0.0,0.0,0.0,,,
2022-11-01,-17.675,11.0,11.0,,,,0.0,0.0,0.0,,,
2022-12-01,-18.133,11.0,11.0,,,,0.0,0.0,0.0,,,
2023-01-01,-13.154,29.0,29.0,,,,0.0,0.0,0.0,,,
2023-02-01,-13.527,34.0,34.0,,,,0.0,0.0,0.0,,,
2023-03-01,-13.734,40.0,40.0,,,,0.0,0.0,0.0,,,
2023-04-01,-17.526,46.0,46.0,,,,0.0,0.0,0.0,,,
2023-05-01,-22.742,63.0,63.0,,,,0.0,0.0,0.0,,,
2023-06-01,-20.615,57.0,57.0,,,,0.0,0.0,0.0,,,
2023-07-01,-14.566,40.0,40.0,,,,0.0,0.0,0.0,,,
2023-08-01,-13.807,40.0,40.0,,,,0.0,0.0,0.0,,,
2023-09-01,-15.893,46.0,46.0,,,,0.0,0.0,0.0,,,
2023-10-01,-15.173,40.0,40.0,,,,0.0,0.0,0.0,,,
2023-11-01,-12.452,34.0,34.0,,,,0.0,0.0,0.0,,,
2023-12-01,-15.811,46.0,46.0,,,,0.0,0.0,0.0,,,
2024-01-01,-16.188,105.0,105.0,,,,0.0,0.0,0.0,,,
2024-02-01,-8.669,55.0,55.0,,,,0.0,0.0,0.0,,,
2024-03-01,-9.382,61.0,61.0,,,,0.0,0.0,0.0,,,
2024-04-01,-14.327,94.0,94.0,,,,0.0,0.0,0.0,,,
2024-05-01,-12.375,83.0,83.0,,,,0.0,0.0,0.0,,,
2024-06-01,-18.825,127.0,127.0,,,,0.0,0.0,0.0,,,
2024-07-01,-18.099,121.0,121.0,,,,0.0,0.0,0.0,,,
2024-08-01,-10.575,72.0,72.0,,,,0.0,0.0,0.0,,,
2024-09-01,-16.223,105.0,105.0,,,,0.0,0.0,0.0,,,
2024-10-01,-17.471,116.0,116.0,,,,0.0,0.0,0.0,,,
2024-11-01,-13.242,88.0,88.0,,,,0.0,0.0,0.0,,,
2024-12-01,-12.624,83.0,83.0,,,,0.0,0.0,0.0,,,
