measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-01-01,26.95,379.0,379.0
2021-02-01,26.206,368.0,368.0
2021-03-01,20.424,287.0,287.0
2021-04-01,23.266,326.0,326.0
2021-05-01,26.631,374.0,374.0
2021-06-01,36.249,509.0,509.0
2021-07-01,39.934,562.0,562.0
2021-08-01,40.724,572.0,572.0
2021-09-01,34.413,484.0,484.0
2021-10-01,29.119,409.0,409.0
2021-11-01,23.951,336.0,336.0
2021-12-01,25.133,353.0,353.0
2022-01-01,23.496,332.0,332.0
2022-02-01,20.917,296.0,296.0
2022-03-01,16.656,235.0,235.0
2022-04-01,17.363,246.0,246.0
2022-05-01,25.65,362.0,362.0
2022-06-01,31.223,442.0,442.0
2022-07-01,36.793,521.0,521.0
2022-08-01,36.985,523.0,523.0
2022-09-01,31.176,440.0,440.0
2022-10-01,24.095,341.0,341.0
2022-11-01,22.584,319.0,319.0
2022-12-01,25.062,354.0,354.0
2023-01-01,22.987,328.0,328.0
2023-02-01,21.681,306.0,306.0
2023-03-01,21.398,302.0,302.0
2023-04-01,20.665,292.0,292.0
2023-05-01,29.504,416.0,416.0
2023-06-01,34.082,481.0,481.0
2023-07-01,37.378,528.0,528.0
2023-08-01,41.141,581.0,581.0
2023-09-01,34.658,490.0,490.0
2023-10-01,25.583,361.0,361.0
2023-11-01,23.719,335.0,335.0
2023-12-01,25.204,356.0,356.0
2024-01-01,21.514,305.0,305.0
2024-02-01,14.854,210.0,210.0
2024-03-01,16.856,239.0,239.0
2024-04-01,15.837,224.0,224.0
2024-05-01,21.16,300.0,300.0
2024-06-01,23.872,337.0,337.0
2024-07-01,25.804,365.0,365.0
2024-08-01,29.157,413.0,413.0
2024-09-01,24.192,342.0,342.0
2024-10-01,20.956,296.0,296.0
2024-11-01,16.788,238.0,238.0
2024-12-01,18.01,254.0,254.0
