measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2012-01-01,5444.792,51813.0,51813.0
2012-02-01,2881.12,27417.0,27417.0
2012-03-01,4346.702,41363.0,41363.0
2012-04-01,3122.009,29709.0,29709.0
2012-05-01,3272.254,31139.0,31139.0
2012-06-01,3659.8,34827.0,34827.0
2012-07-01,1905.929,18137.0,18137.0
2012-08-01,1914.464,18218.0,18218.0
2012-09-01,2351.941,22381.0,22381.0
2012-10-01,4016.791,38224.0,38224.0
2012-11-01,4221.762,40174.0,40174.0
2012-12-01,5122.436,48745.0,48745.0
2013-01-01,4918.826,46931.0,46931.0
2013-02-01,4511.753,43047.0,43047.0
2013-03-01,3332.608,31796.0,31796.0
2013-04-01,3910.086,37306.0,37306.0
2013-05-01,3161.39,30163.0,30163.0
2013-06-01,2614.204,24942.0,24942.0
2013-07-01,2100.552,20041.0,20041.0
2013-08-01,1365.812,13031.0,13031.0
2013-09-01,2035.51,19421.0,19421.0
2013-10-01,3030.014,28909.0,28909.0
2013-11-01,4704.448,44885.0,44885.0
2013-12-01,6192.797,59085.0,59085.0
2014-01-01,5223.312,49674.0,49674.0
2014-02-01,3472.434,33023.0,33023.0
2014-03-01,3500.607,33291.0,33291.0
2014-04-01,3789.313,36036.0,36036.0
2014-05-01,1935.061,18402.0,18402.0
2014-06-01,2464.701,23439.0,23439.0
2014-07-01,1949.478,18540.0,18540.0
2014-08-01,1977.886,18810.0,18810.0
2014-09-01,2103.674,20006.0,20006.0
2014-10-01,3936.301,37434.0,37434.0
2014-11-01,4630.374,44035.0,44035.0
2014-12-01,4054.539,38559.0,38559.0
2015-01-01,4809.203,44817.0,44817.0
2015-02-01,3120.319,29078.0,29078.0
2015-03-01,4441.507,41390.0,41390.0
2015-04-01,2736.57,25502.0,25502.0
2015-05-01,1885.683,17573.0,17573.0
2015-06-01,1523.238,14195.0,14195.0
2015-07-01,2467.407,22994.0,22994.0
2015-08-01,2180.102,20316.0,20316.0
2015-09-01,2637.41,24578.0,24578.0
2015-10-01,3088.921,28786.0,28786.0
2015-11-01,3894.404,36292.0,36292.0
2015-12-01,3865.236,36020.0,36020.0
2016-01-01,3641.476,33618.0,33618.0
2016-02-01,4863.972,44904.0,44904.0
2016-03-01,4129.402,38123.0,38123.0
2016-04-01,3001.913,27714.0,27714.0
2016-05-01,2592.694,23936.0,23936.0
2016-06-01,2770.486,25577.0,25577.0
2016-07-01,2308.674,21314.0,21314.0
2016-08-01,2084.132,19241.0,19241.0
2016-09-01,3114.626,28754.0,28754.0
2016-10-01,2772.914,25600.0,25600.0
2016-11-01,3780.725,34904.0,34904.0
2016-12-01,4490.986,41461.0,41461.0
2017-01-01,3442.061,31712.0,31712.0
2017-02-01,3366.93,31020.0,31020.0
2017-03-01,3547.569,32684.0,32684.0
2017-04-01,3517.167,32404.0,32404.0
2017-05-01,3365.05,31002.0,31002.0
2017-06-01,2539.883,23400.0,23400.0
2017-07-01,2095.733,19308.0,19308.0
2017-08-01,2277.879,20986.0,20986.0
2017-09-01,2365.747,21796.0,21796.0
2017-10-01,3577.643,32961.0,32961.0
2017-11-01,3421.524,31523.0,31523.0
2017-12-01,3629.814,33441.0,33441.0
2018-01-01,3415.793,31097.0,31097.0
2018-02-01,3171.211,28871.0,28871.0
2018-03-01,3997.777,36396.0,36396.0
2018-04-01,4034.045,36726.0,36726.0
2018-05-01,3001.063,27322.0,27322.0
2018-06-01,3320.727,30232.0,30232.0
2018-07-01,2650.091,24126.0,24126.0
2018-08-01,2748.236,25020.0,25020.0
2018-09-01,2795.842,25453.0,25453.0
2018-10-01,2952.639,26881.0,26881.0
2018-11-01,3241.112,29507.0,29507.0
2018-12-01,3391.464,30876.0,30876.0
2019-01-01,5709.63,50844.0,50844.0
2019-02-01,5657.633,50381.0,50381.0
2019-03-01,5597.778,49848.0,49848.0
2019-04-01,6020.883,53616.0,53616.0
2019-05-01,5541.774,49349.0,49349.0
2019-06-01,4993.67,44469.0,44469.0
2019-07-01,5122.052,45612.0,45612.0
2019-08-01,4633.12,41258.0,41258.0
2019-09-01,5889.588,52447.0,52447.0
2019-10-01,5713.577,50879.0,50879.0
2019-11-01,5786.713,51531.0,51531.0
2019-12-01,5743.582,51147.0,51147.0
2020-01-01,7781.295,68219.0,68219.0
2020-02-01,8115.15,71146.0,71146.0
2020-03-01,6416.941,56257.0,56257.0
2020-04-01,6575.621,57648.0,57648.0
2020-05-01,5170.624,45331.0,45331.0
2020-06-01,5867.601,51441.0,51441.0
2020-07-01,4131.976,36225.0,36225.0
2020-08-01,3979.782,34891.0,34891.0
