measured_on,"Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Generation","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Quantity Consumed For Electricity","Geothermal - Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) - Geothermal - Total Fuel Consumed"
2003-01-01,17905.0,183365.11,183365.11
2003-02-01,15730.0,161090.93,161090.93
2003-03-01,17270.0,176862.07,176862.07
2003-04-01,16390.0,167849.99,167849.99
2003-05-01,17263.0,176790.38,176790.38
2003-06-01,16571.0,169703.61,169703.61
2003-07-01,16730.0,171331.93,171331.93
2003-08-01,16321.0,167143.36,167143.36
2003-09-01,15637.0,160138.52,160138.52
2003-10-01,13987.0,143240.87,143240.87
2003-11-01,17293.0,177097.61,177097.61
2003-12-01,17368.0,177865.69,177865.69
2004-01-01,17157.0,171947.45,171947.45
2004-02-01,15771.0,158056.96,158056.96
2004-03-01,15580.0,156142.76,156142.76
2004-04-01,17048.0,170855.06,170855.06
2004-05-01,16428.0,164641.42,164641.42
2004-06-01,16592.0,166285.02,166285.02
2004-07-01,16741.0,167778.3,167778.3
2004-08-01,17359.0,173971.9,173971.9
2004-09-01,12470.0,124974.34,124974.34
2004-10-01,17396.0,174342.71,174342.71
2004-11-01,16463.0,164992.19,164992.19
2004-12-01,15871.0,159059.16,159059.16
2005-01-01,13008.0,130066.99,130066.99
2005-02-01,12090.0,120887.91,120887.91
2005-03-01,16715.0,167133.29,167133.29
2005-04-01,15757.0,157554.24,157554.24
2005-05-01,16550.0,165483.45,165483.45
2005-06-01,15256.0,152544.74,152544.74
2005-07-01,16497.0,164953.5,164953.5
2005-08-01,16452.0,164503.55,164503.55
2005-09-01,16331.0,163293.67,163293.67
2005-10-01,12921.0,129197.08,129197.08
2005-11-01,16146.0,161443.85,161443.85
2005-12-01,17079.0,170772.92,170772.92
2006-01-01,14643.0,145243.92,145243.92
2006-02-01,15347.0,152226.89,152226.89
2006-03-01,16988.0,168503.97,168503.97
2006-04-01,16271.0,161392.05,161392.05
2006-05-01,12874.0,127697.21,127697.21
2006-06-01,15230.0,151066.37,151066.37
2006-07-01,16505.0,163713.1,163713.1
2006-08-01,16564.0,164298.32,164298.32
2006-09-01,16103.0,159725.66,159725.66
2006-10-01,17028.0,168900.73,168900.73
2006-11-01,16461.0,163276.66,163276.66
2006-12-01,16594.0,164595.89,164595.89
2007-01-01,16376.0,161860.38,161860.38
2007-02-01,15130.0,149544.92,149544.92
2007-03-01,16991.0,167939.04,167939.04
2007-04-01,6852.0,67725.17,67725.17
2007-05-01,-140.0,-1383.76,-1383.76
2007-06-01,9968.0,98523.71,98523.71
2007-07-01,13850.0,136893.4,136893.4
2007-08-01,16431.0,162404.0,162404.0
2007-09-01,13436.0,132801.42,132801.42
2007-10-01,17533.0,173296.17,173296.17
2007-11-01,16624.0,164311.62,164311.62
2007-12-01,20874.0,206318.62,206318.62
2008-01-01,16855.0,166089.17,166089.17
2008-02-01,13080.0,128890.32,128890.32
2008-03-01,20360.0,200627.44,200627.44
2008-04-01,18846.0,185708.48,185708.48
2008-05-01,24978.0,246133.21,246133.21
2008-06-01,22461.0,221330.69,221330.69
2008-07-01,23417.0,230751.12,230751.12
2008-08-01,23632.0,232869.73,232869.73
2008-09-01,23158.0,228198.93,228198.93
2008-10-01,17708.0,174494.63,174494.63
2008-11-01,24881.0,245177.37,245177.37
2008-12-01,24901.0,245374.45,245374.45
2009-01-01,24370.0,237851.2,237851.2
2009-02-01,21372.0,208590.72,208590.72
2009-03-01,25279.0,246723.04,246723.04
2009-04-01,18541.0,180960.16,180960.16
2009-05-01,23172.0,226158.72,226158.72
2009-06-01,22613.0,220702.88,220702.88
2009-07-01,23197.0,226402.72,226402.72
2009-08-01,23082.0,225280.32,225280.32
2009-09-01,22363.0,218262.88,218262.88
2009-10-01,25131.0,245278.56,245278.56
2009-11-01,24433.0,238466.08,238466.08
2009-12-01,25568.0,249543.68,249543.68
2010-01-01,24937.0,243285.0,243285.0
2010-02-01,22827.0,222700.0,222700.0
2010-03-01,24275.0,236827.0,236827.0
2010-04-01,24013.0,234271.0,234271.0
2010-05-01,19131.0,186642.0,186642.0
2010-06-01,22648.0,220954.0,220954.0
2010-07-01,22838.0,222808.0,222808.0
2010-08-01,23373.0,228027.0,228027.0
2010-09-01,22631.0,220788.0,220788.0
2010-10-01,24955.0,243461.0,243461.0
2010-11-01,20049.0,195598.0,195598.0
2010-12-01,22681.0,221276.0,221276.0
2011-01-01,25442.0,247194.0,247194.0
2011-02-01,18175.0,176588.0,176588.0
2011-03-01,24978.0,242686.0,242686.0
2011-04-01,24025.0,233427.0,233427.0
2011-05-01,24657.0,239567.0,239567.0
2011-06-01,22789.0,221418.0,221418.0
2011-07-01,20883.0,202899.0,202899.0
2011-08-01,19298.0,187499.0,187499.0
2011-09-01,22950.0,222982.0,222982.0
2011-10-01,24992.0,242822.0,242822.0
2011-11-01,24797.0,240928.0,240928.0
2011-12-01,25094.0,243813.0,243813.0
2012-01-01,25189.0,239699.0,239699.0
2012-02-01,23524.0,223854.0,223854.0
2012-03-01,24383.0,232029.0,232029.0
2012-04-01,15685.0,149258.0,149258.0
2012-05-01,23470.0,223341.0,223341.0
2012-06-01,21366.0,203319.0,203319.0
2012-07-01,21301.0,202700.0,202700.0
2012-08-01,20880.0,198694.0,198694.0
2012-09-01,20854.0,198447.0,198447.0
2012-10-01,23006.0,218925.0,218925.0
2012-11-01,24200.0,230287.0,230287.0
2012-12-01,24684.0,234893.0,234893.0
2013-01-01,25009.0,238611.0,238611.0
2013-02-01,21049.0,200829.0,200829.0
2013-03-01,21014.0,200495.0,200495.0
2013-04-01,17540.0,167349.0,167349.0
2013-05-01,5114.0,48793.0,48793.0
2013-06-01,21734.0,207364.0,207364.0
2013-07-01,22258.0,212364.0,212364.0
2013-08-01,22398.0,213699.0,213699.0
2013-09-01,21571.0,205809.0,205809.0
2013-10-01,23055.0,219968.0,219968.0
2013-11-01,24229.0,231169.0,231169.0
2013-12-01,25751.0,245690.0,245690.0
2014-01-01,25707.0,244474.0,244474.0
2014-02-01,22804.0,216866.0,216866.0
2014-03-01,25017.0,237912.0,237912.0
2014-04-01,19637.0,186748.0,186748.0
2014-05-01,22978.0,218521.0,218521.0
2014-06-01,20831.0,198103.0,198103.0
2014-07-01,21159.0,201222.0,201222.0
2014-08-01,22037.0,209572.0,209572.0
2014-09-01,22413.0,213148.0,213148.0
2014-10-01,24881.0,236618.0,236618.0
2014-11-01,24045.0,228668.0,228668.0
2014-12-01,23487.0,223361.0,223361.0
2015-01-01,23659.0,220478.0,220478.0
2015-02-01,19809.0,184600.0,184600.0
2015-03-01,21268.0,198196.0,198196.0
2015-04-01,15455.0,144025.0,144025.0
2015-05-01,21324.0,198718.0,198718.0
2015-06-01,21829.0,203424.0,203424.0
2015-07-01,23165.0,215875.0,215875.0
2015-08-01,22705.0,211588.0,211588.0
2015-09-01,22992.0,214262.0,214262.0
2015-10-01,24125.0,224821.0,224821.0
2015-11-01,20575.0,191738.0,191738.0
2015-12-01,22797.0,212445.0,212445.0
2016-01-01,23745.0,219214.0,219214.0
2016-02-01,22709.0,209649.0,209649.0
2016-03-01,22376.0,206575.0,206575.0
2016-04-01,15577.0,143807.0,143807.0
2016-05-01,22602.0,208662.0,208662.0
2016-06-01,19731.0,182157.0,182157.0
2016-07-01,19860.0,183348.0,183348.0
2016-08-01,21682.0,200168.0,200168.0
2016-09-01,20915.0,193087.0,193087.0
2016-10-01,22430.0,207074.0,207074.0
2016-11-01,22637.0,208985.0,208985.0
2016-12-01,22654.0,209142.0,209142.0
2017-01-01,22065.137,203286.0,203286.0
2017-02-01,19436.772,179071.0,179071.0
2017-03-01,21739.365,200285.0,200285.0
2017-04-01,21061.642,194041.0,194041.0
2017-05-01,20359.5,187572.0,187572.0
2017-06-01,19977.936,184057.0,184057.0
2017-07-01,21489.02,197978.0,197978.0
2017-08-01,21346.678,196667.0,196667.0
2017-09-01,20876.01,192331.0,192331.0
2017-10-01,19013.356,175170.0,175170.0
2017-11-01,20427.677,188200.0,188200.0
2017-12-01,21239.907,195683.0,195683.0
2018-01-01,18844.983,171565.0,171565.0
2018-02-01,17913.995,163089.0,163089.0
2018-03-01,19199.692,174794.0,174794.0
2018-04-01,16701.343,152049.0,152049.0
2018-05-01,19321.249,175901.0,175901.0
2018-06-01,18027.517,164123.0,164123.0
2018-07-01,19106.168,173943.0,173943.0
2018-08-01,19070.025,173614.0,173614.0
2018-09-01,18552.218,168899.0,168899.0
2018-10-01,17859.325,162591.0,162591.0
2018-11-01,18661.279,169892.0,169892.0
2018-12-01,19793.206,180197.0,180197.0
2019-01-01,10272.158,91474.0,91474.0
2019-02-01,9568.301,85206.0,85206.0
2019-03-01,10541.076,93868.0,93868.0
2019-04-01,9320.797,83002.0,83002.0
2019-05-01,10039.093,89398.0,89398.0
2019-06-01,9746.518,86793.0,86793.0
2019-07-01,10080.877,89770.0,89770.0
2019-08-01,10178.641,90641.0,90641.0
2019-09-01,9980.73,88878.0,88878.0
2019-10-01,8515.775,75833.0,75833.0
2019-11-01,7776.235,69247.0,69247.0
2019-12-01,9158.799,81559.0,81559.0
2020-01-01,14593.18,127938.0,127938.0
2020-02-01,15535.293,136198.0,136198.0
2020-03-01,16225.181,142246.0,142246.0
2020-04-01,15334.27,134436.0,134436.0
2020-05-01,14644.599,128389.0,128389.0
2020-06-01,13480.57,118184.0,118184.0
2020-07-01,12731.577,111618.0,111618.0
2020-08-01,12386.363,108591.0,108591.0
2020-09-01,13369.504,117210.0,117210.0
2020-10-01,14841.401,130115.0,130115.0
2020-11-01,15833.96,138816.0,138816.0
2020-12-01,16594.102,145480.0,145480.0
2021-01-01,19054.598,168519.0,168519.0
2021-02-01,16695.361,147654.0,147654.0
2021-03-01,14823.934,131103.0,131103.0
2021-04-01,17000.862,150356.0,150356.0
2021-05-01,18802.638,166291.0,166291.0
2021-06-01,16310.169,144247.0,144247.0
2021-07-01,16123.522,142596.0,142596.0
2021-08-01,16374.616,144817.0,144817.0
2021-09-01,16982.768,150196.0,150196.0
2021-10-01,18571.746,164249.0,164249.0
2021-11-01,19098.1,168904.0,168904.0
2021-12-01,21387.686,189153.0,189153.0
2022-01-01,26092.192,89027.0,89027.0
2022-02-01,22870.761,78035.0,78035.0
2022-03-01,20590.421,70255.0,70255.0
2022-04-01,19084.047,65115.0,65115.0
2022-05-01,20610.524,70323.0,70323.0
2022-06-01,20197.063,68912.0,68912.0
2022-07-01,19422.047,66268.0,66268.0
2022-08-01,20517.66,70006.0,70006.0
2022-09-01,21041.089,71792.0,71792.0
2022-10-01,18299.88,62439.0,62439.0
2022-11-01,26033.083,88825.0,88825.0
2022-12-01,27370.233,93387.0,93387.0
2023-01-01,23063.0,78691.0,78691.0
2023-02-01,18012.0,61457.0,61457.0
2023-03-01,21935.0,74842.0,74842.0
2023-04-01,20102.0,68588.0,68588.0
2023-05-01,20113.0,68626.0,68626.0
2023-06-01,18548.0,63286.0,63286.0
2023-07-01,18516.0,63177.0,63177.0
2023-08-01,20583.0,70229.0,70229.0
2023-09-01,16958.0,57861.0,57861.0
2023-10-01,23166.0,79042.0,79042.0
2023-11-01,23039.0,78609.0,78609.0
2023-12-01,24166.0,82454.0,82454.0
2024-01-01,24651.0,84109.0,84109.0
2024-02-01,23519.0,80247.0,80247.0
2024-03-01,25250.0,86153.0,86153.0
2024-04-01,22669.0,77347.0,77347.0
2024-05-01,22407.0,76453.0,76453.0
2024-06-01,22028.0,75160.0,75160.0
2024-07-01,21185.0,72283.0,72283.0
2024-08-01,20333.0,69376.0,69376.0
2024-09-01,18192.0,62071.0,62071.0
2024-10-01,24278.0,82837.0,82837.0
2024-11-01,23551.0,80356.0,80356.0
2024-12-01,24394.0,83232.0,83232.0
