measured_on,"Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Generation","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Quantity Consumed For Electricity","Distillate Fuel Oil - Internal Combustion Engine (diesel, piston, reciprocating) - Distillate Fuel Oil - Total Fuel Consumed","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2014-01-01,0.0,0.0,0.0,,,
2014-02-01,0.0,0.0,0.0,,,
2014-03-01,0.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,,,
2014-05-01,0.0,0.0,0.0,,,
2014-06-01,0.0,0.0,0.0,,,
2014-07-01,0.0,0.0,0.0,,,
2014-08-01,0.0,0.0,0.0,,,
2014-09-01,0.0,0.0,0.0,,,
2014-10-01,0.0,0.0,0.0,,,
2014-11-01,0.0,0.0,0.0,,,
2014-12-01,0.0,0.0,0.0,,,
2015-01-01,117.715,1276.0,1276.0,1367.819,14753.0,14753.0
2015-02-01,736.4,7941.0,7941.0,1123.641,12120.0,12120.0
2015-03-01,39.736,427.0,427.0,1209.219,13043.0,13043.0
2015-04-01,8.573,92.0,92.0,1256.792,13556.0,13556.0
2015-05-01,53.303,578.0,578.0,1330.919,14355.0,14355.0
2015-06-01,49.733,537.0,537.0,1330.277,14348.0,14348.0
2015-07-01,167.287,1802.0,1802.0,1328.51,14329.0,14329.0
2015-08-01,82.327,889.0,889.0,1500.564,16185.0,16185.0
2015-09-01,15.608,167.0,167.0,1014.191,10939.0,10939.0
2015-10-01,17.792,191.0,191.0,1269.439,13692.0,13692.0
2015-11-01,53.678,578.0,578.0,1433.293,15460.0,15460.0
2015-12-01,41.919,450.0,450.0,1339.265,14445.0,14445.0
2016-01-01,395.507,4210.0,4210.0,1346.595,14327.0,14327.0
2016-02-01,132.874,1415.0,1415.0,1184.979,12608.0,12608.0
2016-03-01,66.057,705.0,705.0,1342.074,14279.0,14279.0
2016-04-01,32.242,341.0,341.0,1536.219,16345.0,16345.0
2016-05-01,58.656,624.0,624.0,1521.165,16185.0,16185.0
2016-06-01,101.339,1080.0,1080.0,1648.142,17535.0,17535.0
2016-07-01,151.453,1611.0,1611.0,1577.958,16789.0,16789.0
2016-08-01,134.32,1426.0,1426.0,1693.597,18019.0,18019.0
2016-09-01,76.369,814.0,814.0,1400.501,14901.0,14901.0
2016-10-01,26.734,283.0,283.0,1487.797,15829.0,15829.0
2016-11-01,25.179,266.0,266.0,1595.96,16980.0,16980.0
2016-12-01,28.156,300.0,300.0,1678.127,17854.0,17854.0
2017-01-01,115.039,1230.0,1230.0,1391.241,14851.0,14851.0
2017-02-01,151.203,1611.0,1611.0,1333.395,14233.0,14233.0
2017-03-01,73.644,785.0,785.0,1436.018,15329.0,15329.0
2017-04-01,27.397,295.0,295.0,1545.161,16494.0,16494.0
2017-05-01,83.929,895.0,895.0,1487.181,15875.0,15875.0
2017-06-01,72.932,780.0,780.0,1497.563,15986.0,15986.0
2017-07-01,51.111,543.0,543.0,1573.421,16795.0,16795.0
2017-08-01,60.972,653.0,653.0,1386.84,14804.0,14804.0
2017-09-01,52.569,560.0,560.0,1484.903,15851.0,15851.0
2017-10-01,214.866,2293.0,2293.0,1549.445,16539.0,16539.0
2017-11-01,105.374,1126.0,1126.0,1400.052,14945.0,14945.0
2017-12-01,173.634,1854.0,1854.0,1547.11,16515.0,16515.0
2018-01-01,441.076,4395.0,4395.0,1455.41,14512.0,14512.0
2018-02-01,19.642,196.0,196.0,1572.961,15683.0,15683.0
2018-03-01,15.942,162.0,162.0,1762.427,17572.0,17572.0
2018-04-01,43.949,439.0,439.0,1678.028,16730.0,16730.0
2018-05-01,54.511,543.0,543.0,1695.626,16906.0,16906.0
2018-06-01,46.69,468.0,468.0,1795.306,17900.0,17900.0
2018-07-01,47.34,474.0,474.0,1706.701,17016.0,17016.0
2018-08-01,48.155,479.0,479.0,1783.32,17780.0,17780.0
2018-09-01,67.007,670.0,670.0,1218.972,12154.0,12154.0
2018-10-01,109.558,1091.0,1091.0,1707.217,17021.0,17021.0
2018-11-01,116.027,1155.0,1155.0,1680.153,16752.0,16752.0
2018-12-01,104.539,1040.0,1040.0,1801.443,17961.0,17961.0
2019-01-01,152.339,1640.0,1640.0,1622.545,17572.0,17572.0
2019-02-01,30.227,329.0,329.0,1475.387,15978.0,15978.0
2019-03-01,52.01,566.0,566.0,1533.532,16607.0,16607.0
2019-04-01,30.378,329.0,329.0,1448.974,15691.0,15691.0
2019-05-01,42.436,462.0,462.0,1664.107,18022.0,18022.0
2019-06-01,74.548,809.0,809.0,1648.614,17853.0,17853.0
2019-07-01,102.207,1109.0,1109.0,1550.727,16793.0,16793.0
2019-08-01,105.35,1143.0,1143.0,1506.484,16314.0,16314.0
2019-09-01,85.466,924.0,924.0,1545.623,16738.0,16738.0
2019-10-01,54.547,589.0,589.0,1588.886,17207.0,17207.0
2019-11-01,46.095,497.0,497.0,1364.451,14777.0,14777.0
2019-12-01,46.161,502.0,502.0,1673.906,18128.0,18128.0
2020-01-01,33.124,393.0,393.0,1637.433,19078.0,19078.0
2020-02-01,18.402,214.0,214.0,1469.617,17123.0,17123.0
2020-03-01,36.794,427.0,427.0,1623.137,18912.0,18912.0
2020-04-01,20.41,237.0,237.0,1552.142,18084.0,18084.0
2020-05-01,51.56,601.0,601.0,1624.141,18923.0,18923.0
2020-06-01,45.164,526.0,526.0,1446.64,16855.0,16855.0
2020-07-01,79.517,924.0,924.0,1603.82,18687.0,18687.0
2020-08-01,76.752,895.0,895.0,1641.205,19122.0,19122.0
2020-09-01,94.567,1103.0,1103.0,1581.026,18421.0,18421.0
2020-10-01,31.389,364.0,364.0,1517.695,17683.0,17683.0
2020-11-01,65.34,762.0,762.0,1595.372,18588.0,18588.0
2020-12-01,106.203,1236.0,1236.0,1648.55,19208.0,19208.0
2021-01-01,22.147,260.0,260.0,1325.168,15295.0,15295.0
2021-02-01,123.449,1426.0,1426.0,1356.22,15654.0,15654.0
2021-03-01,66.68,768.0,768.0,1432.093,16530.0,16530.0
2021-04-01,32.783,381.0,381.0,1557.753,17980.0,17980.0
2021-05-01,27.046,312.0,312.0,1464.741,16906.0,16906.0
2021-06-01,39.514,456.0,456.0,1509.155,17419.0,17419.0
2021-07-01,46.172,531.0,531.0,1603.237,18505.0,18505.0
2021-08-01,44.143,508.0,508.0,1521.802,17565.0,17565.0
2021-09-01,34.412,398.0,398.0,925.491,10682.0,10682.0
2021-10-01,29.262,335.0,335.0,1443.536,16661.0,16661.0
2021-11-01,41.552,479.0,479.0,1465.517,16915.0,16915.0
2021-12-01,34.707,398.0,398.0,1518.42,17526.0,17526.0
2022-01-01,152.869,1669.0,1669.0,1157.909,12655.0,12655.0
2022-02-01,46.087,502.0,502.0,1326.539,14499.0,14499.0
2022-03-01,24.621,271.0,271.0,1433.673,15670.0,15670.0
2022-04-01,25.441,277.0,277.0,1443.705,15780.0,15780.0
2022-05-01,33.449,364.0,364.0,1440.325,15742.0,15742.0
2022-06-01,33.671,370.0,370.0,1340.647,14653.0,14653.0
2022-07-01,102.456,1120.0,1120.0,1403.655,15342.0,15342.0
2022-08-01,84.33,924.0,924.0,1413.62,15451.0,15451.0
2022-09-01,9.099,98.0,98.0,1303.864,14251.0,14251.0
2022-10-01,15.419,167.0,167.0,1426.691,15593.0,15593.0
2022-11-01,24.936,271.0,271.0,1450.262,15851.0,15851.0
2022-12-01,221.69,2426.0,2426.0,1353.042,14788.0,14788.0
2023-01-01,85.499,1126.0,1126.0,1058.603,13947.0,13947.0
2023-02-01,54.972,722.0,722.0,985.75,12986.0,12986.0
2023-03-01,72.68,959.0,959.0,1085.823,14305.0,14305.0
2023-04-01,53.637,705.0,705.0,1202.18,15837.0,15837.0
2023-05-01,60.863,803.0,803.0,1183.32,15589.0,15589.0
2023-06-01,56.078,739.0,739.0,1131.836,14911.0,14911.0
2023-07-01,51.52,681.0,681.0,1113.184,14665.0,14665.0
2023-08-01,58.909,774.0,774.0,1100.733,14501.0,14501.0
2023-09-01,48.58,641.0,641.0,917.431,12086.0,12086.0
2023-10-01,48.747,641.0,641.0,1029.233,13559.0,13559.0
2023-11-01,75.024,988.0,988.0,1068.711,14079.0,14079.0
2023-12-01,64.247,849.0,849.0,1094.44,14418.0,14418.0
2024-01-01,171.79,1877.0,1877.0,1106.578,12057.0,12057.0
2024-02-01,3.523,40.0,40.0,1068.652,11643.0,11643.0
2024-03-01,10.063,110.0,110.0,1035.675,11284.0,11284.0
2024-04-01,30.18,329.0,329.0,1087.769,11851.0,11851.0
2024-05-01,12.808,139.0,139.0,1112.37,12119.0,12119.0
2024-06-01,43.194,468.0,468.0,1017.992,11091.0,11091.0
2024-07-01,173.249,1888.0,1888.0,887.753,9672.0,9672.0
2024-08-01,112.519,1224.0,1224.0,1004.147,10940.0,10940.0
2024-09-01,41.384,450.0,450.0,909.653,9911.0,9911.0
2024-10-01,41.083,450.0,450.0,969.836,10566.0,10566.0
2024-11-01,9.26,98.0,98.0,773.51,8427.0,8427.0
