measured_on,Solar - Photovoltaic - Solar - Generation,Solar - Photovoltaic - Solar - Quantity Consumed For Electricity,Solar - Photovoltaic - Solar - Total Fuel Consumed
2017-05-01,0.0,0.0,0.0
2017-06-01,0.0,0.0,0.0
2017-07-01,0.0,0.0,0.0
2017-08-01,0.0,0.0,0.0
2017-09-01,0.0,0.0,0.0
2017-10-01,0.0,0.0,0.0
2017-11-01,0.0,0.0,0.0
2017-12-01,0.0,0.0,0.0
2018-01-01,40.304,367.0,367.0
2018-02-01,38.88,354.0,354.0
2018-03-01,57.525,524.0,524.0
2018-04-01,62.389,568.0,568.0
2018-05-01,55.137,502.0,502.0
2018-06-01,60.8,554.0,554.0
2018-07-01,58.584,533.0,533.0
2018-08-01,59.734,544.0,544.0
2018-09-01,48.859,445.0,445.0
2018-10-01,51.531,469.0,469.0
2018-11-01,37.494,341.0,341.0
2018-12-01,33.763,307.0,307.0
2019-01-01,98.604,878.0,878.0
2019-02-01,97.084,865.0,865.0
2019-03-01,150.763,1343.0,1343.0
2019-04-01,158.395,1411.0,1411.0
2019-05-01,170.832,1521.0,1521.0
2019-06-01,151.694,1351.0,1351.0
2019-07-01,161.531,1438.0,1438.0
2019-08-01,147.063,1310.0,1310.0
2019-09-01,150.597,1341.0,1341.0
2019-10-01,123.143,1097.0,1097.0
2019-11-01,110.186,981.0,981.0
2019-12-01,93.108,829.0,829.0
2020-01-01,96.024,842.0,842.0
2020-02-01,109.072,956.0,956.0
2020-03-01,138.563,1215.0,1215.0
2020-04-01,155.434,1363.0,1363.0
2020-05-01,177.682,1558.0,1558.0
2020-06-01,191.457,1679.0,1679.0
2020-07-01,190.222,1668.0,1668.0
2020-08-01,158.588,1390.0,1390.0
2020-09-01,140.721,1234.0,1234.0
2020-10-01,120.77,1059.0,1059.0
2020-11-01,109.065,956.0,956.0
2020-12-01,80.402,705.0,705.0
2021-01-01,98.519,871.0,871.0
2021-02-01,81.591,722.0,722.0
2021-03-01,175.935,1556.0,1556.0
2021-04-01,180.357,1595.0,1595.0
2021-05-01,182.013,1610.0,1610.0
2021-06-01,179.862,1591.0,1591.0
2021-07-01,162.799,1440.0,1440.0
2021-08-01,171.372,1516.0,1516.0
2021-09-01,174.234,1541.0,1541.0
2021-10-01,128.463,1136.0,1136.0
2021-11-01,121.614,1076.0,1076.0
2021-12-01,78.241,692.0,692.0
2022-01-01,79.605,272.0,272.0
2022-02-01,93.927,320.0,320.0
2022-03-01,144.18,492.0,492.0
2022-04-01,172.474,588.0,588.0
2022-05-01,159.65,545.0,545.0
2022-06-01,185.431,633.0,633.0
2022-07-01,166.243,567.0,567.0
2022-08-01,165.045,563.0,563.0
2022-09-01,152.249,519.0,519.0
2022-10-01,119.645,408.0,408.0
2022-11-01,111.896,382.0,382.0
2022-12-01,90.655,309.0,309.0
2023-01-01,20.0,68.0,68.0
2023-02-01,107.0,365.0,365.0
2023-03-01,125.0,427.0,427.0
2023-04-01,197.0,672.0,672.0
2023-05-01,232.0,792.0,792.0
2023-06-01,202.0,689.0,689.0
2023-07-01,183.0,624.0,624.0
2023-08-01,180.0,614.0,614.0
2023-09-01,173.0,590.0,590.0
2023-10-01,133.0,454.0,454.0
2023-11-01,93.0,317.0,317.0
2023-12-01,44.0,150.0,150.0
2024-01-01,22.0,75.0,75.0
2024-02-01,115.0,392.0,392.0
2024-03-01,169.0,577.0,577.0
2024-04-01,131.0,447.0,447.0
2024-05-01,188.0,641.0,641.0
2024-06-01,219.0,747.0,747.0
2024-07-01,223.0,761.0,761.0
2024-08-01,212.0,723.0,723.0
2024-09-01,176.0,601.0,601.0
2024-10-01,148.0,505.0,505.0
2024-11-01,73.0,249.0,249.0
2024-12-01,37.0,126.0,126.0
