measured_on,Solar-Photovoltaic Generation,Solar-Photovoltaic Quantity Consumed For Electricity,Solar-Photovoltaic Total Fuel Consumed
2018-06-01,522.784,4759.0,4759.0
2018-07-01,528.369,4810.0,4810.0
2018-08-01,464.65,4230.0,4230.0
2018-09-01,426.998,3887.0,3887.0
2018-10-01,357.694,3256.0,3256.0
2018-11-01,340.316,3098.0,3098.0
2018-12-01,216.189,1968.0,1968.0
2019-01-01,161.115,1435.0,1435.0
2019-02-01,101.483,904.0,904.0
2019-03-01,294.201,2620.0,2620.0
2019-04-01,362.374,3227.0,3227.0
2019-05-01,452.429,4029.0,4029.0
2019-06-01,517.51,4608.0,4608.0
2019-07-01,512.073,4560.0,4560.0
2019-08-01,483.899,4309.0,4309.0
2019-09-01,322.579,2873.0,2873.0
2019-10-01,243.447,2168.0,2168.0
2019-11-01,148.195,1320.0,1320.0
2019-12-01,128.695,1146.0,1146.0
2020-01-01,199.342,1748.0,1748.0
2020-02-01,299.342,2624.0,2624.0
2020-03-01,344.737,3022.0,3022.0
2020-04-01,402.741,3531.0,3531.0
2020-05-01,374.452,3283.0,3283.0
2020-06-01,481.36,4220.0,4220.0
2020-07-01,466.996,4094.0,4094.0
2020-08-01,480.592,4213.0,4213.0
2020-09-01,416.118,3648.0,3648.0
2020-10-01,329.057,2885.0,2885.0
2020-11-01,309.43,2713.0,2713.0
2020-12-01,270.833,2374.0,2374.0
2021-01-01,178.096,1575.0,1575.0
2021-02-01,199.384,1763.0,1763.0
2021-03-01,402.447,3559.0,3559.0
2021-04-01,456.389,4036.0,4036.0
2021-05-01,389.184,3442.0,3442.0
2021-06-01,449.925,3979.0,3979.0
2021-07-01,487.038,4307.0,4307.0
2021-08-01,494.505,4373.0,4373.0
2021-09-01,484.697,4287.0,4287.0
2021-10-01,328.221,2903.0,2903.0
2021-11-01,324.655,2871.0,2871.0
2021-12-01,260.459,2303.0,2303.0
2022-01-01,311.99,1065.0,1065.0
2022-02-01,322.393,1100.0,1100.0
2022-03-01,364.37,1243.0,1243.0
2022-04-01,423.042,1443.0,1443.0
2022-05-01,400.42,1366.0,1366.0
2022-06-01,475.423,1622.0,1622.0
2022-07-01,468.407,1598.0,1598.0
2022-08-01,478.69,1633.0,1633.0
2022-09-01,427.639,1459.0,1459.0
2022-10-01,423.042,1443.0,1443.0
2022-11-01,280.657,958.0,958.0
2022-12-01,174.927,597.0,597.0
2023-01-01,239.0,815.0,815.0
2023-02-01,338.0,1153.0,1153.0
2023-03-01,339.0,1157.0,1157.0
2023-04-01,504.0,1720.0,1720.0
2023-05-01,482.0,1645.0,1645.0
2023-06-01,461.0,1573.0,1573.0
2023-07-01,350.0,1194.0,1194.0
2023-08-01,438.0,1494.0,1494.0
2023-09-01,410.0,1399.0,1399.0
2023-10-01,342.0,1167.0,1167.0
2023-11-01,289.0,986.0,986.0
2023-12-01,192.0,655.0,655.0
2024-01-01,207.0,706.0,706.0
2024-02-01,315.0,1075.0,1075.0
2024-03-01,367.0,1252.0,1252.0
2024-04-01,375.0,1280.0,1280.0
2024-05-01,379.0,1293.0,1293.0
2024-06-01,413.0,1409.0,1409.0
2024-07-01,402.0,1372.0,1372.0
2024-08-01,404.0,1378.0,1378.0
2024-09-01,392.0,1338.0,1338.0
2024-10-01,424.0,1447.0,1447.0
2024-11-01,269.0,918.0,918.0
2024-12-01,234.0,798.0,798.0
