measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed",Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2009-01-01,,,,,,,0.0,0.0,0.0,,,
2009-02-01,,,,,,,0.0,0.0,0.0,,,
2009-03-01,,,,,,,0.0,0.0,0.0,,,
2009-04-01,,,,,,,0.0,0.0,0.0,,,
2009-05-01,,,,,,,2304.927,26106.0,26106.0,,,
2009-06-01,,,,,,,2562.185,29022.0,29022.0,,,
2009-07-01,,,,,,,2624.4610000000002,29727.0,29727.0,,,
2009-08-01,,,,,,,2690.15,30471.0,30471.0,,,
2009-09-01,,,,,,,2703.31,30620.0,30620.0,,,
2009-10-01,,,,,,,2434.648,27577.0,27577.0,,,
2009-11-01,,,,,,,2000.525,22660.0,22660.0,,,
2009-12-01,,,,,,,1717.794,19458.0,19458.0,,,
2010-01-01,,,,,,,1863.8670000000002,28044.0,28044.0,,,
2010-02-01,,,,,,,1684.75,25348.0,25348.0,,,
2010-03-01,,,,,,,1869.372,28125.0,28125.0,,,
2010-04-01,,,,,,,1934.5610000000001,29106.0,29106.0,,,
2010-05-01,,,,,,,2398.9790000000003,36093.0,36093.0,,,
2010-06-01,,,,,,,2667.935,40139.0,40139.0,,,
2010-07-01,,,,,,,2616.397,39364.0,39364.0,,,
2010-08-01,,,,,,,2683.674,40377.0,40377.0,,,
2010-09-01,,,,,,,2632.643,39609.0,39609.0,,,
2010-10-01,,,,,,,2220.755,33412.0,33412.0,,,
2010-11-01,,,,,,,1826.977,27488.0,27488.0,,,
2010-12-01,,,,,,,2019.0900000000001,30377.0,30377.0,,,
2011-01-01,,,,,,,1789.77,27090.0,27090.0,,,
2011-02-01,,,,,,,1614.857,24443.0,24443.0,,,
2011-03-01,,,,,,,1915.327,28991.0,28991.0,,,
2011-04-01,,,,,,,2213.39,33503.0,33503.0,,,
2011-05-01,,,,,,,2228.253,33728.0,33728.0,,,
2011-06-01,,,,,,,2445.287,37013.0,37013.0,,,
2011-07-01,,,,,,,2531.186,38313.0,38313.0,,,
2011-08-01,,,,,,,2697.048,40824.0,40824.0,,,
2011-09-01,,,,,,,2452.657,37125.0,37125.0,,,
2011-10-01,,,,,,,2060.879,31195.0,31195.0,,,
2011-11-01,,,,,,,1857.652,28118.0,28118.0,,,
2011-12-01,,,,,,,1880.694,28467.0,28467.0,,,
2012-01-01,,,,,,,1677.099,28484.0,28484.0,,,
2012-02-01,,,,,,,1569.589,26657.0,26657.0,,,
2012-03-01,,,,,,,1856.66,31532.0,31532.0,,,
2012-04-01,,,,,,,1832.993,31130.0,31130.0,,,
2012-05-01,,,,,,,2135.956,36275.0,36275.0,,,
2012-06-01,,,,,,,2074.008,35224.0,35224.0,,,
2012-07-01,,,,,,,2289.032,38875.0,38875.0,,,
2012-08-01,,,,,,,2283.139,38775.0,38775.0,,,
2012-09-01,,,,,,,2125.609,36100.0,36100.0,,,
2012-10-01,,,,,,,1912.002,32472.0,32472.0,,,
2012-11-01,,,,,,,1526.417,25923.0,25923.0,,,
2012-12-01,,,,,,,1714.496,29117.0,29117.0,,,
2013-01-01,,,,,,,1768.213,28490.0,28490.0,,,
2013-02-01,,,,,,,1776.801,28629.0,28629.0,,,
2013-03-01,,,,,,,1819.251,29313.0,29313.0,,,
2013-04-01,,,,,,,1832.106,29519.0,29519.0,,,
2013-05-01,,,,,,,2008.466,32361.0,32361.0,,,
2013-06-01,,,,,,,2239.576,36085.0,36085.0,,,
2013-07-01,,,,,,,2224.399,35840.0,35840.0,,,
2013-08-01,,,,,,,2442.469,39354.0,39354.0,,,
2013-09-01,,,,,,,2201.137,35465.0,35465.0,,,
2013-10-01,,,,,,,2145.996,34577.0,34577.0,,,
2013-11-01,,,,,,,1773.438,28574.0,28574.0,,,
2013-12-01,0.0,0.0,0.0,,,,1668.148,26878.0,26878.0,,,
2014-01-01,0.0,0.0,0.0,,,,1795.568,26698.0,28751.0,,,
2014-02-01,0.0,0.0,0.0,,,,1377.39,20481.0,22056.0,,,
2014-03-01,0.0,0.0,0.0,,,,1820.226,27065.0,29147.0,,,
2014-04-01,0.0,0.0,0.0,,,,2004.824,29810.0,32102.0,,,
2014-05-01,0.0,0.0,0.0,,,,2120.363,31528.0,33952.0,,,
2014-06-01,0.0,0.0,0.0,,,,2146.29,31913.0,34367.0,,,
2014-07-01,0.0,0.0,0.0,,,,2389.652,35532.0,38264.0,,,
2014-08-01,0.0,0.0,0.0,,,,2561.1,38081.0,41009.0,,,
2014-09-01,0.0,0.0,0.0,,,,2224.79,33081.0,35625.0,,,
2014-10-01,0.0,0.0,0.0,,,,2093.049,31122.0,33515.0,,,
2014-11-01,0.0,0.0,0.0,,,,1541.819,22925.0,24688.0,,,
2014-12-01,0.0,0.0,0.0,,,,1632.929,24280.0,26148.0,,,
2015-01-01,0.0,0.0,0.0,,,,1609.8,24874.0,26699.0,,,
2015-02-01,0.0,0.0,0.0,,,,1451.22,22423.0,24070.0,,,
2015-03-01,0.0,0.0,0.0,,,,1677.227,25915.0,27819.0,,,
2015-04-01,0.0,0.0,0.0,,,,1899.805,29355.0,31511.0,,,
2015-05-01,0.0,0.0,0.0,,,,1942.311,30011.0,32215.0,,,
2015-06-01,0.0,0.0,0.0,,,,2024.863,31287.0,33585.0,,,
2015-07-01,0.0,0.0,0.0,,,,2131.305,32932.0,35351.0,,,
2015-08-01,0.0,0.0,0.0,,,,2158.805,33356.0,35806.0,,,
