measured_on,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Generation,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Distillate Fuel Oil-Combined Cycle Steam Part Generation,Distillate Fuel Oil-Combined Cycle Steam Part Quantity Consumed For Electricity,Distillate Fuel Oil-Combined Cycle Steam Part Total Fuel Consumed,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Distillate Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed",Natural Gas-Combined Cycle Combustion Turbine Part Generation,Natural Gas-Combined Cycle Combustion Turbine Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Combustion Turbine Part Total Fuel Consumed,Natural Gas-Combined Cycle Steam Part Generation,Natural Gas-Combined Cycle Steam Part Quantity Consumed For Electricity,Natural Gas-Combined Cycle Steam Part Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2004-10-01,,,,,,,,,,0.0,0.0,0.0,2919.0,30370.0,30370.0,4635.0,50457.0,50457.0,,,,725.0,6813.0,6813.0,,,
2004-11-01,,,,,,,,,,0.0,0.0,0.0,1228.0,16385.0,16385.0,10224.0,115379.0,115379.0,,,,0.0,0.0,0.0,,,
2004-12-01,,,,,,,,,,0.0,0.0,0.0,4782.0,45471.0,45471.0,0.0,0.0,0.0,,,,2934.0,32957.0,32957.0,,,
2005-01-01,,,,,,,,,,0.0,0.0,0.0,10771.0,108533.97,108533.97,0.0,0.0,0.0,,,,13844.0,167359.61,167359.61,0.0,0.0,0.0
2005-02-01,,,,,,,,,,0.0,0.0,0.0,3343.0,33912.88,33912.88,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-03-01,,,,,,,,,,0.0,0.0,0.0,9006.0,91155.65,91155.65,0.0,0.0,0.0,,,,39560.0,434696.0,434696.0,0.0,0.0,0.0
2005-04-01,,,,,,,,,,0.0,0.0,0.0,7656.0,77753.68,77753.68,0.0,0.0,0.0,,,,30004.0,318677.17,318677.17,0.0,0.0,0.0
2005-05-01,,,,,,,,,,0.0,0.0,0.0,11236.0,128164.76,128164.76,8184.0,83143.2,83143.2,,,,2486.0,30395.95,30395.95,0.0,0.0,0.0
2005-06-01,,,,,,,,,,0.0,0.0,0.0,78464.0,874620.27,874620.27,1914.0,19091.63,19091.63,,,,85498.0,1044598.89,1044598.89,0.0,0.0,0.0
2005-07-01,,,,,,,,,,0.0,0.0,0.0,8680.0,92814.91,92814.91,2475.0,25281.69,25281.69,,,,92249.0,1970068.88,1970068.88,0.0,0.0,0.0
2005-08-01,,,,,,,,,,0.0,0.0,0.0,53996.0,611717.27,611717.27,4584.0,46490.13,46490.13,,,,130447.0,1574098.97,1574098.97,0.0,0.0,0.0
2005-09-01,,,,,,,,,,0.0,0.0,0.0,46537.0,510341.35,510341.35,6389.0,66364.74,66364.74,,,,34573.0,378629.12,378629.12,1484.0,17623.62,17623.62
2005-10-01,,,,,,,,,,0.0,0.0,0.0,7375.0,75578.54,75578.54,0.0,0.0,0.0,,,,6482.0,70303.0,70303.0,0.0,0.0,0.0
2005-11-01,,,,,,,,,,0.0,0.0,0.0,450.0,5052.94,5052.94,9.0,2439.35,2439.35,,,,0.0,0.0,0.0,0.0,0.0,0.0
2005-12-01,,,,,,,,,,0.0,0.0,0.0,733.0,7489.18,7489.18,0.0,0.0,0.0,,,,0.0,252.6,252.6,0.0,0.0,0.0
2006-01-01,,,,,,,,,,0.0,0.0,0.0,6490.0,65771.0,65771.0,0.0,0.0,0.0,,,,640.0,17333.0,17333.0,,,
2006-02-01,,,,,,,,,,0.0,0.0,0.0,1617.0,16406.0,16406.0,0.0,0.0,0.0,,,,18372.0,202544.0,202544.0,,,
2006-03-01,,,,,,,,,,0.0,0.0,0.0,3602.0,36166.0,36166.0,0.0,0.0,0.0,,,,3221.0,39022.0,39022.0,,,
2006-04-01,,,,,,,,,,0.0,0.0,0.0,6933.0,69858.0,69858.0,58580.0,590407.0,590407.0,,,,37125.0,556819.0,556819.0,,,
2006-05-01,,,,,,,,,,0.0,0.0,0.0,4652.0,46869.0,46869.0,92092.0,1007997.0,1007997.0,,,,90885.0,1017209.0,1017209.0,,,
2006-06-01,,,,,,,,,,0.0,0.0,0.0,2519.0,26132.0,26132.0,0.0,0.0,0.0,,,,86833.0,1058197.0,1058197.0,,,
2006-07-01,,,,,,,,,,0.0,0.0,0.0,3789.0,39479.0,39479.0,49103.0,473923.0,473923.0,,,,145269.0,1729645.0,1729645.0,,,
2006-08-01,,,,,,,,,,0.0,0.0,0.0,4267.0,44686.0,44686.0,106755.0,901975.0,901975.0,,,,168180.0,2164589.0,2164589.0,,,
2006-09-01,,,,,,,,,,0.0,0.0,0.0,7393.0,77563.0,77563.0,21482.0,188906.0,188906.0,,,,10902.0,170185.0,170185.0,,,
2006-10-01,,,,,,,,,,0.0,0.0,0.0,5160.0,54054.0,54054.0,30063.0,394477.0,394477.0,,,,17013.0,123265.0,123265.0,,,
2006-11-01,,,,,,,,,,0.0,0.0,0.0,1167.0,12604.0,12604.0,0.0,0.0,0.0,,,,10158.0,116091.0,116091.0,,,
2006-12-01,,,,,,,,,,0.0,0.0,0.0,429.0,4411.0,4411.0,7710.0,89361.0,89361.0,,,,5715.0,70570.0,70570.0,,,
2007-01-01,,,,,,,,,,0.0,0.0,0.0,823.0,8627.0,8627.0,40777.0,450825.0,450825.0,,,,35133.0,400533.0,400533.0,,,
2007-02-01,,,,,,,,,,0.0,0.0,0.0,690.0,7674.0,7674.0,7455.0,69216.0,69216.0,,,,6125.0,81099.0,81099.0,,,
2007-03-01,,,,,,,,,,0.0,0.0,0.0,674.0,7627.0,7627.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,
2007-04-01,,,,,,,,,,0.0,0.0,0.0,185.0,2401.0,2401.0,0.0,0.0,0.0,,,,17646.0,235677.0,235677.0,,,
2007-05-01,,,,,,,,,,0.0,0.0,0.0,693.0,7166.0,7166.0,0.0,0.0,0.0,,,,49517.0,597417.0,597417.0,,,
2007-06-01,,,,,,,,,,0.0,0.0,0.0,279.0,3091.0,3091.0,0.0,0.0,0.0,,,,83503.0,1049229.0,1049229.0,,,
2007-07-01,,,,,,,,,,0.0,0.0,0.0,719.0,7611.0,7611.0,31156.0,351154.0,351154.0,,,,171637.0,2020463.0,2020463.0,,,
2007-08-01,,,,,,,,,,0.0,0.0,0.0,4122.0,39564.0,39564.0,82794.0,943944.0,943944.0,,,,221373.0,2554809.0,2554809.0,,,
2007-09-01,,,,,,,,,,0.0,0.0,0.0,2733.0,28117.0,28117.0,1196.0,13274.0,13274.0,,,,101745.0,1229661.0,1229661.0,,,
2007-10-01,,,,,,,,,,3735.7720000000004,52125.0,52125.0,6750.0,69341.0,69341.0,70087.0,698974.0,698974.0,,,,45553.228,635606.0,635606.0,,,
2007-11-01,,,,,,,,,,7036.021000000001,90879.0,90879.0,4899.0,49005.0,49005.0,50526.0,521000.0,521000.0,,,,25953.979,335230.0,335230.0,,,
2007-12-01,,,,,,,,,,0.0,0.0,0.0,5481.0,57123.0,57123.0,34382.0,395606.0,395606.0,,,,0.0,0.0,0.0,,,
2008-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,3816.0,118674.0,118674.0,44549.0,388170.0,388170.0,0.0,0.0,0.0,33969.0,325903.0,325903.0,,,
2008-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,53193.0,580558.0,580558.0,2271.0,23234.0,23234.0,7271.0,79357.0,79357.0,,,
2008-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,61114.0,627339.0,627339.0,4139.0,21122.0,21122.0,64308.0,698053.0,698053.0,,,
2008-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1522.0,16568.0,16568.0,1480.0,15860.0,15860.0,29952.0,326052.0,326052.0,,,
2008-05-01,592.0,0.0,0.0,0.0,0.0,0.0,,,,,,,592.0,0.0,0.0,0.0,13570.0,13570.0,289.0,3145.0,3145.0,53800.0,651429.0,651429.0,,,
2008-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,56296.0,593514.0,593514.0,279.0,3098.0,3098.0,52508.0,626667.0,626667.0,,,
2008-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,89135.0,996441.0,996441.0,1700.0,18451.0,18451.0,81836.0,1002147.0,1002147.0,,,
2008-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,87196.0,981384.0,981384.0,4729.0,50354.0,50354.0,122916.0,1536579.0,1536579.0,,,
2008-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,6296.0,68766.0,68766.0,544.0,5624.0,5624.0,28204.0,307347.0,307347.0,,,
2008-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,958.0,10111.0,10111.0,0.0,0.0,0.0,,,
2008-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,3192.0,33984.0,33984.0,0.0,0.0,0.0,,,
2008-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4788.28,49002.0,49002.0,0.0,0.0,0.0,,,
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8773.0,88125.0,88125.0,0.0,0.0,0.0,,,
2009-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2009-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,5637.0,57308.0,57308.0,0.0,0.0,0.0,,,
2009-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,50483.65,591169.0,591169.0,1215.0,12768.0,12768.0,32760.78,383633.0,383633.0,,,
2009-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,53887.0,612079.0,612079.0,131.0,1413.0,1413.0,20962.0,233260.0,233260.0,,,
2009-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,76712.0,852814.0,852814.0,7551.0,77217.0,77217.0,131811.0,1501589.0,1501589.0,,,
2009-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,67739.0,744730.0,744730.0,4705.0,48286.0,48286.0,99687.0,1145099.0,1145099.0,,,
2009-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,81144.0,920895.0,920895.0,1791.0,18490.0,18490.0,143291.0,1713093.0,1713093.0,,,
2009-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,46094.0,498927.0,498927.0,330.0,3443.0,3443.0,14001.0,166673.0,166673.0,,,
2009-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2253.0,23009.0,23009.0,0.0,0.0,0.0,,,
2009-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1189.0,12126.0,12126.0,0.0,0.0,0.0,,,
2009-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,20926.0,250533.0,250533.0,4858.0,49358.0,49358.0,0.0,0.0,0.0,,,
2010-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,69088.0,784514.0,784514.0,3795.0,39179.0,39179.0,129818.0,1571972.0,1571972.0,,,
2010-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,74712.0,829430.0,829430.0,0.0,1551.0,1551.0,83339.0,1001434.0,1001434.0,,,
2010-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,74407.0,841542.0,841542.0,3006.0,28783.0,28783.0,14017.0,160549.0,160549.0,,,
2010-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,55710.01,608698.0,608698.0,1078.0,11587.0,11587.0,0.0,0.0,0.0,,,
2010-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,13654.0,154021.0,154021.0,4408.0,45869.0,45869.0,70226.0,827426.0,827426.0,,,
2010-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,87452.0,969893.0,969893.0,8335.0,85864.0,85864.0,187500.0,2184991.0,2184991.0,,,
2010-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,96204.0,1077816.0,1077816.0,4146.0,43452.0,43452.0,187042.0,2215523.0,2215523.0,,,
2010-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,49097.0,562784.0,562784.0,5753.0,60990.0,60990.0,134283.0,1614904.0,1614904.0,,,
2010-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,73822.0,868201.0,868201.0,2590.0,26708.0,26708.0,88641.0,1049402.0,1049402.0,,,
2010-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,40812.0,455907.0,455907.0,425.0,4383.0,4383.0,33410.0,425208.0,425208.0,,,
2010-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,521.0,6072.0,6072.0,0.0,0.0,0.0,,,
2010-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,41485.0,479258.0,479258.0,2605.0,26144.0,26144.0,0.0,0.0,0.0,,,
2011-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,1443.0,20378.0,20378.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,14286.0,197002.0,197002.0,4973.0,51825.0,51825.0,8045.0,110940.0,110940.0,,,
2011-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
2011-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1002.0,10676.0,10676.0,0.0,0.0,0.0,,,
2011-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,48867.0,545334.0,545334.0,2722.0,27658.0,27658.0,31699.0,346657.0,346657.0,,,
2011-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,89619.0,1001349.0,1001349.0,1830.0,18795.0,18795.0,179695.0,2007857.0,2007857.0,,,
2011-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,81032.0,930530.0,930530.0,17056.0,174441.0,174441.0,132404.0,1564006.0,1564006.0,,,
2011-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,91683.0,1027615.0,1027615.0,10872.0,111113.0,111113.0,139963.0,1609604.0,1609604.0,,,
2011-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,58026.0,657361.0,657361.0,2339.0,23482.0,23482.0,39363.0,448095.0,448095.0,,,
2011-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,31801.0,349968.0,349968.0,4311.0,43194.0,43194.0,12434.0,147358.0,147358.0,,,
2011-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,4408.0,42947.0,42947.0,0.0,0.0,0.0,,,
2011-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,63.0,776.0,776.0,309.0,10621.0,10621.0,,,
2012-01-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,42.0,507.0,507.0,1523.0,26097.0,26097.0,,,
2012-02-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,141.0,1493.0,1493.0,733.0,8511.0,8511.0,,,
2012-03-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2868.0,28125.0,28125.0,2786.0,33881.0,33881.0,,,
2012-04-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,809.0,9203.0,9203.0,5218.0,53058.0,53058.0,70004.0,800244.0,800244.0,,,
2012-05-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,64833.0,680713.0,680713.0,4045.0,41728.0,41728.0,64368.0,726860.0,726860.0,,,
2012-06-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,42411.0,474251.0,474251.0,3389.0,34592.0,34592.0,154390.0,1823852.0,1823852.0,,,
2012-07-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,90231.0,987182.0,987182.0,4039.0,41399.0,41399.0,217706.0,2466920.0,2466920.0,,,
2012-08-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,97429.0,1067463.0,1067463.0,3472.0,35570.0,35570.0,151099.0,1824724.0,1824724.0,,,
2012-09-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,34611.0,377145.0,377145.0,3221.0,33234.0,33234.0,39308.0,494628.0,494628.0,,,
2012-10-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,2055.0,20843.0,20843.0,6424.0,71235.0,71235.0,,,
2012-11-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,153.0,1647.0,1647.0,0.0,0.0,0.0,,,
2012-12-01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,1674.0,16501.0,16501.0,4841.0,56114.0,56114.0,,,
2013-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,161.0,5337.0,5337.0,51037.0,626289.0,626289.0,,,
2013-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1385.0,10104.0,10104.0,12491.0,152466.0,152466.0,,,
2013-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,148.0,1708.0,1708.0,12162.0,135772.0,135772.0,,,
2013-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,540.0,6021.0,6021.0,36252.0,413422.0,413422.0,,,
2013-05-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1342.0,14034.0,14034.0,95933.0,1156250.0,1156250.0,,,
2013-06-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,4371.0,44673.0,44673.0,151717.0,1856072.0,1856072.0,,,
2013-07-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1942.0,20194.0,20194.0,101582.0,1197272.0,1197272.0,,,
2013-08-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1166.0,12276.0,12276.0,74111.0,877754.0,877754.0,,,
2013-09-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1276.0,13519.0,13519.0,71112.0,781450.0,781450.0,,,
2013-10-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,398.0,4281.0,4281.0,0.0,0.0,0.0,,,
2013-11-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,215.0,2560.0,2560.0,39469.0,487461.0,487461.0,,,
2013-12-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,868.0,9191.0,9191.0,86670.0,1070333.0,1070333.0,,,
2014-01-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1220.0,12696.0,12696.0,101331.0,1302118.0,1302118.0,,,
2014-02-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,1093.0,11744.0,11744.0,146024.0,1706605.0,1706605.0,,,
2014-03-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,5676.0,56455.0,56455.0,14125.0,160565.0,160565.0,,,
2014-04-01,,,,,,,,,,0.0,0.0,0.0,,,,,,,10407.0,107048.0,107048.0,37764.0,429840.0,429840.0,,,
