measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2013-01-01,3.423,86.0,86.0,169.649,1901.0,1901.0
2013-02-01,2.851,69.0,69.0,141.287,1577.0,1577.0
2013-03-01,3.333,80.0,80.0,165.219,1845.0,1845.0
2013-04-01,3.158,80.0,80.0,156.513,1748.0,1748.0
2013-05-01,3.241,80.0,80.0,160.654,1793.0,1793.0
2013-06-01,3.077,75.0,75.0,152.522,1702.0,1702.0
2013-07-01,3.329,80.0,80.0,164.999,1845.0,1845.0
2013-08-01,3.367,80.0,80.0,166.858,1867.0,1867.0
2013-09-01,3.208,80.0,80.0,159.025,1776.0,1776.0
2013-10-01,3.544,86.0,86.0,175.636,1964.0,1964.0
2013-11-01,3.221,80.0,80.0,159.631,1782.0,1782.0
2013-12-01,3.248,80.0,80.0,161.007,1799.0,1799.0
2014-01-01,16.089,481.0,481.0,79.452,957.0,957.0
2014-02-01,16.383,481.0,481.0,80.913,968.0,968.0
2014-03-01,15.795,463.0,463.0,78.009,934.0,934.0
2014-04-01,14.366,422.0,422.0,70.95,848.0,848.0
2014-05-01,16.296,481.0,481.0,80.485,963.0,963.0
2014-06-01,15.561,457.0,457.0,76.854,923.0,923.0
2014-07-01,16.376,481.0,481.0,80.878,968.0,968.0
2014-08-01,17.652,522.0,522.0,87.181,1043.0,1043.0
2014-09-01,18.399,539.0,539.0,90.868,1089.0,1089.0
2014-10-01,17.844,522.0,522.0,88.129,1054.0,1054.0
2014-11-01,15.588,457.0,457.0,76.984,923.0,923.0
2014-12-01,15.651,457.0,457.0,77.297,928.0,928.0
2015-01-01,17.002,537.0,537.0,85.492,1036.0,1036.0
2015-02-01,15.188,462.0,462.0,76.374,928.0,928.0
2015-03-01,15.325,468.0,468.0,77.061,933.0,933.0
2015-04-01,16.852,514.0,514.0,84.743,1025.0,1025.0
2015-05-01,16.806,514.0,514.0,84.508,1025.0,1025.0
2015-06-01,17.254,526.0,526.0,86.765,1048.0,1048.0
2015-07-01,19.32,589.0,589.0,97.154,1174.0,1174.0
2015-08-01,19.897,606.0,606.0,100.055,1214.0,1214.0
2015-09-01,18.718,572.0,572.0,94.125,1139.0,1139.0
2015-10-01,19.102,583.0,583.0,96.058,1162.0,1162.0
2015-11-01,17.294,531.0,531.0,86.965,1054.0,1054.0
2015-12-01,17.242,526.0,526.0,86.7,1048.0,1048.0
2016-01-01,29.823,1102.0,1102.0,36.682,457.0,457.0
2016-02-01,26.553,987.0,987.0,32.663,411.0,411.0
2016-03-01,27.234,1010.0,1010.0,33.501,422.0,422.0
2016-04-01,25.598,947.0,947.0,31.488,394.0,394.0
2016-05-01,28.652,1062.0,1062.0,35.245,440.0,440.0
2016-06-01,27.328,1016.0,1016.0,33.616,422.0,422.0
2016-07-01,30.33,1125.0,1125.0,37.309,468.0,468.0
2016-08-01,31.051,1154.0,1154.0,38.195,479.0,479.0
2016-09-01,29.348,1090.0,1090.0,36.101,451.0,451.0
2016-10-01,28.193,1044.0,1044.0,34.68,434.0,434.0
2016-11-01,26.308,976.0,976.0,32.362,405.0,405.0
2016-12-01,28.582,1062.0,1062.0,35.158,440.0,440.0
2017-01-01,1.149,52.0,52.0,17.342,215.0,215.0
2017-02-01,0.942,52.0,52.0,14.196,180.0,180.0
2017-03-01,1.091,57.0,57.0,16.446,204.0,204.0
2017-04-01,1.042,57.0,57.0,15.706,198.0,198.0
2017-05-01,1.042,57.0,57.0,15.713,198.0,198.0
2017-06-01,1.1,57.0,57.0,16.582,210.0,210.0
2017-07-01,1.105,57.0,57.0,16.668,210.0,210.0
2017-08-01,1.145,63.0,63.0,17.257,215.0,215.0
2017-09-01,1.15,63.0,63.0,17.334,215.0,215.0
2017-10-01,1.175,63.0,63.0,17.719,221.0,221.0
2017-11-01,1.024,52.0,52.0,15.431,192.0,192.0
2017-12-01,1.035,57.0,57.0,15.606,198.0,198.0
2018-01-01,21.008,763.0,763.0,34.806,461.0,461.0
2018-02-01,19.851,722.0,722.0,32.89,426.0,426.0
2018-03-01,20.092,734.0,734.0,33.29,432.0,432.0
2018-04-01,20.387,745.0,745.0,33.778,438.0,438.0
2018-05-01,23.604,860.0,860.0,39.107,508.0,508.0
2018-06-01,22.315,814.0,814.0,36.971,478.0,478.0
2018-07-01,23.855,872.0,872.0,39.524,513.0,513.0
2018-08-01,24.291,889.0,889.0,40.247,525.0,525.0
2018-09-01,24.745,906.0,906.0,40.999,531.0,531.0
2018-10-01,25.996,952.0,952.0,43.071,560.0,560.0
2018-11-01,23.332,854.0,854.0,38.656,502.0,502.0
2018-12-01,21.524,786.0,786.0,35.661,461.0,461.0
2019-01-01,42.121,1676.0,1676.0,31.041,402.0,402.0
2019-02-01,34.938,1380.0,1380.0,25.747,334.0,334.0
2019-03-01,36.645,1450.0,1450.0,27.006,351.0,351.0
2019-04-01,37.033,1467.0,1467.0,27.291,357.0,357.0
2019-05-01,43.164,1711.0,1711.0,31.81,413.0,413.0
2019-06-01,45.441,1798.0,1798.0,33.487,436.0,436.0
2019-07-01,46.034,1821.0,1821.0,33.924,442.0,442.0
2019-08-01,48.779,1931.0,1931.0,35.947,470.0,470.0
2019-09-01,47.331,1873.0,1873.0,34.881,453.0,453.0
2019-10-01,47.369,1873.0,1873.0,34.908,453.0,453.0
2019-11-01,44.131,1746.0,1746.0,32.522,425.0,425.0
2019-12-01,44.014,1740.0,1740.0,32.436,419.0,419.0
2020-01-01,126.338,3117.0,3117.0,54.411,670.0,670.0
2020-02-01,106.106,2625.0,2625.0,45.698,562.0,562.0
2020-03-01,105.126,2602.0,2602.0,45.276,556.0,556.0
2020-04-01,95.827,2370.0,2370.0,41.271,510.0,510.0
2020-05-01,100.484,2486.0,2486.0,43.276,533.0,533.0
2020-06-01,111.763,2764.0,2764.0,48.134,590.0,590.0
2020-07-01,114.93,2845.0,2845.0,49.498,607.0,607.0
2020-08-01,116.767,2891.0,2891.0,50.289,619.0,619.0
2020-09-01,115.51,2856.0,2856.0,49.748,613.0,613.0
2020-10-01,133.209,3297.0,3297.0,57.37,705.0,705.0
2020-11-01,114.574,2833.0,2833.0,49.344,607.0,607.0
2020-12-01,115.366,2856.0,2856.0,49.685,613.0,613.0
2021-01-01,116.957,3754.0,3754.0,42.61,539.0,539.0
2021-02-01,106.563,3418.0,3418.0,38.823,494.0,494.0
2021-03-01,117.682,3777.0,3777.0,42.874,545.0,545.0
2021-04-01,109.321,3511.0,3511.0,39.828,505.0,505.0
2021-05-01,120.993,3881.0,3881.0,44.08,562.0,562.0
2021-06-01,123.539,3968.0,3968.0,45.008,573.0,573.0
2021-07-01,125.93,4043.0,4043.0,45.879,585.0,585.0
2021-08-01,136.308,4373.0,4373.0,49.66,630.0,630.0
2021-09-01,125.173,4020.0,4020.0,45.603,579.0,579.0
2021-10-01,124.606,3997.0,3997.0,45.396,579.0,579.0
2021-11-01,129.37,4153.0,4153.0,47.132,596.0,596.0
2021-12-01,126.558,4060.0,4060.0,46.107,585.0,585.0
2022-01-01,125.913,5203.0,5203.0,120.316,1251.0,1251.0
2022-02-01,102.946,4250.0,4250.0,98.372,1021.0,1021.0
2022-03-01,122.286,5053.0,5053.0,116.853,1213.0,1213.0
2022-04-01,105.392,4354.0,4354.0,100.71,1048.0,1048.0
2022-05-01,116.099,4793.0,4793.0,110.941,1149.0,1149.0
2022-06-01,107.104,4424.0,4424.0,102.346,1064.0,1064.0
2022-07-01,116.602,4816.0,4816.0,111.422,1155.0,1155.0
2022-08-01,128.342,5301.0,5301.0,122.64,1272.0,1272.0
2022-09-01,149.257,6162.0,6162.0,142.626,1481.0,1481.0
2022-10-01,155.493,6422.0,6422.0,148.585,1545.0,1545.0
2022-11-01,134.2,5544.0,5544.0,128.237,1331.0,1331.0
2022-12-01,144.366,5960.0,5960.0,137.952,1432.0,1432.0
2023-01-01,174.694,7219.0,7219.0,144.376,1591.0,1591.0
2023-02-01,141.921,5867.0,5867.0,117.292,1290.0,1290.0
2023-03-01,172.027,7109.0,7109.0,142.174,1569.0,1569.0
2023-04-01,162.256,6705.0,6705.0,134.098,1478.0,1478.0
2023-05-01,158.884,6566.0,6566.0,131.311,1443.0,1443.0
2023-06-01,157.491,6508.0,6508.0,130.16,1432.0,1432.0
2023-07-01,165.24,6826.0,6826.0,136.564,1506.0,1506.0
2023-08-01,170.202,7034.0,7034.0,140.665,1551.0,1551.0
2023-09-01,168.47,6965.0,6965.0,139.234,1534.0,1534.0
2023-10-01,183.78,7594.0,7594.0,151.887,1671.0,1671.0
2023-11-01,168.261,6953.0,6953.0,139.06,1529.0,1529.0
2023-12-01,164.774,6809.0,6809.0,136.179,1500.0,1500.0
2024-01-01,367.626,10500.0,10500.0,576.151,5979.0,5979.0
2024-02-01,314.59,8982.0,8982.0,493.029,5120.0,5120.0
2024-03-01,321.322,9178.0,9178.0,503.579,5234.0,5234.0
2024-04-01,328.156,9375.0,9375.0,514.291,5342.0,5342.0
2024-05-01,356.76,10188.0,10188.0,559.119,5808.0,5808.0
2024-06-01,341.073,9744.0,9744.0,534.533,5552.0,5552.0
2024-07-01,369.49,10552.0,10552.0,579.069,6018.0,6018.0
2024-08-01,390.154,11146.0,11146.0,611.454,6354.0,6354.0
2024-09-01,377.921,10794.0,10794.0,592.282,6155.0,6155.0
2024-10-01,408.498,11665.0,11665.0,640.203,6649.0,6649.0
2024-11-01,368.478,10523.0,10523.0,577.483,6001.0,6001.0
2024-12-01,392.932,11221.0,11221.0,615.807,6399.0,6399.0
