measured_on,Natural Gas-Fuel Cell Generation,Natural Gas-Fuel Cell Quantity Consumed For Electricity,Natural Gas-Fuel Cell Total Fuel Consumed
2021-01-01,542.646,3913.0,3913.0
2021-02-01,460.18,3318.0,3318.0
2021-03-01,494.782,3568.0,3568.0
2021-04-01,439.037,3165.0,3165.0
2021-05-01,458.85,3308.0,3308.0
2021-06-01,627.451,4524.0,4524.0
2021-07-01,865.871,6243.0,6243.0
2021-08-01,790.569,5700.0,5700.0
2021-09-01,672.681,4850.0,4850.0
2021-10-01,641.272,4624.0,4624.0
2021-11-01,589.361,4250.0,4250.0
2021-12-01,608.3,4386.0,4386.0
2022-01-01,533.106,3878.0,3878.0
2022-02-01,442.62,3220.0,3220.0
2022-03-01,409.541,2980.0,2980.0
2022-04-01,419.507,3052.0,3052.0
2022-05-01,384.969,2801.0,2801.0
2022-06-01,523.584,3809.0,3809.0
2022-07-01,699.455,5088.0,5088.0
2022-08-01,843.985,6140.0,6140.0
2022-09-01,773.51,5627.0,5627.0
2022-10-01,710.35,5168.0,5168.0
2022-11-01,652.335,4745.0,4745.0
2022-12-01,721.038,5246.0,5246.0
2023-01-01,643.703,4381.0,4381.0
2023-02-01,548.31,3730.0,3730.0
2023-03-01,526.997,3585.0,3585.0
2023-04-01,411.695,2801.0,2801.0
2023-05-01,266.652,1814.0,1814.0
2023-06-01,350.791,2387.0,2387.0
2023-07-01,812.012,5524.0,5524.0
2023-08-01,819.337,5574.0,5574.0
2023-09-01,579.949,3946.0,3946.0
2023-10-01,708.226,4818.0,4818.0
2023-11-01,665.299,4526.0,4526.0
2023-12-01,749.029,5096.0,5096.0
2024-01-01,679.0,4792.0,4792.0
2024-02-01,647.0,4523.0,4523.0
2024-03-01,697.0,4863.0,4863.0
2024-04-01,667.0,4692.0,4692.0
2024-05-01,678.0,4813.0,4813.0
2024-06-01,652.0,4659.0,4659.0
2024-07-01,719.0,5059.0,5059.0
2024-08-01,744.0,5225.0,5225.0
2024-09-01,706.0,4979.0,4979.0
2024-10-01,679.0,4877.0,4877.0
2024-11-01,672.0,4825.0,4825.0
2024-12-01,693.0,4965.0,4965.0
