measured_on,Wind Generation,Wind Quantity Consumed For Electricity,Wind Total Fuel Consumed
2014-03-01,15477.0,147186.0,147186.0
2014-04-01,15135.0,143934.0,143934.0
2014-05-01,14913.0,141823.0,141823.0
2014-06-01,11270.0,107178.0,107178.0
2014-07-01,11143.0,105970.0,105970.0
2014-08-01,6699.0,63707.0,63707.0
2014-09-01,14675.0,139559.0,139559.0
2014-10-01,15358.0,146055.0,146055.0
2014-11-01,16219.0,154243.0,154243.0
2014-12-01,12636.0,120168.0,120168.0
2015-01-01,16066.0,149719.0,149719.0
2015-02-01,13728.0,127931.0,127931.0
2015-03-01,16112.0,150148.0,150148.0
2015-04-01,18000.0,167742.0,167742.0
2015-05-01,15712.0,146420.0,146420.0
2015-06-01,8760.0,81634.0,81634.0
2015-07-01,11890.0,110803.0,110803.0
2015-08-01,11006.0,102565.0,102565.0
2015-09-01,13230.0,123290.0,123290.0
2015-10-01,17079.0,159159.0,159159.0
2015-11-01,15175.0,141416.0,141416.0
2015-12-01,11873.0,110644.0,110644.0
2016-01-01,12267.0,113249.0,113249.0
2016-02-01,13809.0,127485.0,127485.0
2016-03-01,13580.0,125371.0,125371.0
2016-04-01,19129.0,176599.0,176599.0
2016-05-01,13723.0,126691.0,126691.0
2016-06-01,14450.0,133402.0,133402.0
2016-07-01,11084.0,102327.0,102327.0
2016-08-01,9377.0,86568.0,86568.0
2016-09-01,15647.0,144453.0,144453.0
2016-10-01,17112.0,157978.0,157978.0
2016-11-01,16516.0,152476.0,152476.0
2016-12-01,18733.0,172943.0,172943.0
2017-01-01,14057.424,129511.0,129511.0
2017-02-01,16605.548,152987.0,152987.0
2017-03-01,16766.764,154472.0,154472.0
2017-04-01,15055.299,138704.0,138704.0
2017-05-01,13823.232,127353.0,127353.0
2017-06-01,10910.112,100515.0,100515.0
2017-07-01,7402.759,68202.0,68202.0
2017-08-01,6265.906,57728.0,57728.0
2017-09-01,11686.326,107666.0,107666.0
2017-10-01,17115.139,157682.0,157682.0
2017-11-01,16557.586,152545.0,152545.0
2017-12-01,16454.905,151599.0,151599.0
2018-01-01,16561.523,150776.0,150776.0
2018-02-01,14173.646,129037.0,129037.0
2018-03-01,15301.316,139303.0,139303.0
2018-04-01,13734.098,125035.0,125035.0
2018-05-01,10843.617,98720.0,98720.0
2018-06-01,12692.658,115554.0,115554.0
2018-07-01,8570.855,78029.0,78029.0
2018-08-01,8748.521,79647.0,79647.0
2018-09-01,12695.807,115583.0,115583.0
2018-10-01,13560.294,123453.0,123453.0
2018-11-01,13433.971,122303.0,122303.0
2018-12-01,13363.694,121663.0,121663.0
2019-01-01,14385.596,128104.0,128104.0
2019-02-01,11689.667,104096.0,104096.0
2019-03-01,14673.164,130665.0,130665.0
2019-04-01,12075.533,107533.0,107533.0
2019-05-01,13110.496,116749.0,116749.0
2019-06-01,9628.185,85739.0,85739.0
2019-07-01,8533.084,75987.0,75987.0
2019-08-01,7730.022,68836.0,68836.0
2019-09-01,13405.845,119379.0,119379.0
2019-10-01,17270.877,153797.0,153797.0
2019-11-01,15176.2,135144.0,135144.0
2019-12-01,13451.331,119784.0,119784.0
2020-01-01,13397.595,117457.0,117457.0
2020-02-01,17288.884,151572.0,151572.0
2020-03-01,17184.438,150656.0,150656.0
2020-04-01,14344.841,125761.0,125761.0
2020-05-01,12357.609,108339.0,108339.0
2020-06-01,13430.834,117748.0,117748.0
2020-07-01,9104.65,79820.0,79820.0
2020-08-01,12189.687,106867.0,106867.0
2020-09-01,12849.624,112653.0,112653.0
2020-10-01,13081.823,114688.0,114688.0
2020-11-01,15443.364,135392.0,135392.0
2020-12-01,14106.651,123673.0,123673.0
2021-01-01,12267.882,108497.0,108497.0
2021-02-01,9726.821,86024.0,86024.0
2021-03-01,15087.525,133434.0,133434.0
2021-04-01,16247.851,143696.0,143696.0
2021-05-01,13420.813,118694.0,118694.0
2021-06-01,10400.291,91980.0,91980.0
2021-07-01,8434.435,74594.0,74594.0
2021-08-01,11303.042,99964.0,99964.0
2021-09-01,12539.54,110900.0,110900.0
2021-10-01,12789.258,113108.0,113108.0
2021-11-01,16499.944,145926.0,145926.0
2021-12-01,17662.598,156208.0,156208.0
2022-01-01,19303.165,65862.0,65862.0
2022-02-01,16565.456,56521.0,56521.0
2022-03-01,17340.06,59164.0,59164.0
2022-04-01,17464.52,59589.0,59589.0
2022-05-01,13955.092,47615.0,47615.0
2022-06-01,12605.01,43008.0,43008.0
2022-07-01,10493.04,35802.0,35802.0
2022-08-01,10442.807,35631.0,35631.0
2022-09-01,12588.292,42951.0,42951.0
2022-10-01,16467.011,56185.0,56185.0
2022-11-01,18388.866,62743.0,62743.0
2022-12-01,17811.681,60773.0,60773.0
2023-01-01,9589.0,32718.0,32718.0
2023-02-01,16236.0,55397.0,55397.0
2023-03-01,16093.0,54909.0,54909.0
2023-04-01,17317.0,59086.0,59086.0
2023-05-01,15387.0,52500.0,52500.0
2023-06-01,9006.0,30728.0,30728.0
2023-07-01,6611.0,22557.0,22557.0
2023-08-01,9867.0,33666.0,33666.0
2023-09-01,10888.0,37150.0,37150.0
2023-10-01,12655.0,43179.0,43179.0
2023-11-01,16190.0,55240.0,55240.0
2023-12-01,14866.0,50723.0,50723.0
2024-01-01,9430.0,32175.0,32175.0
2024-02-01,13554.0,46246.0,46246.0
2024-03-01,16816.0,57376.0,57376.0
2024-04-01,17337.0,59154.0,59154.0
2024-05-01,8733.0,29797.0,29797.0
2024-06-01,9157.0,31244.0,31244.0
2024-07-01,7918.0,27016.0,27016.0
2024-08-01,10882.0,37129.0,37129.0
2024-09-01,14692.0,50129.0,50129.0
2024-10-01,16257.0,55469.0,55469.0
2024-11-01,13245.0,45192.0,45192.0
2024-12-01,12846.0,43831.0,43831.0
