measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2024-04-01,0.0,0.0,0.0,656.0,2238.0,2238.0
2024-05-01,0.0,0.0,0.0,943.0,3218.0,3218.0
2024-06-01,0.0,0.0,0.0,343.0,1170.0,1170.0
2024-07-01,-17.0,0.0,0.0,1335.0,4555.0,4555.0
2024-08-01,-5.0,0.0,0.0,843.0,2876.0,2876.0
2024-09-01,-14.0,0.0,0.0,829.0,2829.0,2829.0
2024-10-01,-7.0,0.0,0.0,806.0,2750.0,2750.0
2024-11-01,-2.0,0.0,0.0,378.0,1290.0,1290.0
2024-12-01,-1.0,0.0,0.0,239.0,815.0,815.0
