measured_on,Hydroelectric Generation,Hydroelectric Quantity Consumed For Electricity,Hydroelectric Total Fuel Consumed
2021-01-01,348.797,3085.0,3085.0
2021-02-01,224.041,1981.0,1981.0
2021-03-01,345.073,3052.0,3052.0
2021-04-01,425.726,3765.0,3765.0
2021-05-01,326.598,2888.0,2888.0
2021-06-01,144.744,1280.0,1280.0
2021-07-01,288.292,2550.0,2550.0
2021-08-01,201.844,1785.0,1785.0
2021-09-01,232.415,2055.0,2055.0
2021-10-01,249.428,2206.0,2206.0
2021-11-01,352.304,3116.0,3116.0
2021-12-01,345.738,3058.0,3058.0
2022-01-01,225.284,769.0,769.0
2022-02-01,278.637,951.0,951.0
2022-03-01,408.665,1394.0,1394.0
2022-04-01,468.068,1597.0,1597.0
2022-05-01,341.103,1164.0,1164.0
2022-06-01,160.86,549.0,549.0
2022-07-01,91.565,312.0,312.0
2022-08-01,80.242,274.0,274.0
2022-09-01,149.939,512.0,512.0
2022-10-01,196.512,670.0,670.0
2022-11-01,218.255,745.0,745.0
2022-12-01,315.87,1078.0,1078.0
2023-01-01,143.0,488.0,488.0
2023-02-01,184.0,628.0,628.0
2023-03-01,194.0,662.0,662.0
2023-04-01,159.0,543.0,543.0
2023-05-01,218.0,744.0,744.0
2023-06-01,130.0,444.0,444.0
2023-07-01,177.0,604.0,604.0
2023-08-01,171.0,583.0,583.0
2023-09-01,144.0,491.0,491.0
2023-10-01,113.0,386.0,386.0
2023-11-01,63.0,215.0,215.0
2023-12-01,133.0,454.0,454.0
2024-01-01,173.0,590.0,590.0
2024-02-01,175.0,597.0,597.0
2024-03-01,156.0,532.0,532.0
2024-04-01,170.0,580.0,580.0
2024-05-01,186.0,635.0,635.0
2024-06-01,79.0,270.0,270.0
2024-07-01,39.0,133.0,133.0
2024-08-01,134.0,457.0,457.0
2024-09-01,3.0,10.0,10.0
2024-10-01,0.0,0.0,0.0
2024-11-01,23.0,78.0,78.0
2024-12-01,135.0,461.0,461.0
