measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2022-12-01,150.0,512.0,512.0
2023-01-01,388.0,1324.0,1324.0
2023-02-01,507.0,1730.0,1730.0
2023-03-01,910.0,3105.0,3105.0
2023-04-01,1045.0,3566.0,3566.0
2023-05-01,1170.0,3992.0,3992.0
2023-06-01,1100.0,3753.0,3753.0
2023-07-01,1096.0,3740.0,3740.0
2023-08-01,1036.0,3535.0,3535.0
2023-09-01,1045.0,3566.0,3566.0
2023-10-01,812.0,2771.0,2771.0
2023-11-01,660.0,2252.0,2252.0
2023-12-01,393.0,1341.0,1341.0
2024-01-01,332.0,1133.0,1133.0
2024-02-01,598.0,2040.0,2040.0
2024-03-01,677.0,2310.0,2310.0
2024-04-01,712.0,2429.0,2429.0
2024-05-01,950.0,3241.0,3241.0
2024-06-01,1201.0,4098.0,4098.0
2024-07-01,1040.0,3548.0,3548.0
2024-08-01,1134.0,3869.0,3869.0
2024-09-01,854.0,2914.0,2914.0
2024-10-01,979.0,3340.0,3340.0
2024-11-01,488.0,1665.0,1665.0
2024-12-01,395.0,1348.0,1348.0
