measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2003-01-01,1045.9170000000001,8743.0,8743.0
2003-02-01,923.004,7716.0,7716.0
2003-03-01,949.74,7939.0,7939.0
2003-04-01,852.947,7130.0,7130.0
2003-05-01,870.4240000000001,7276.0,7276.0
2003-06-01,923.1170000000001,7717.0,7717.0
2003-07-01,1067.596,8924.0,8924.0
2003-08-01,1131.9070000000002,9462.0,9462.0
2003-09-01,948.5110000000001,7929.0,7929.0
2003-10-01,889.731,7438.0,7438.0
2003-11-01,886.759,7413.0,7413.0
2003-12-01,984.185,8227.0,8227.0
2004-01-01,462.833,0.0,0.0
2004-02-01,462.833,0.0,0.0
2004-03-01,462.833,0.0,0.0
2004-04-01,462.833,0.0,0.0
2004-05-01,462.833,0.0,0.0
2004-06-01,462.833,0.0,0.0
2004-07-01,462.833,0.0,0.0
2004-08-01,462.833,0.0,0.0
2004-09-01,462.833,0.0,0.0
2004-10-01,462.833,0.0,0.0
2004-11-01,462.833,0.0,0.0
2004-12-01,462.833,0.0,0.0
