measured_on,Solar Generation,Solar Quantity Consumed For Electricity,Solar Total Fuel Consumed
2024-01-01,243.0,829.0,829.0
2024-02-01,217.0,740.0,740.0
2024-03-01,383.0,1307.0,1307.0
2024-04-01,437.0,1491.0,1491.0
2024-05-01,382.0,1303.0,1303.0
2024-06-01,424.0,1447.0,1447.0
2024-07-01,425.0,1450.0,1450.0
2024-08-01,437.0,1491.0,1491.0
2024-09-01,316.0,1078.0,1078.0
2024-10-01,395.0,1348.0,1348.0
2024-11-01,215.0,734.0,734.0
2024-12-01,194.0,662.0,662.0
