measured_on,"Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Municiapl Landfill Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2017-01-01,1879.284,23600.0,23600.0
2017-02-01,1832.893,23018.0,23018.0
2017-03-01,1843.178,23147.0,23147.0
2017-04-01,1584.69,19901.0,19901.0
2017-05-01,1596.991,20056.0,20056.0
2017-06-01,1514.049,19014.0,19014.0
2017-07-01,1557.219,19556.0,19556.0
2017-08-01,1530.336,19219.0,19219.0
2017-09-01,1294.928,16262.0,16262.0
2017-10-01,1608.936,20206.0,20206.0
2017-11-01,1765.483,22172.0,22172.0
2017-12-01,1799.013,22593.0,22593.0
2018-01-01,1612.167,19641.0,19641.0
2018-02-01,1462.615,17820.0,17820.0
2018-03-01,1548.508,18866.0,18866.0
2018-04-01,1484.094,18081.0,18081.0
2018-05-01,1259.222,15342.0,15342.0
2018-06-01,1386.168,16888.0,16888.0
2018-07-01,1411.457,17196.0,17196.0
2018-08-01,1354.956,16508.0,16508.0
2018-09-01,1179.808,14374.0,14374.0
2018-10-01,1438.333,17524.0,17524.0
2018-11-01,1563.066,19043.0,19043.0
2018-12-01,1573.606,19172.0,19172.0
2019-01-01,1350.583,17846.0,17846.0
2019-02-01,1176.565,15548.0,15548.0
2019-03-01,1250.37,16523.0,16523.0
2019-04-01,1140.037,15065.0,15065.0
2019-05-01,1240.78,16396.0,16396.0
2019-06-01,1140.159,15067.0,15067.0
2019-07-01,1169.047,15448.0,15448.0
2019-08-01,1117.13,14762.0,14762.0
2019-09-01,1111.395,14686.0,14686.0
2019-10-01,1166.319,15412.0,15412.0
2019-11-01,1139.387,15056.0,15056.0
2019-12-01,1272.228,16812.0,16812.0
2020-01-01,1535.613,18679.0,18679.0
2020-02-01,1497.128,18211.0,18211.0
2020-03-01,1577.426,19188.0,19188.0
2020-04-01,1461.624,17779.0,17779.0
2020-05-01,1379.375,16779.0,16779.0
2020-06-01,1201.859,14620.0,14620.0
2020-07-01,1301.456,15831.0,15831.0
2020-08-01,1314.672,15992.0,15992.0
2020-09-01,1189.411,14468.0,14468.0
2020-10-01,1219.705,14837.0,14837.0
2020-11-01,1263.872,15374.0,15374.0
2020-12-01,1559.859,18975.0,18975.0
2021-01-01,1814.011,20138.0,20138.0
2021-02-01,1695.879,18826.0,18826.0
2021-03-01,1735.589,19268.0,19268.0
2021-04-01,1772.196,19674.0,19674.0
2021-05-01,1723.115,19129.0,19129.0
2021-06-01,1505.14,16709.0,16709.0
2021-07-01,1550.812,17216.0,17216.0
2021-08-01,1571.661,17448.0,17448.0
2021-09-01,1512.224,16788.0,16788.0
2021-10-01,1504.184,16699.0,16699.0
2021-11-01,1491.882,16562.0,16562.0
2021-12-01,1850.307,20541.0,20541.0
2022-01-01,1761.842,19770.0,19770.0
2022-02-01,1628.829,18277.0,18277.0
2022-03-01,1759.203,19739.0,19739.0
2022-04-01,1680.394,18855.0,18855.0
2022-05-01,1441.19,16171.0,16171.0
2022-06-01,1572.874,17649.0,17649.0
2022-07-01,1723.349,19337.0,19337.0
2022-08-01,1565.95,17571.0,17571.0
2022-09-01,1391.069,15608.0,15608.0
2022-10-01,1540.24,17282.0,17282.0
2022-11-01,1494.68,16771.0,16771.0
2022-12-01,1709.38,19181.0,19181.0
2023-01-01,1528.086,17472.0,17472.0
2023-02-01,1393.967,15938.0,15938.0
2023-03-01,1348.033,15412.0,15412.0
2023-04-01,1376.278,15735.0,15735.0
2023-05-01,1497.589,17122.0,17122.0
2023-06-01,1254.013,14338.0,14338.0
2023-07-01,1267.365,14490.0,14490.0
2023-08-01,1275.111,14579.0,14579.0
2023-09-01,1182.735,13522.0,13522.0
2023-10-01,1331.881,15228.0,15228.0
2023-11-01,1365.381,15611.0,15611.0
2023-12-01,1515.561,17328.0,17328.0
2024-01-01,1209.227,14940.0,14940.0
2024-02-01,1117.508,13807.0,13807.0
2024-03-01,1055.517,13041.0,13041.0
2024-04-01,1082.058,13369.0,13369.0
2024-05-01,1076.272,13297.0,13297.0
2024-06-01,900.935,11131.0,11131.0
2024-07-01,1078.337,13323.0,13323.0
2024-08-01,1098.243,13569.0,13569.0
2024-09-01,966.237,11938.0,11938.0
2024-10-01,1036.702,12809.0,12809.0
2024-11-01,1224.178,15125.0,15125.0
2024-12-01,1115.786,13786.0,13786.0
