measured_on,"Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Natural Gas-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2021-08-01,0.0,0.0,0.0
2021-09-01,0.0,0.0,0.0
2021-10-01,0.0,0.0,0.0
2021-11-01,0.0,0.0,0.0
2021-12-01,0.0,0.0,0.0
2022-01-01,7.079,100.0,100.0
2022-02-01,6.302,89.0,89.0
2022-03-01,5.018,71.0,71.0
2022-04-01,5.231,73.0,73.0
2022-05-01,7.728,108.0,108.0
2022-06-01,9.407,132.0,132.0
2022-07-01,11.085,156.0,156.0
2022-08-01,11.143,156.0,156.0
2022-09-01,9.393,132.0,132.0
2022-10-01,7.259,102.0,102.0
2022-11-01,6.804,96.0,96.0
2022-12-01,7.551,106.0,106.0
2023-01-01,27.817,391.0,391.0
2023-02-01,26.236,368.0,368.0
2023-03-01,25.892,364.0,364.0
2023-04-01,25.006,352.0,352.0
2023-05-01,35.701,502.0,502.0
2023-06-01,41.241,580.0,580.0
2023-07-01,45.229,635.0,635.0
2023-08-01,49.782,700.0,700.0
2023-09-01,41.939,589.0,589.0
2023-10-01,30.957,434.0,434.0
2023-11-01,28.702,403.0,403.0
2023-12-01,30.498,428.0,428.0
2024-01-01,25.229,364.0,364.0
2024-02-01,17.419,250.0,250.0
2024-03-01,19.767,283.0,283.0
2024-04-01,18.572,266.0,266.0
2024-05-01,24.814,355.0,355.0
2024-06-01,27.995,401.0,401.0
2024-07-01,30.26,433.0,433.0
2024-08-01,34.192,490.0,490.0
2024-09-01,28.37,407.0,407.0
2024-10-01,24.575,353.0,353.0
2024-11-01,19.687,282.0,282.0
2024-12-01,21.12,302.0,302.0
