measured_on,"Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Generation","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Quantity Consumed For Electricity","Municiapl Landfill Gas - Internal Combustion Engine (diesel, piston, reciprocating) - Municipal Landfill Gas - Total Fuel Consumed"
2018-01-01,1142.666,14369.0,14369.0
2018-02-01,1153.972,14511.0,14511.0
2018-03-01,1208.314,15195.0,15195.0
2018-04-01,1106.075,13909.0,13909.0
2018-05-01,1280.109,16097.0,16097.0
2018-06-01,1237.195,15558.0,15558.0
2018-07-01,1226.685,15426.0,15426.0
2018-08-01,1222.897,15378.0,15378.0
2018-09-01,1171.601,14733.0,14733.0
2018-10-01,1209.285,15207.0,15207.0
2018-11-01,1212.894,15253.0,15253.0
2018-12-01,1301.307,16364.0,16364.0
2019-01-01,1427.535,16400.0,16400.0
2019-02-01,1179.324,13549.0,13549.0
2019-03-01,1368.832,15727.0,15727.0
2019-04-01,1306.78,15014.0,15014.0
2019-05-01,1166.298,13400.0,13400.0
2019-06-01,1178.489,13540.0,13540.0
2019-07-01,1273.635,14633.0,14633.0
2019-08-01,1401.213,16099.0,16099.0
2019-09-01,1347.113,15477.0,15477.0
2019-10-01,1359.116,15615.0,15615.0
2019-11-01,1343.507,15436.0,15436.0
2019-12-01,1418.158,16294.0,16294.0
2020-01-01,1554.85,19719.0,19719.0
2020-02-01,1326.763,16825.0,16825.0
2020-03-01,1472.954,18679.0,18679.0
2020-04-01,1435.056,18198.0,18198.0
2020-05-01,1479.006,18756.0,18756.0
2020-06-01,1095.914,13898.0,13898.0
2020-07-01,1423.026,18046.0,18046.0
2020-08-01,1502.926,19059.0,19059.0
2020-09-01,1463.304,18557.0,18557.0
2020-10-01,1513.579,19194.0,19194.0
2020-11-01,1478.323,18747.0,18747.0
2020-12-01,1491.299,18912.0,18912.0
2021-01-01,1466.629,19192.0,19192.0
2021-02-01,1347.422,17632.0,17632.0
2021-03-01,1474.231,19291.0,19291.0
2021-04-01,1287.028,16841.0,16841.0
2021-05-01,1452.514,19007.0,19007.0
2021-06-01,1415.774,18526.0,18526.0
2021-07-01,1502.281,19658.0,19658.0
2021-08-01,1435.976,18790.0,18790.0
2021-09-01,1400.773,18330.0,18330.0
2021-10-01,1498.157,19604.0,19604.0
2021-11-01,1389.325,18180.0,18180.0
2021-12-01,1565.89,20490.0,20490.0
2022-01-01,1792.226,24889.0,24889.0
2022-02-01,1490.913,20705.0,20705.0
2022-03-01,1547.826,21495.0,21495.0
2022-04-01,1843.042,25595.0,25595.0
2022-05-01,1838.759,25536.0,25536.0
2022-06-01,1884.033,26164.0,26164.0
2022-07-01,1803.024,25039.0,25039.0
2022-08-01,1748.527,24282.0,24282.0
2022-09-01,1780.944,24733.0,24733.0
2022-10-01,1841.6,25575.0,25575.0
2022-11-01,1772.723,24618.0,24618.0
2022-12-01,1816.383,25225.0,25225.0
2023-01-01,1738.258,24742.0,24742.0
2023-02-01,1534.453,21841.0,21841.0
2023-03-01,1670.755,23780.0,23780.0
2023-04-01,1365.053,19429.0,19429.0
2023-05-01,1584.206,22549.0,22549.0
2023-06-01,1702.791,24237.0,24237.0
2023-07-01,1746.84,24863.0,24863.0
2023-08-01,1717.164,24441.0,24441.0
2023-09-01,1663.978,23684.0,23684.0
2023-10-01,1716.737,24435.0,24435.0
2023-11-01,1674.334,23831.0,23831.0
2023-12-01,1740.431,24772.0,24772.0
2024-01-01,1469.708,21340.0,21340.0
2024-02-01,1369.169,19880.0,19880.0
2024-03-01,1266.523,18390.0,18390.0
2024-04-01,1304.333,18939.0,18939.0
2024-05-01,1337.557,19421.0,19421.0
2024-06-01,1422.415,20653.0,20653.0
2024-07-01,1431.116,20779.0,20779.0
2024-08-01,1470.103,21346.0,21346.0
2024-09-01,1455.815,21138.0,21138.0
2024-10-01,1479.057,21476.0,21476.0
2024-11-01,1409.436,20465.0,20465.0
2024-12-01,1465.768,21283.0,21283.0
