measured_on,"Electricity used for energy storage - Energy Storage, Battery - Other - Generation","Electricity used for energy storage - Energy Storage, Battery - Other - Quantity Consumed For Electricity","Electricity used for energy storage - Energy Storage, Battery - Other - Total Fuel Consumed"
2018-06-01,-2.904,0.0,0.0
2018-07-01,-3.012,0.0,0.0
2018-08-01,-2.982,0.0,0.0
2018-09-01,-2.749,0.0,0.0
2018-10-01,-2.714,0.0,0.0
2018-11-01,-2.529,0.0,0.0
2018-12-01,-3.11,0.0,0.0
2019-01-01,-12.342,0.0,0.0
2019-02-01,-9.535,0.0,0.0
2019-03-01,-9.833,0.0,0.0
2019-04-01,-11.077,0.0,0.0
2019-05-01,-11.869,0.0,0.0
2019-06-01,-11.909,0.0,0.0
2019-07-01,-11.66,0.0,0.0
2019-08-01,-12.854,0.0,0.0
2019-09-01,-12.031,0.0,0.0
2019-10-01,-12.567,0.0,0.0
2019-11-01,-12.417,0.0,0.0
2019-12-01,-12.906,0.0,0.0
2020-01-01,-64.063,0.0,0.0
2020-02-01,-54.588,0.0,0.0
2020-03-01,-64.47,0.0,0.0
2020-04-01,-58.49,0.0,0.0
2020-05-01,-61.226,0.0,0.0
2020-06-01,-55.884,0.0,0.0
2020-07-01,-62.592,0.0,0.0
2020-08-01,-59.824,0.0,0.0
2020-09-01,-57.142,0.0,0.0
2020-10-01,-60.428,0.0,0.0
2020-11-01,-56.084,0.0,0.0
2020-12-01,-59.209,0.0,0.0
2021-01-01,-14.556,0.0,0.0
2021-02-01,-11.175,0.0,0.0
2021-03-01,-14.536,0.0,0.0
2021-04-01,-14.044,0.0,0.0
2021-05-01,-13.791,0.0,0.0
2021-06-01,-13.192,0.0,0.0
2021-07-01,-13.155,0.0,0.0
2021-08-01,-13.322,0.0,0.0
2021-09-01,-12.601,0.0,0.0
2021-10-01,-13.088,0.0,0.0
2021-11-01,-12.691,0.0,0.0
2021-12-01,-12.849,0.0,0.0
2022-01-01,-12.736,0.0,0.0
2022-02-01,-11.744,0.0,0.0
2022-03-01,-13.655,0.0,0.0
2022-04-01,-13.257,0.0,0.0
2022-05-01,-13.691,0.0,0.0
2022-06-01,-13.37,0.0,0.0
2022-07-01,-12.553,0.0,0.0
2022-08-01,-13.445,0.0,0.0
2022-09-01,-12.328,0.0,0.0
2022-10-01,-10.087,0.0,0.0
2022-11-01,-13.667,0.0,0.0
2022-12-01,-13.467,0.0,0.0
2023-01-01,-15.0,0.0,0.0
2023-02-01,-15.0,0.0,0.0
2023-03-01,-16.0,0.0,0.0
2023-04-01,-10.0,0.0,0.0
2023-05-01,-17.0,0.0,0.0
2023-06-01,-15.0,0.0,0.0
2023-07-01,-12.0,0.0,0.0
2023-08-01,-23.0,0.0,0.0
2023-09-01,-16.0,0.0,0.0
2023-10-01,-13.0,0.0,0.0
2023-11-01,-17.0,0.0,0.0
2023-12-01,-15.0,0.0,0.0
2024-01-01,-14.0,0.0,0.0
2024-02-01,-1.0,0.0,0.0
2024-03-01,0.0,0.0,0.0
2024-04-01,-1.0,0.0,0.0
2024-05-01,0.0,0.0,0.0
2024-06-01,0.0,0.0,0.0
2024-07-01,-7.0,0.0,0.0
2024-08-01,-23.0,0.0,0.0
2024-09-01,-19.0,0.0,0.0
2024-10-01,-19.0,0.0,0.0
2024-11-01,-15.0,0.0,0.0
2024-12-01,-1.0,0.0,0.0
