measured_on,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Generation,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Quantity Consumed For Electricity,Distillate Fuel Oil - Combustion (Gas) Turbine (including jet engine design) - Distillate Fuel Oil - Total Fuel Consumed,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Generation,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Quantity Consumed For Electricity,Natural Gas - Combustion (Gas) Turbine (including jet engine design) - Natural Gas - Total Fuel Consumed
2003-01-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-03-01,0.0,0.0,0.0,13.0,317.0,317.0
2003-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-05-01,0.0,0.0,0.0,41.0,765.0,765.0
2003-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-07-01,0.0,0.0,0.0,17.0,341.0,341.0
2003-08-01,0.0,0.0,0.0,63.0,1057.0,1057.0
2003-09-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-10-01,,,,0.0,0.0,0.0
2003-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2003-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2004-01-01,6.034000000000001,150.0,150.0,1.341,24.0,24.0
2004-02-01,11.218,278.0,278.0,0.903,16.0,16.0
2004-03-01,9.798,243.0,243.0,1.845,33.0,33.0
2004-04-01,14.041,348.0,348.0,1.084,19.0,19.0
2004-05-01,1.79,44.0,44.0,19.225,341.0,341.0
2004-06-01,7.399,184.0,184.0,18.054000000000002,320.0,320.0
2004-07-01,1.9,47.0,47.0,14.423,256.0,256.0
2004-08-01,0.018000000000000002,0.0,0.0,7.759,138.0,138.0
2004-09-01,5.498,136.0,136.0,3.734,66.0,66.0
2004-10-01,1.3840000000000001,34.0,34.0,0.546,10.0,10.0
2004-11-01,4.022,100.0,100.0,1.006,18.0,18.0
2004-12-01,7.897,196.0,196.0,1.08,19.0,19.0
2005-01-01,0.0,0.0,0.0,17.829,327.45,327.45
2005-02-01,0.0,0.0,0.0,14.263,261.96,261.96
2005-03-01,0.0,0.0,0.0,19.793,363.52,363.52
2005-04-01,0.0,0.0,0.0,18.789,345.08,345.08
2005-05-01,0.0,0.0,0.0,17.966,329.98,329.98
2005-06-01,0.0,0.0,0.0,33.916000000000004,622.9,622.9
2005-07-01,0.0,0.0,0.0,44.648,820.02,820.02
2005-08-01,0.0,0.0,0.0,44.354,814.61,814.61
2005-09-01,0.0,0.0,0.0,26.853,493.19,493.19
2005-10-01,0.0,0.0,0.0,19.041,349.7,349.7
2005-11-01,0.0,0.0,0.0,16.688000000000002,306.49,306.49
2005-12-01,0.0,0.0,0.0,20.861,383.13,383.13
2006-01-01,2.35,47.0,47.0,10.76,199.0,199.0
2006-02-01,1.23,25.0,25.0,12.163,225.0,225.0
2006-03-01,1.0330000000000001,21.0,21.0,16.028000000000002,296.0,296.0
2006-04-01,1.979,40.0,40.0,13.264000000000001,245.0,245.0
2006-05-01,1.85,37.0,37.0,17.472,323.0,323.0
2006-06-01,1.681,34.0,34.0,22.506,416.0,416.0
2006-07-01,2.436,49.0,49.0,40.274,744.0,744.0
2006-08-01,2.363,47.0,47.0,35.787,661.0,661.0
2006-09-01,1.085,22.0,22.0,21.051000000000002,389.0,389.0
2006-10-01,1.147,23.0,23.0,22.802,421.0,421.0
2006-11-01,1.35,27.0,27.0,15.33,283.0,283.0
2006-12-01,1.496,30.0,30.0,15.562000000000001,288.0,288.0
2007-01-01,14.963000000000001,264.0,264.0,54.307,966.0,966.0
2007-02-01,6.916,120.0,120.0,42.342,752.0,752.0
2007-03-01,1.358,24.0,24.0,18.072,321.0,321.0
2007-04-01,1.089,18.0,18.0,9.692,172.0,172.0
2007-05-01,18.692,330.0,330.0,28.304000000000002,503.0,503.0
2007-06-01,14.408000000000001,258.0,258.0,23.429000000000002,417.0,417.0
2007-07-01,1.508,24.0,24.0,80.869,1438.0,1438.0
2007-08-01,9.642000000000001,174.0,174.0,81.68,1453.0,1453.0
2007-09-01,1.292,24.0,24.0,15.733,280.0,280.0
2007-10-01,0.511,12.0,12.0,10.918000000000001,194.0,194.0
2007-11-01,6.961,126.0,126.0,4.955,88.0,88.0
2007-12-01,1.967,36.0,36.0,8.393,149.0,149.0
2008-01-01,1.099,18.0,18.0,14.883000000000001,263.0,263.0
2008-02-01,0.18100000000000002,6.0,6.0,4.562,81.0,81.0
2008-03-01,0.7080000000000001,12.0,12.0,11.47,203.0,203.0
2008-04-01,0.43,6.0,6.0,3.206,57.0,57.0
2008-05-01,0.149,0.0,0.0,2.4770000000000003,44.0,44.0
2008-06-01,0.064,0.0,0.0,15.48,274.0,274.0
2008-07-01,0.193,6.0,6.0,42.660000000000004,755.0,755.0
2008-08-01,0.6890000000000001,12.0,12.0,50.958000000000006,902.0,902.0
2008-09-01,1.314,24.0,24.0,6.906000000000001,122.0,122.0
2008-10-01,3.322,60.0,60.0,9.654,171.0,171.0
2008-11-01,0.516,12.0,12.0,19.403000000000002,344.0,344.0
2008-12-01,0.48700000000000004,6.0,6.0,20.189,357.0,357.0
2009-01-01,0.0,0.0,0.0,20.295,323.0,323.0
2009-02-01,0.0,0.0,0.0,6.381,101.0,101.0
2009-03-01,0.0,0.0,0.0,16.392,260.0,260.0
2009-04-01,0.0,0.0,0.0,17.924,284.0,284.0
2009-05-01,0.0,0.0,0.0,14.798,234.0,234.0
2009-06-01,0.0,0.0,0.0,45.799,725.0,725.0
2009-07-01,0.0,0.0,0.0,67.13600000000001,1064.0,1064.0
2009-08-01,0.0,0.0,0.0,67.971,1076.0,1076.0
2009-09-01,0.0,0.0,0.0,18.422,292.0,292.0
2009-10-01,0.0,0.0,0.0,10.499,167.0,167.0
2009-11-01,0.0,0.0,0.0,6.319,100.0,100.0
2009-12-01,0.0,0.0,0.0,42.064,666.0,666.0
2010-01-01,0.0,0.0,0.0,0.321,31.0,31.0
2010-02-01,0.0,0.0,0.0,0.192,19.0,19.0
2010-03-01,0.0,0.0,0.0,0.23500000000000001,23.0,23.0
2010-04-01,0.0,0.0,0.0,0.165,16.0,16.0
2010-05-01,0.0,0.0,0.0,0.35200000000000004,35.0,35.0
2010-06-01,0.0,0.0,0.0,1.056,104.0,104.0
2010-07-01,0.0,0.0,0.0,1.8230000000000002,180.0,180.0
2010-08-01,0.0,0.0,0.0,2.847,281.0,281.0
2010-09-01,0.0,0.0,0.0,0.314,31.0,31.0
2010-10-01,0.0,0.0,0.0,0.263,26.0,26.0
2010-11-01,0.0,0.0,0.0,0.23600000000000002,23.0,23.0
2010-12-01,0.0,0.0,0.0,0.196,20.0,20.0
2011-01-01,12.454,198.0,198.0,8.269,128.0,128.0
2011-02-01,3.902,60.0,60.0,7.435,115.0,115.0
2011-03-01,19.914,312.0,312.0,19.898,309.0,309.0
2011-04-01,13.645,210.0,210.0,8.219,128.0,128.0
2011-05-01,7.344,114.0,114.0,10.464,162.0,162.0
2011-06-01,13.696,210.0,210.0,29.354,456.0,456.0
2011-07-01,7.516,114.0,114.0,126.18,1959.0,1959.0
2011-08-01,3.873,60.0,60.0,80.37,1247.0,1247.0
2011-09-01,1.815,30.0,30.0,20.814,323.0,323.0
2011-10-01,5.432,84.0,84.0,7.685,119.0,119.0
2011-11-01,7.841,120.0,120.0,8.046,125.0,125.0
2011-12-01,7.711,120.0,120.0,5.123,80.0,80.0
2012-01-01,0.0,0.0,0.0,2.109,47.0,47.0
2012-02-01,0.0,0.0,0.0,1.677,37.0,37.0
2012-03-01,0.0,0.0,0.0,2.867,63.0,63.0
2012-04-01,0.0,0.0,0.0,7.938,175.0,175.0
2012-05-01,0.0,0.0,0.0,21.91,482.0,482.0
2012-06-01,0.0,0.0,0.0,47.202,1039.0,1039.0
2012-07-01,0.0,0.0,0.0,112.112,2468.0,2468.0
2012-08-01,0.0,0.0,0.0,41.563,915.0,915.0
2012-09-01,0.0,0.0,0.0,8.048,177.0,177.0
2012-10-01,0.0,0.0,0.0,4.725,104.0,104.0
2012-11-01,0.0,0.0,0.0,5.258,116.0,116.0
2012-12-01,0.0,0.0,0.0,1.591,35.0,35.0
2013-01-01,0.0,0.0,0.0,2.67,43.0,43.0
2013-02-01,0.0,0.0,0.0,3.648,59.0,59.0
2013-03-01,0.0,0.0,0.0,6.2,100.0,100.0
2013-04-01,0.0,0.0,0.0,7.837,126.0,126.0
2013-05-01,0.0,0.0,0.0,14.368,231.0,231.0
2013-06-01,0.0,0.0,0.0,24.375,391.0,391.0
2013-07-01,0.0,0.0,0.0,69.051,1109.0,1109.0
2013-08-01,0.0,0.0,0.0,76.295,1225.0,1225.0
2013-09-01,0.0,0.0,0.0,34.512,554.0,554.0
2013-10-01,0.0,0.0,0.0,8.902,143.0,143.0
2013-11-01,0.0,0.0,0.0,19.888,319.0,319.0
2013-12-01,2.615,42.0,42.0,14.639,235.0,235.0
2014-01-01,0.0,0.0,0.0,4.762,94.0,94.0
2014-02-01,0.0,0.0,0.0,4.256,85.0,85.0
2014-03-01,0.0,0.0,0.0,7.32,145.0,145.0
2014-04-01,0.0,0.0,0.0,26.172,520.0,520.0
2014-05-01,0.0,0.0,0.0,38.862,772.0,772.0
2014-06-01,0.0,0.0,0.0,14.02,279.0,279.0
2014-07-01,0.0,0.0,0.0,25.898,515.0,515.0
2014-08-01,0.0,0.0,0.0,31.803,632.0,632.0
2014-09-01,0.0,0.0,0.0,9.715,193.0,193.0
2014-10-01,0.0,0.0,0.0,16.259,323.0,323.0
2014-11-01,0.0,0.0,0.0,10.604,211.0,211.0
2014-12-01,0.0,0.0,0.0,13.329,265.0,265.0
2015-01-01,0.0,0.0,0.0,33.154,737.0,737.0
2015-02-01,0.0,0.0,0.0,10.227,228.0,228.0
2015-03-01,0.0,0.0,0.0,26.268,585.0,585.0
2015-04-01,0.0,0.0,0.0,41.084,914.0,914.0
2015-05-01,0.0,0.0,0.0,29.17,649.0,649.0
2015-06-01,0.0,0.0,0.0,108.872,2423.0,2423.0
2015-07-01,0.0,0.0,0.0,218.552,4864.0,4864.0
2015-08-01,0.0,0.0,0.0,135.809,3023.0,3023.0
2015-09-01,0.0,0.0,0.0,72.283,1609.0,1609.0
2015-10-01,0.0,0.0,0.0,17.771,396.0,396.0
2015-11-01,0.0,0.0,0.0,25.351,564.0,564.0
2015-12-01,0.0,0.0,0.0,21.459,478.0,478.0
2016-01-01,0.131,6.0,6.0,3.303,89.0,89.0
2016-02-01,0.353,6.0,6.0,3.973,107.0,107.0
2016-03-01,0.156,6.0,6.0,6.468,174.0,174.0
2016-04-01,0.611,18.0,18.0,16.816,453.0,453.0
2016-05-01,0.24,6.0,6.0,10.511,283.0,283.0
2016-06-01,0.535,12.0,12.0,52.227,1407.0,1407.0
