measured_on,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Generation,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Distillate Fuel Oil-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Generation,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Quantity Consumed For Electricity,Natural Gas-Combustion (Gas) Turbine (including jet engine design) Total Fuel Consumed
2003-01-01,,,,0.0,0.0,0.0
2003-02-01,,,,770.0,11797.0,11797.0
2003-03-01,,,,-1127.0,0.0,0.0
2003-04-01,,,,-249.0,0.0,0.0
2003-05-01,,,,2940.0,37322.0,37322.0
2003-06-01,,,,2012.0,26018.0,26018.0
2003-07-01,,,,2601.0,26018.0,26018.0
2003-08-01,,,,25326.0,290451.0,290451.0
2003-10-01,,,,-278.0,0.0,0.0
2003-11-01,,,,0.0,0.0,0.0
2003-12-01,,,,0.0,0.0,0.0
2004-01-01,,,,0.0,558.0,558.0
2004-02-01,,,,0.0,494.0,494.0
2004-03-01,,,,0.0,430.0,430.0
2004-04-01,,,,400.0,5426.0,5426.0
2004-05-01,,,,1719.0,20899.0,20899.0
2004-06-01,,,,2593.0,32865.0,32865.0
2004-07-01,,,,5425.0,55171.0,55171.0
2004-08-01,,,,3255.0,36158.0,36158.0
2004-09-01,,,,4998.0,50851.0,50851.0
2004-10-01,,,,0.0,7213.0,7213.0
2004-11-01,,,,0.0,320.0,320.0
2004-12-01,,,,868.0,10246.0,10246.0
2005-01-01,,,,0.0,364.14,364.14
2005-02-01,,,,540.0,6413.76,6413.76
2005-03-01,,,,1367.0,15852.84,15852.84
2005-04-01,,,,1035.0,12051.3,12051.3
2005-05-01,,,,0.0,123.0,123.0
2005-06-01,,,,9486.0,111903.32,111903.32
2005-07-01,,,,5854.0,69497.7,69497.7
2005-08-01,,,,16131.0,128554.68,128554.68
2005-09-01,,,,811.0,9308.52,9308.52
2005-10-01,,,,0.0,0.0,0.0
2005-11-01,,,,0.0,0.0,0.0
2005-12-01,,,,0.0,1389.24,1389.24
2006-01-01,,,,0.0,4123.0,4123.0
2006-02-01,,,,0.0,10142.0,10142.0
2006-03-01,,,,0.0,29867.0,29867.0
2006-04-01,,,,0.0,1459.0,1459.0
2006-05-01,,,,0.0,196.0,196.0
2006-06-01,,,,0.0,0.0,0.0
2006-07-01,,,,8087.0,77837.0,77837.0
2006-08-01,,,,15223.0,115917.0,115917.0
2006-09-01,,,,0.0,740.0,740.0
2006-11-01,,,,0.0,1062.0,1062.0
2006-12-01,,,,0.0,0.0,0.0
2007-01-01,,,,0.0,370.0,370.0
2007-02-01,,,,3106.0,21571.0,21571.0
2007-03-01,,,,46.0,439.0,439.0
2007-04-01,,,,1027.0,12376.0,12376.0
2007-05-01,,,,5815.0,91776.0,91776.0
2007-06-01,,,,10198.0,65542.0,65542.0
2007-07-01,,,,17090.0,231397.0,231397.0
2007-08-01,,,,28799.0,340999.0,340999.0
2007-09-01,,,,14101.0,155780.0,155780.0
2007-10-01,,,,6864.0,45857.0,45857.0
2007-11-01,,,,0.0,375.0,375.0
2007-12-01,,,,1441.0,18098.0,18098.0
2008-01-01,,,,0.0,0.0,0.0
2008-02-01,,,,6995.0,57111.0,57111.0
2008-03-01,,,,8374.0,95353.0,95353.0
2008-04-01,,,,0.0,0.0,0.0
2008-05-01,,,,0.0,0.0,0.0
2008-06-01,,,,9122.0,109049.0,109049.0
2008-07-01,,,,17637.0,112899.0,112899.0
2008-08-01,,,,8026.0,96520.0,96520.0
2008-09-01,,,,1595.0,18858.0,18858.0
2008-10-01,,,,0.0,460.0,460.0
2008-11-01,,,,267.0,3563.0,3563.0
2008-12-01,,,,1562.0,14264.0,14264.0
2009-01-01,,,,486.0,6369.0,6369.0
2009-02-01,,,,0.0,0.0,0.0
2009-03-01,,,,0.0,0.0,0.0
2009-04-01,,,,0.0,0.0,0.0
2009-05-01,,,,0.0,0.0,0.0
2009-06-01,,,,5789.0,96977.0,96977.0
2009-07-01,,,,0.0,0.0,0.0
2009-08-01,,,,3547.0,41395.0,41395.0
2009-09-01,,,,0.0,0.0,0.0
2009-10-01,,,,0.0,0.0,0.0
2009-11-01,,,,0.0,0.0,0.0
2009-12-01,,,,0.0,0.0,0.0
2010-01-01,,,,0.0,0.0,0.0
2010-02-01,,,,0.0,0.0,0.0
2010-03-01,,,,0.0,0.0,0.0
2010-04-01,,,,0.0,0.0,0.0
2010-05-01,,,,7091.0,82972.0,82972.0
2010-06-01,,,,1098.0,13331.0,13331.0
2010-07-01,,,,23351.0,274347.0,274347.0
2010-08-01,,,,16831.0,209669.0,209669.0
2010-09-01,,,,5489.0,53412.0,53412.0
2010-10-01,,,,0.0,0.0,0.0
2010-11-01,,,,0.0,0.0,0.0
2010-12-01,,,,0.0,0.0,0.0
2011-01-01,,,,0.0,0.0,0.0
2011-02-01,,,,0.0,0.0,0.0
2011-03-01,,,,0.0,0.0,0.0
2011-04-01,,,,0.0,0.0,0.0
2011-05-01,,,,0.0,0.0,0.0
2011-06-01,,,,8775.0,102820.0,102820.0
2011-07-01,,,,21638.0,251866.0,251866.0
2011-08-01,,,,5746.0,67617.0,67617.0
2011-09-01,,,,4108.0,49306.0,49306.0
2011-10-01,,,,0.0,0.0,0.0
2011-11-01,,,,0.0,0.0,0.0
2011-12-01,,,,0.0,0.0,0.0
2012-01-01,,,,0.0,0.0,0.0
2012-02-01,,,,0.0,0.0,0.0
2012-03-01,,,,0.0,0.0,0.0
2012-04-01,,,,0.0,0.0,0.0
2012-05-01,,,,0.0,0.0,0.0
2012-06-01,,,,19644.0,227414.0,227414.0
2012-07-01,,,,37522.0,889596.0,889596.0
2012-08-01,,,,9995.0,115885.0,115885.0
2012-09-01,,,,10127.0,118132.0,118132.0
2012-10-01,,,,0.0,0.0,0.0
2012-11-01,,,,0.0,0.0,0.0
2012-12-01,,,,0.0,0.0,0.0
2013-01-01,,,,0.0,0.0,0.0
2013-02-01,,,,0.0,0.0,0.0
2013-03-01,,,,0.0,0.0,0.0
2013-04-01,,,,0.0,0.0,0.0
2013-05-01,,,,1848.0,22244.0,22244.0
2013-06-01,,,,1083.0,13894.0,13894.0
2013-07-01,,,,22287.0,257918.0,257918.0
2013-08-01,,,,13641.0,160494.0,160494.0
2013-09-01,,,,16136.0,186902.0,186902.0
2013-10-01,,,,0.0,0.0,0.0
2013-11-01,,,,0.0,0.0,0.0
2013-12-01,,,,0.0,0.0,0.0
2014-01-01,,,,1910.0,21638.0,21638.0
2014-02-01,,,,339.0,4149.0,4149.0
2014-03-01,,,,-393.0,0.0,0.0
2014-04-01,,,,-312.0,0.0,0.0
2014-05-01,,,,-310.0,0.0,0.0
2014-06-01,,,,22993.0,283120.0,283120.0
2014-07-01,,,,10212.0,133736.0,133736.0
2014-08-01,,,,7971.0,98563.0,98563.0
2014-09-01,,,,8053.0,101723.0,101723.0
