measured_on,"Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Natural Gas-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Generation","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Quantity Consumed For Electricity","Residual Fuel Oil-Steam Turbine, including nuclear, geothermal and solar steam (does not include combined cycle) Total Fuel Consumed"
2007-03-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-04-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-05-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-06-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-07-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-08-01,25269.0,366175.0,366175.0,0.0,0.0,0.0
2007-09-01,3899.0,55127.0,55127.0,0.0,0.0,0.0
2007-10-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-11-01,0.0,0.0,0.0,0.0,0.0,0.0
2007-12-01,0.0,0.0,0.0,0.0,0.0,0.0
2008-01-01,-393.0,0.0,0.0,0.0,0.0,0.0
2008-02-01,-239.0,0.0,0.0,0.0,0.0,0.0
2008-03-01,-393.0,0.0,0.0,0.0,0.0,0.0
2008-04-01,296.0,6762.0,6762.0,0.0,0.0,0.0
2008-05-01,41953.0,463189.0,463189.0,0.0,0.0,0.0
2008-06-01,46894.0,584655.0,584655.0,0.0,0.0,0.0
2008-07-01,3747.0,68557.0,68557.0,0.0,0.0,0.0
2008-08-01,13129.0,185919.0,185919.0,0.0,0.0,0.0
2008-09-01,14063.0,222415.0,222415.0,0.0,0.0,0.0
2008-10-01,-403.0,408.0,408.0,0.0,0.0,0.0
2008-11-01,-397.0,0.0,0.0,0.0,0.0,0.0
2008-12-01,-428.0,4977.0,4977.0,0.0,0.0,0.0
2009-01-01,-459.0,4421.0,4421.0,,,
2009-02-01,-394.0,2997.0,2997.0,,,
2009-03-01,-420.0,2560.0,2560.0,,,
2009-04-01,-384.0,4655.0,4655.0,,,
2009-05-01,-425.0,235.0,235.0,,,
2009-06-01,95996.0,1069634.0,1069634.0,,,
2009-07-01,40488.0,470082.0,470082.0,,,
2009-08-01,-504.0,0.0,0.0,,,
2009-09-01,-395.0,0.0,0.0,,,
2009-10-01,-410.0,805.0,805.0,,,
2009-11-01,-408.0,1660.0,1660.0,,,
2009-12-01,-449.0,2357.0,2357.0,,,
2010-01-01,-448.0,2740.0,2740.0,,,
2010-02-01,-396.0,2496.0,2496.0,,,
2010-03-01,-414.0,1614.0,1614.0,,,
2010-04-01,-373.0,9.0,9.0,,,
2010-05-01,5661.0,80967.0,80967.0,,,
2010-06-01,28347.0,407712.0,407712.0,,,
2010-07-01,24982.0,381133.0,381133.0,,,
2010-08-01,71473.0,916246.0,916246.0,,,
2010-09-01,6545.0,64870.0,64870.0,,,
2010-10-01,-551.0,0.0,0.0,,,
2010-11-01,-71.0,0.0,0.0,,,
2010-12-01,-363.0,0.0,0.0,,,
2011-01-01,-476.0,0.0,0.0,,,
2011-02-01,-314.0,0.0,0.0,,,
2011-03-01,-302.0,0.0,0.0,,,
2011-04-01,9711.0,174835.0,174835.0,,,
2011-05-01,42730.0,553613.0,553613.0,,,
2011-06-01,40945.0,497325.0,497325.0,,,
2011-07-01,-468.0,0.0,0.0,,,
2011-08-01,8499.0,152401.0,152401.0,,,
2011-09-01,6304.0,116461.0,116461.0,,,
2011-10-01,-430.0,0.0,0.0,,,
2011-11-01,-359.0,1401.0,1401.0,,,
2011-12-01,-401.0,5605.0,5605.0,,,
2012-01-01,2742.0,43823.0,43823.0,,,
2012-02-01,-176.0,10258.0,10258.0,,,
2012-03-01,-383.0,0.0,0.0,,,
2012-04-01,94611.0,1115526.0,1115526.0,,,
2012-05-01,83061.0,918224.0,918224.0,,,
2012-06-01,92149.0,1077222.0,1077222.0,,,
2012-07-01,78059.0,989562.0,989562.0,,,
2012-08-01,65909.0,803637.0,803637.0,,,
2012-09-01,127130.0,1412556.0,1412556.0,,,
2012-10-01,70833.0,819676.0,819676.0,,,
2012-11-01,-541.0,0.0,0.0,,,
2012-12-01,-423.0,0.0,0.0,,,
2013-01-01,-390.0,0.0,0.0,,,
2013-02-01,-327.0,0.0,0.0,,,
2013-03-01,-399.0,0.0,0.0,,,
2013-04-01,11559.0,184955.0,184955.0,,,
2013-05-01,1289.0,21449.0,21449.0,,,
2013-06-01,21664.0,357360.0,357360.0,,,
2013-07-01,75972.0,928354.0,928354.0,,,
2013-08-01,48734.0,537634.0,537634.0,,,
2013-09-01,103791.0,1232148.0,1232148.0,,,
2013-10-01,95680.0,1152960.0,1152960.0,,,
2013-11-01,96883.0,1169131.0,1169131.0,,,
2013-12-01,23383.0,374742.0,374742.0,,,
2014-01-01,138.0,1471.0,1471.0,,,
2014-02-01,-236.0,0.0,0.0,,,
2014-03-01,-215.0,0.0,0.0,,,
2014-04-01,0.0,0.0,0.0,,,
2014-05-01,-301.0,21468.0,21468.0,,,
2014-06-01,81996.0,849974.0,849974.0,,,
2014-07-01,1982.0,36040.0,36040.0,,,
2014-08-01,-337.0,0.0,0.0,,,
2014-09-01,-259.0,0.0,0.0,,,
2014-10-01,8364.0,114675.0,114675.0,,,
2014-11-01,-143.0,0.0,0.0,,,
2014-12-01,-336.0,0.0,0.0,,,
2015-01-01,-343.0,0.0,0.0,,,
2015-02-01,0.0,0.0,0.0,,,
2015-03-01,-212.0,0.0,0.0,,,
2015-04-01,-243.0,0.0,0.0,,,
2015-05-01,-630.0,20973.0,20973.0,,,
2015-06-01,30897.0,363923.0,363923.0,,,
2015-07-01,22222.0,293899.0,293899.0,,,
2015-08-01,32250.0,367377.0,367377.0,,,
2015-09-01,65829.0,768847.0,768847.0,,,
2015-10-01,6929.0,95821.0,95821.0,,,
2015-11-01,-292.0,0.0,0.0,,,
2015-12-01,3221.0,51840.0,51840.0,,,
2016-01-01,4320.0,84855.0,84855.0,,,
2016-02-01,2356.0,44985.0,44985.0,,,
2016-03-01,51518.0,586014.0,586014.0,,,
2016-04-01,22568.0,263753.0,263753.0,,,
2016-05-01,133914.0,1420943.0,1420943.0,,,
2016-06-01,62606.0,745275.0,745275.0,,,
2016-07-01,24229.0,301906.0,301906.0,,,
2016-08-01,-507.0,0.0,0.0,,,
2016-09-01,3111.0,47690.0,47690.0,,,
2016-10-01,-274.0,0.0,0.0,,,
2016-11-01,-420.0,0.0,0.0,,,
2016-12-01,28735.0,369213.0,369213.0,,,
2017-01-01,3210.0,62348.0,62348.0,,,
2017-02-01,-213.0,0.0,0.0,,,
2017-03-01,12482.0,159971.0,159971.0,,,
2017-04-01,25726.0,345771.0,345771.0,,,
2017-05-01,9921.0,138056.0,138056.0,,,
2017-06-01,5662.0,66216.0,66216.0,,,
2017-07-01,23047.0,283778.0,283778.0,,,
2017-08-01,1987.0,40082.0,40082.0,,,
2017-09-01,5354.0,102606.0,102606.0,,,
2017-10-01,-306.0,0.0,0.0,,,
2017-11-01,-207.0,0.0,0.0,,,
2017-12-01,6927.0,98038.0,98038.0,,,
2018-01-01,1641.0,41159.0,41159.0,,,
2018-02-01,0.0,0.0,0.0,,,
2018-03-01,39489.0,505530.0,505530.0,,,
2018-04-01,47083.0,551270.0,551270.0,,,
2018-05-01,53985.0,635163.0,635163.0,,,
2018-06-01,55149.0,688869.0,688869.0,,,
2018-07-01,72172.0,825271.0,825271.0,,,
2018-08-01,-1144.0,0.0,0.0,,,
2018-09-01,21782.0,251473.0,251473.0,,,
2018-10-01,-290.0,0.0,0.0,,,
2018-11-01,-218.0,0.0,0.0,,,
2018-12-01,-565.0,0.0,0.0,,,
2019-01-01,5220.0,84269.0,84269.0,,,
2019-02-01,-693.0,2852.0,2852.0,,,
2019-03-01,-166.0,2520.0,2520.0,,,
2019-04-01,-156.0,1547.0,1547.0,,,
2019-05-01,3388.0,61292.0,61292.0,,,
2019-06-01,4882.0,109810.0,109810.0,,,
2019-07-01,12066.0,164092.0,164092.0,,,
2019-08-01,42814.0,507432.0,507432.0,,,
2019-09-01,54079.0,674719.0,674719.0,,,
2019-10-01,6358.0,82703.0,82703.0,,,
2019-11-01,-149.0,4059.0,4059.0,,,
2019-12-01,-148.0,3859.0,3859.0,,,
2020-01-01,0.0,0.0,0.0,,,
2020-02-01,24598.0,270068.0,270068.0,,,
2020-03-01,1788.0,34053.0,34053.0,,,
2020-04-01,16662.0,198493.0,198493.0,,,
2020-05-01,32122.0,352071.0,352071.0,,,
2020-06-01,132630.0,1385357.0,1385357.0,,,
2020-07-01,110353.0,1213901.0,1213901.0,,,
2020-08-01,87817.0,958918.0,958918.0,,,
2020-09-01,45094.0,516044.0,516044.0,,,
2020-10-01,19889.0,242145.0,242145.0,,,
2020-11-01,6626.0,97467.0,97467.0,,,
2020-12-01,0.0,0.0,0.0,,,
2021-01-01,0.0,0.0,0.0,,,
2021-02-01,10225.0,177144.0,177144.0,,,
2021-03-01,0.0,0.0,0.0,,,
2021-04-01,23424.0,252940.0,252940.0,,,
2021-05-01,0.0,0.0,0.0,,,
2021-06-01,33852.0,353722.0,353722.0,,,
2021-07-01,19649.0,241188.0,241188.0,,,
2021-08-01,50586.0,593504.0,593504.0,,,
2021-09-01,58450.0,666737.0,666737.0,,,
2021-10-01,0.0,0.0,0.0,,,
2021-11-01,0.0,0.0,0.0,,,
2021-12-01,0.0,0.0,0.0,,,
2022-01-01,1575.0,31385.0,31385.0,,,
2022-02-01,2290.0,45959.0,45959.0,,,
2022-03-01,0.0,0.0,0.0,,,
2022-04-01,0.0,0.0,0.0,,,
2022-05-01,1533.0,36093.0,36093.0,,,
2022-06-01,100435.0,1063464.0,1063464.0,,,
2022-07-01,99889.0,1117139.0,1117139.0,,,
2022-08-01,0.0,0.0,0.0,,,
2022-09-01,0.0,0.0,0.0,,,
2022-10-01,0.0,0.0,0.0,,,
2022-11-01,0.0,0.0,0.0,,,
2022-12-01,4414.0,82307.0,82307.0,,,
2023-01-01,0.0,0.0,0.0,,,
2023-02-01,0.0,0.0,0.0,,,
2023-03-01,0.0,0.0,0.0,,,
2023-04-01,0.0,0.0,0.0,,,
2023-05-01,0.0,0.0,0.0,,,
2023-06-01,25736.0,293672.0,293672.0,,,
2023-07-01,68081.0,737893.0,737893.0,,,
2023-08-01,75305.0,798468.0,798468.0,,,
2023-09-01,0.0,0.0,0.0,,,
2023-10-01,0.0,0.0,0.0,,,
2023-11-01,0.0,0.0,0.0,,,
2023-12-01,0.0,0.0,0.0,,,
2024-01-01,6161.0,111797.0,111797.0,,,
2024-02-01,0.0,0.0,0.0,,,
2024-03-01,6110.0,57769.0,57769.0,,,
2024-04-01,59087.0,611645.0,611645.0,,,
2024-05-01,33984.0,351000.0,351000.0,,,
2024-06-01,3411.0,39296.0,39296.0,,,
2024-07-01,41224.0,446790.0,446790.0,,,
2024-08-01,69749.0,747387.0,747387.0,,,
2024-09-01,0.0,0.0,0.0,,,
2024-10-01,57799.0,672778.0,672778.0,,,
2024-11-01,22075.0,229522.0,229522.0,,,
2024-12-01,0.0,0.0,0.0,,,
