measured_on,"Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Generation","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Quantity Consumed For Electricity","Distillate Fuel Oil-Internal Combustion Engine (diesel, piston, reciprocating) Total Fuel Consumed"
2007-01-01,0.0,0.0,0.0
2007-02-01,0.0,0.0,0.0
2007-03-01,0.0,0.0,0.0
2007-04-01,30.346,291.0,291.0
2007-05-01,6.252000000000001,58.0,58.0
2007-06-01,19.124000000000002,186.0,186.0
2007-07-01,8.44,82.0,82.0
2007-08-01,40.092,384.0,384.0
2007-09-01,5.046,47.0,47.0
2007-10-01,9.907,93.0,93.0
2007-11-01,3.1540000000000004,29.0,29.0
2007-12-01,6.639,64.0,64.0
2008-01-01,16.662,158.0,158.0
2008-02-01,6.529,64.0,64.0
2008-03-01,0.9430000000000001,12.0,12.0
2008-04-01,1.969,18.0,18.0
2008-05-01,1.6460000000000001,18.0,18.0
2008-06-01,17.676000000000002,169.0,169.0
2008-07-01,8.626000000000001,82.0,82.0
2008-08-01,3.423,35.0,35.0
2008-09-01,4.38,41.0,41.0
2008-10-01,1.258,12.0,12.0
2008-11-01,18.77,181.0,181.0
2008-12-01,15.118,146.0,146.0
2009-01-01,17.882,163.0,163.0
2009-02-01,6.564,64.0,64.0
2009-03-01,5.187,53.0,53.0
2009-04-01,0.48100000000000004,6.0,6.0
2009-05-01,1.358,12.0,12.0
2009-06-01,0.936,12.0,12.0
2009-07-01,1.69,18.0,18.0
2009-08-01,3.346,35.0,35.0
2009-09-01,0.42900000000000005,6.0,6.0
2009-10-01,0.55,6.0,6.0
2009-11-01,0.7060000000000001,6.0,6.0
2009-12-01,0.871,6.0,6.0
2010-01-01,2.7270000000000003,47.0,47.0
2010-02-01,1.455,23.0,23.0
2010-03-01,0.341,6.0,6.0
2010-04-01,0.338,6.0,6.0
2010-05-01,0.796,12.0,12.0
2010-06-01,4.057,70.0,70.0
2010-07-01,5.728000000000001,93.0,93.0
2010-08-01,3.196,53.0,53.0
2010-09-01,2.551,41.0,41.0
2010-10-01,0.554,12.0,12.0
2010-11-01,0.9890000000000001,18.0,18.0
2010-12-01,6.268000000000001,105.0,105.0
