measured_on,Electricity used for energy storage Generation,Electricity used for energy storage Quantity Consumed For Electricity,Electricity used for energy storage Total Fuel Consumed
2018-05-01,0.0,0.0,0.0
2018-06-01,0.0,0.0,0.0
2018-07-01,0.0,0.0,0.0
2018-08-01,0.0,0.0,0.0
2018-09-01,0.0,0.0,0.0
2018-10-01,0.0,0.0,0.0
2018-11-01,0.0,0.0,0.0
2018-12-01,0.0,0.0,0.0
2019-01-01,-9.649,0.0,0.0
2019-02-01,-7.77,0.0,0.0
2019-03-01,-8.813,0.0,0.0
2019-04-01,-8.213,0.0,0.0
2019-05-01,-7.543,0.0,0.0
2019-06-01,-8.899,0.0,0.0
2019-07-01,-9.176,0.0,0.0
2019-08-01,-10.016,0.0,0.0
2019-09-01,-9.005,0.0,0.0
2019-10-01,-9.776,0.0,0.0
2019-11-01,-8.322,0.0,0.0
2019-12-01,-8.818,0.0,0.0
2020-01-01,-212.93,0.0,0.0
2020-02-01,-164.524,0.0,0.0
2020-03-01,-252.457,0.0,0.0
2020-04-01,-223.867,0.0,0.0
2020-05-01,-216.89,0.0,0.0
2020-06-01,-192.623,0.0,0.0
2020-07-01,-227.736,0.0,0.0
2020-08-01,-226.965,0.0,0.0
2020-09-01,-245.368,0.0,0.0
2020-10-01,-262.043,0.0,0.0
2020-11-01,-258.302,0.0,0.0
2020-12-01,-241.295,0.0,0.0
2021-01-01,-39.449,0.0,0.0
2021-02-01,-42.121,0.0,0.0
2021-03-01,-47.387,0.0,0.0
2021-04-01,-46.021,0.0,0.0
2021-05-01,-38.94,0.0,0.0
2021-06-01,-44.937,0.0,0.0
2021-07-01,-44.994,0.0,0.0
2021-08-01,-45.128,0.0,0.0
2021-09-01,-50.133,0.0,0.0
2021-10-01,-43.312,0.0,0.0
2021-11-01,-46.458,0.0,0.0
2021-12-01,-46.12,0.0,0.0
2022-01-01,-41.304,0.0,0.0
2022-02-01,-43.39,0.0,0.0
2022-03-01,-40.161,0.0,0.0
2022-04-01,-42.063,0.0,0.0
2022-05-01,-44.573,0.0,0.0
2022-06-01,-45.025,0.0,0.0
2022-07-01,-46.778,0.0,0.0
2022-08-01,-48.061,0.0,0.0
2022-09-01,-43.091,0.0,0.0
2022-10-01,-48.087,0.0,0.0
2022-11-01,-44.518,0.0,0.0
2022-12-01,-44.949,0.0,0.0
2023-01-01,-52.0,0.0,0.0
2023-02-01,-47.0,0.0,0.0
2023-03-01,-47.0,0.0,0.0
2023-04-01,-44.0,0.0,0.0
2023-05-01,-47.0,0.0,0.0
2023-06-01,-42.0,0.0,0.0
2023-07-01,-15.0,0.0,0.0
2023-08-01,-4.0,0.0,0.0
2023-09-01,-2.0,0.0,0.0
2023-10-01,-4.0,0.0,0.0
2023-11-01,-5.0,0.0,0.0
2023-12-01,-7.0,0.0,0.0
2024-01-01,-6.0,0.0,0.0
2024-02-01,-8.0,0.0,0.0
2024-03-01,-10.0,0.0,0.0
2024-04-01,-21.0,0.0,0.0
2024-05-01,-21.0,0.0,0.0
2024-06-01,-21.0,0.0,0.0
2024-07-01,-21.0,0.0,0.0
2024-08-01,-21.0,0.0,0.0
2024-09-01,-21.0,0.0,0.0
2024-10-01,-30.0,0.0,0.0
2024-11-01,-14.0,0.0,0.0
2024-12-01,-13.0,0.0,0.0
